name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
FCz	47.933	-3.797	130.891	139.443	-4.530	69.829	4.530	0.112	4	3
C5	3.780	82.867	82.421	116.937	87.388	44.815	-87.388	0.251	0	1
C1	12.251	29.853	139.204	142.895	67.688	76.949	-67.688	0.073	22	9
C2	11.994	-41.245	137.242	143.806	-73.785	72.621	73.785	0.097	10	6
C6	2.324	-90.731	78.460	119.973	-88.532	40.843	88.532	0.273	1	1
TP7	-36.670	83.854	55.109	106.832	113.620	31.054	-113.620	0.327	17	7
CP3	-27.432	62.108	116.030	134.436	113.830	59.666	-113.830	0.169	9	2
CPz	-26.901	-5.387	147.043	149.581	-168.675	79.431	168.675	0.059	5	3
CP4	-24.611	-69.829	115.579	137.260	-109.415	57.357	109.415	0.181	3	5
TP8	-37.256	-91.721	53.886	112.714	-112.106	28.560	112.106	0.341	11	9
P5	-63.481	65.320	83.484	123.556	134.182	42.507	-134.182	0.264	14	2
P1	-57.375	28.168	130.017	144.879	153.852	63.821	-153.852	0.145	1	0
P2	-58.895	-35.401	127.564	144.895	-148.990	61.690	148.990	0.157	16	8
P6	-63.609	-70.680	85.751	128.043	-131.985	42.044	131.985	0.266	4	3
PO7	-85.879	52.095	60.891	117.460	148.759	31.225	-148.759	0.327	1	1
PO3	-85.144	30.980	96.598	132.440	160.006	46.833	-160.006	0.240	26	27
POz	-87.335	-3.612	103.122	135.184	-177.632	49.714	177.632	0.224	7	4
PO4	-85.071	-38.232	95.559	133.530	-155.800	45.695	155.800	0.246	8	5
PO8	-86.645	-58.466	62.539	121.807	-145.990	30.893	145.990	0.328	18	11
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	13
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	27	16
LPA	0.000	84.334	0.000	84.334	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-91.541	0.000	91.541	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	99.987	-0.000	0.000	99.987	-0.000	0.000	0.000	0.500	n/a	n/a
