name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	100.863	29.661	41.266	112.942	16.387	21.430	-16.387	0.381	7	1
Fp2	100.624	-41.212	41.095	116.243	-22.272	20.703	22.272	0.385	9	27
F7	53.165	73.537	38.813	98.695	54.134	23.158	-54.134	0.371	16	4
F3	65.138	48.583	92.097	122.822	36.718	48.577	-36.718	0.230	56	32
Fz	75.947	-7.705	117.031	139.727	-5.793	56.884	5.793	0.184	24	15
F4	65.725	-65.134	95.096	132.686	-44.741	45.783	44.741	0.246	26	9
F8	49.589	-89.722	43.493	111.359	-61.071	22.990	61.071	0.372	39	8
FC5	28.704	78.688	75.129	112.517	69.959	41.891	-69.959	0.267	49	16
FC1	35.527	34.547	130.121	139.237	44.199	69.151	-44.199	0.116	49	18
FC2	35.137	-45.215	133.591	145.346	-52.149	66.798	52.149	0.129	31	27
FC6	24.447	-96.536	77.114	125.950	-75.789	37.753	75.789	0.290	33	9
T7	-9.123	87.532	42.731	97.831	95.950	25.899	-95.950	0.356	49	10
C3	-5.415	64.602	119.065	135.570	94.791	61.433	-94.791	0.159	18	18
Cz	-1.875	-5.012	151.737	151.832	-110.509	87.980	110.509	0.011	38	22
C4	-9.057	-77.969	121.575	144.713	-96.626	57.152	96.626	0.182	5	0
T8	-10.462	-104.747	44.270	114.199	-95.704	22.809	95.704	0.373	24	4
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	31	5
CP5	-41.011	80.393	79.178	120.058	117.028	41.261	-117.028	0.271	40	16
CP1	-43.125	35.746	141.909	152.564	140.345	68.460	-140.345	0.120	1	1
CP2	-44.074	-41.083	145.023	157.042	-137.011	67.439	137.011	0.125	50	22
CP6	-49.430	-94.319	81.179	133.901	-117.658	37.320	117.658	0.293	27	10
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	1
P7	-73.226	73.522	44.314	112.833	134.885	23.125	-134.885	0.372	49	16
P3	-81.747	55.524	102.660	142.494	145.815	46.092	-145.815	0.244	48	9
Pz	-85.932	-2.182	126.104	152.615	-178.546	55.720	178.546	0.190	16	3
P4	-85.388	-60.601	106.615	149.433	-144.636	45.517	144.636	0.247	45	12
P8	-77.187	-85.868	48.731	125.323	-131.953	22.883	131.953	0.373	49	15
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	23	2
O1	-116.473	28.844	54.059	131.607	166.091	24.253	-166.091	0.365	36	12
Oz	-122.786	-4.921	54.710	134.514	-177.705	23.999	177.705	0.367	24	7
O2	-118.454	-35.537	52.201	134.236	-163.300	22.884	163.300	0.373	53	15
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	2
AF7	80.919	55.827	42.336	107.037	34.602	23.299	-34.602	0.371	57	17
AF3	92.118	34.647	71.082	121.404	20.612	35.838	-20.612	0.301	8	2
AF4	91.941	-47.397	73.796	127.065	-27.272	35.505	27.272	0.303	13	3
AF8	77.653	-71.066	41.505	113.151	-42.464	21.519	42.464	0.380	9	999
F5	61.502	66.598	67.217	112.854	47.278	36.556	-47.278	0.297	45	6
F1	70.692	26.247	110.209	133.537	20.369	55.619	-20.369	0.191	51	34
F2	72.114	-39.840	112.481	139.426	-28.919	53.779	28.919	0.201	36	11
