name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
F6	60.261	-82.308	69.970	123.700	-53.791	34.447	53.791	0.309	53	14
AFz	99.967	-9.597	83.669	130.714	-5.484	39.799	5.484	0.279	31	999
FT7	23.682	82.989	43.897	96.824	74.074	26.960	-74.074	0.350	43	6
FC3	32.846	59.665	108.946	128.484	61.167	57.988	-61.167	0.178	47	21
FC4	30.675	-77.050	109.291	137.193	-68.292	52.808	68.292	0.207	22	12
FT8	17.694	-100.933	44.983	111.911	-80.057	23.700	80.057	0.368	53	8
FCz	42.621	-6.944	139.705	146.226	-9.253	72.824	9.253	0.095	38	21
C5	-6.422	83.382	80.102	115.802	94.404	43.766	-94.404	0.257	34	15
C1	-4.399	36.205	141.329	145.959	96.928	75.530	-96.928	0.080	13	16
C2	-4.449	-44.632	144.262	151.074	-95.692	72.729	95.692	0.096	43	20
C6	-15.615	-101.528	79.703	130.017	-98.744	37.808	98.744	0.290	28	9
TP7	-42.906	84.017	46.121	105.009	117.053	26.053	-117.053	0.355	37	5
CP3	-45.352	65.289	116.784	141.273	124.785	55.757	-124.785	0.190	12	17
CPz	-44.972	-3.421	149.616	156.266	-175.649	73.224	175.649	0.093	33	16
CP4	-49.268	-74.049	120.612	149.860	-123.637	53.594	123.637	0.202	24	13
TP8	-46.256	-99.739	46.787	119.484	-114.881	23.053	114.881	0.372	11	5
P5	-76.075	68.392	77.026	128.055	138.044	36.978	-138.044	0.295	21	8
P1	-81.821	32.064	123.019	151.184	158.601	54.460	-158.601	0.197	15	6
P2	-82.726	-33.308	126.983	155.170	-158.069	54.920	158.069	0.195	9	6
P6	-80.098	-79.368	77.340	136.735	-135.262	34.445	135.262	0.309	1	0
PO7	-99.305	55.505	46.471	122.890	150.798	22.219	-150.798	0.377	38	19
PO3	-106.388	36.130	83.614	140.055	161.242	36.656	-161.242	0.296	11	7
POz	-109.087	-2.906	96.022	145.357	-178.474	41.345	178.474	0.270	54	21
PO4	-107.084	-43.257	84.670	143.203	-158.004	36.246	158.004	0.299	41	11
PO8	-101.375	-67.006	48.673	130.903	-146.537	21.828	146.537	0.379	24	8
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	4
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21	10
LPA	0.000	84.854	0.000	84.854	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-98.133	0.000	98.133	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	102.775	-0.000	0.000	102.775	-0.000	0.000	0.000	0.500	n/a	n/a
