name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
F2	57.602	-29.514	59.540	87.944	-27.130	42.612	27.130	0.263	0	0
F6	49.830	-67.914	16.367	85.809	-53.732	10.996	53.732	0.439	0	0
AFz	80.771	-0.231	35.417	88.195	-0.164	23.677	0.164	0.368	1	0
FT7	14.120	80.775	-11.135	82.752	80.084	-7.733	-80.084	0.543	13	2
FC3	22.716	60.182	55.544	84.988	69.321	40.810	-69.321	0.273	1	1
FC4	23.723	-62.293	55.630	86.821	-69.152	39.847	69.152	0.279	0	0
FT8	15.417	-81.815	-11.330	84.022	-79.329	-7.750	79.329	0.543	1	0
FCz	27.390	-0.376	88.668	92.803	-0.787	72.832	0.787	0.095	2	1
C5	-13.760	80.280	29.160	86.513	99.726	19.698	-99.726	0.391	1	0
C1	-9.984	36.158	89.752	97.275	105.436	67.318	-105.436	0.126	0	0
C2	-9.624	-37.672	88.412	96.584	-104.331	66.261	104.331	0.132	1	2
C6	-12.776	-83.456	29.208	89.338	-98.704	19.083	98.704	0.394	0	0
TP7	-46.022	84.830	-7.056	96.767	118.481	-4.182	-118.481	0.523	18	6
CP3	-47.009	63.556	65.624	102.741	126.488	39.697	-126.488	0.279	11	5
CPz	-47.318	-0.386	99.432	110.118	-179.533	64.550	179.533	0.141	12	3
CP4	-46.637	-66.612	65.580	104.465	-124.997	38.886	124.997	0.284	14	5
TP8	-45.545	-85.549	-7.130	97.179	-118.030	-4.208	118.030	0.523	11	3
P5	-76.291	67.272	28.382	105.600	138.595	15.591	-138.595	0.413	3	1
P1	-80.525	28.620	75.436	113.991	160.434	41.435	-160.434	0.270	1	0
P2	-80.487	-31.920	76.716	115.682	-158.368	41.541	158.368	0.269	18	8
P6	-75.904	-67.888	28.091	105.638	-138.191	15.422	138.191	0.414	15	2
PO7	-97.528	54.840	2.792	111.924	150.651	1.429	-150.651	0.492	20	8
PO3	-100.853	36.511	37.167	113.516	160.098	19.112	-160.098	0.394	4	4
POz	-102.178	-0.216	50.608	114.024	-179.879	26.349	179.879	0.354	5	3
PO4	-100.849	-36.782	36.397	113.350	-159.962	18.730	159.962	0.396	17	9
PO8	-97.625	-55.667	2.730	112.414	-150.308	1.392	150.308	0.492	2	6
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	16
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	11
