time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-9.8551	-0.3620	-0.7535	-0.0098	-0.0307	-0.0411	37.8006	-4.7849	8.0480	0.6822	-0.0782	0.7258	0.0400
0.01	-9.8565	-0.3627	-0.7352	-0.0135	-0.0299	-0.0375	37.7660	-4.7911	8.1383	0.6823	-0.0780	0.7258	0.0399
0.02	-9.8435	-0.3481	-0.7249	-0.0107	-0.0224	-0.0359	37.7115	-4.7386	8.2625	0.6823	-0.0778	0.7258	0.0398
0.03	-9.8463	-0.3336	-0.7254	-0.0038	-0.0166	-0.0359	37.6199	-4.6618	8.1113	0.6824	-0.0776	0.7258	0.0397
0.04	-9.8427	-0.3363	-0.7177	-0.0053	-0.0157	-0.0350	37.7122	-4.8019	8.2957	0.6823	-0.0773	0.7258	0.0395
0.05	-9.8206	-0.3386	-0.7138	0.0000	-0.0114	-0.0345	37.9328	-4.7663	8.3775	0.6824	-0.0771	0.7259	0.0394
0.06	-9.8394	-0.3340	-0.7193	-0.0074	-0.0135	-0.0350	37.6620	-4.7901	8.0918	0.6824	-0.0769	0.7259	0.0392
0.07	-9.8342	-0.3307	-0.7273	0.0030	-0.0053	-0.0349	37.8154	-4.7718	8.1533	0.6823	-0.0766	0.7259	0.0391
0.08	-9.8395	-0.3227	-0.7244	0.0054	0.0052	-0.0357	37.7702	-4.7899	8.1830	0.6823	-0.0764	0.7261	0.0389
0.09	-9.8504	-0.3126	-0.7279	0.0012	0.0060	-0.0328	37.7037	-4.7728	8.0079	0.6822	-0.0761	0.7261	0.0387
0.1	-9.8605	-0.3031	-0.7394	-0.0065	0.0035	-0.0287	37.9156	-5.0596	7.9637	0.6822	-0.0759	0.7263	0.0386
0.11	-9.8676	-0.2903	-0.7513	-0.0045	0.0134	-0.0281	37.7719	-4.9454	8.1868	0.6821	-0.0756	0.7263	0.0385
0.12	-9.8891	-0.2856	-0.7530	0.0045	0.0126	-0.0268	37.8145	-4.7422	8.2967	0.6820	-0.0754	0.7264	0.0383
0.13	-9.8900	-0.2717	-0.7753	0.0001	0.0050	-0.0253	37.7473	-4.7855	8.4050	0.6820	-0.0751	0.7265	0.0382
0.14	-9.9056	-0.2553	-0.7859	0.0073	0.0052	-0.0321	37.6632	-4.8320	8.1859	0.6819	-0.0748	0.7266	0.0380
0.15	-9.9147	-0.2460	-0.7922	0.0021	0.0036	-0.0271	37.8488	-5.0946	8.0579	0.6819	-0.0745	0.7268	0.0378
0.16	-9.9022	-0.2415	-0.8061	-0.0071	-0.0010	-0.0269	37.8562	-5.1378	8.1196	0.6818	-0.0743	0.7268	0.0377
0.17	-9.9137	-0.2418	-0.8010	-0.0126	0.0030	-0.0338	37.7339	-4.8828	8.2614	0.6818	-0.0741	0.7269	0.0376
0.18	-9.9319	-0.2266	-0.8123	-0.0127	0.0025	-0.0366	37.5771	-4.8555	8.2665	0.6817	-0.0739	0.7268	0.0374
0.19	-9.9409	-0.2341	-0.8121	-0.0139	-0.0083	-0.0341	37.7879	-4.9853	8.2693	0.6818	-0.0738	0.7269	0.0373
0.2	-9.9186	-0.2418	-0.8122	-0.0125	-0.0093	-0.0351	37.7050	-4.9350	8.2489	0.6818	-0.0736	0.7269	0.0372
0.21	-9.9381	-0.2247	-0.8134	-0.0124	-0.0100	-0.0358	37.5517	-4.9861	8.0326	0.6818	-0.0735	0.7269	0.0370
0.22	-9.9255	-0.2163	-0.8252	-0.0127	-0.0160	-0.0377	37.8472	-4.8330	8.3265	0.6818	-0.0733	0.7269	0.0369
0.23	-9.8931	-0.2164	-0.8104	-0.0109	-0.0180	-0.0358	37.7604	-4.7816	8.3180	0.6818	-0.0731	0.7269	0.0367
0.24	-9.8950	-0.2179	-0.8217	-0.0164	-0.0219	-0.0359	37.6288	-4.9598	8.2822	0.6819	-0.0729	0.7269	0.0366
0.25	-9.8917	-0.2229	-0.7979	-0.0221	-0.0263	-0.0423	37.5895	-4.9536	8.5064	0.6819	-0.0728	0.7268	0.0365
0.26	-9.9254	-0.2381	-0.7916	-0.0260	-0.0188	-0.0388	37.9591	-4.9524	8.1752	0.6820	-0.0727	0.7269	0.0364
0.27	-9.9022	-0.2426	-0.7987	-0.0297	-0.0259	-0.0339	37.8073	-5.1275	8.0758	0.6820	-0.0725	0.7268	0.0364
0.28	-9.9100	-0.2612	-0.7888	-0.0273	-0.0262	-0.0452	37.7962	-5.0807	8.3176	0.6821	-0.0724	0.7268	0.0363
0.29	-9.9060	-0.2738	-0.7961	-0.0195	-0.0230	-0.0389	37.6986	-4.9163	8.2147	0.6821	-0.0722	0.7268	0.0362
0.3	-9.8692	-0.2838	-0.7891	-0.0348	-0.0237	-0.0346	37.8257	-5.1257	8.1051	0.6821	-0.0721	0.7268	0.0361
0.31	-9.8659	-0.2591	-0.7926	-0.0228	-0.0186	-0.0401	37.7556	-5.0867	8.1649	0.6822	-0.0720	0.7268	0.0361
0.32	-9.8541	-0.2422	-0.8024	-0.0249	-0.0196	-0.0340	37.9077	-4.9545	7.9472	0.6821	-0.0718	0.7267	0.0360
0.33	-9.8472	-0.2204	-0.7913	-0.0245	-0.0237	-0.0321	37.7448	-4.9339	8.3299	0.6823	-0.0716	0.7268	0.0359
0.34	-9.8662	-0.2144	-0.8016	-0.0261	-0.0270	-0.0376	37.8749	-5.3155	8.0892	0.6823	-0.0715	0.7267	0.0359
0.35	-9.8576	-0.2172	-0.7937	-0.0175	-0.0219	-0.0340	37.8052	-5.1426	8.0927	0.6824	-0.0713	0.7268	0.0358
0.36	-9.8762	-0.2082	-0.7875	-0.0227	-0.0134	-0.0419	37.8121	-4.7237	8.0749	0.6823	-0.0712	0.7267	0.0357
0.37	-9.8961	-0.2097	-0.7895	-0.0293	-0.0209	-0.0514	37.7310	-4.9193	8.0832	0.6823	-0.0711	0.7267	0.0356
0.38	-9.9117	-0.2118	-0.7907	-0.0225	-0.0156	-0.0501	37.6054	-5.0184	8.2815	0.6824	-0.0710	0.7267	0.0354
0.39	-9.9045	-0.2165	-0.7874	-0.0310	-0.0267	-0.0514	37.8335	-5.0516	8.1805	0.6824	-0.0709	0.7266	0.0353
0.4	-9.8811	-0.2195	-0.7861	-0.0391	-0.0276	-0.0585	37.6754	-5.0493	8.1768	0.6825	-0.0709	0.7267	0.0352
0.41	-9.8857	-0.2295	-0.7781	-0.0377	-0.0144	-0.0535	37.7216	-5.0154	8.4645	0.6825	-0.0708	0.7266	0.0351
0.42	-9.8862	-0.2555	-0.7834	-0.0378	-0.0191	-0.0573	37.9371	-4.8875	8.4001	0.6825	-0.0708	0.7267	0.0351
0.43	-9.8882	-0.2671	-0.7850	-0.0375	-0.0234	-0.0541	38.0776	-4.7483	8.2352	0.6825	-0.0708	0.7265	0.0350
0.44	-9.8999	-0.2646	-0.7801	-0.0392	-0.0277	-0.0461	38.0104	-4.9675	8.3031	0.6826	-0.0707	0.7266	0.0349
0.45	-9.8992	-0.2770	-0.7752	-0.0391	-0.0283	-0.0438	37.9056	-4.9535	7.9649	0.6826	-0.0706	0.7265	0.0349
0.46	-9.8587	-0.2943	-0.7564	-0.0439	-0.0280	-0.0417	37.6972	-4.9942	8.1149	0.6827	-0.0705	0.7265	0.0349
0.47	-9.9193	-0.3009	-0.7731	-0.0395	-0.0270	-0.0451	37.9151	-5.2257	8.0983	0.6827	-0.0705	0.7265	0.0348
0.48	-9.9298	-0.2892	-0.7719	-0.0391	-0.0296	-0.0463	37.8079	-5.0209	7.9091	0.6828	-0.0704	0.7264	0.0347
0.49	-9.8962	-0.3143	-0.7497	-0.0381	-0.0341	-0.0463	37.7648	-5.0018	8.0775	0.6829	-0.0703	0.7264	0.0347
0.5	-9.9165	-0.3181	-0.7536	-0.0406	-0.0303	-0.0414	37.7618	-5.0180	7.9661	0.6829	-0.0702	0.7262	0.0347
0.51	-9.9094	-0.3369	-0.7356	-0.0320	-0.0419	-0.0457	37.9009	-4.8807	8.2975	0.6830	-0.0702	0.7262	0.0346
0.52	-9.8881	-0.3504	-0.7324	-0.0375	-0.0402	-0.0375	37.7994	-4.9707	8.2360	0.6831	-0.0700	0.7261	0.0346
0.53	-9.8889	-0.3324	-0.7283	-0.0246	-0.0447	-0.0373	37.7753	-5.0318	7.9056	0.6832	-0.0699	0.7261	0.0345
0.54	-9.8779	-0.3028	-0.7296	-0.0192	-0.0436	-0.0374	37.6732	-4.9043	8.0295	0.6833	-0.0697	0.7259	0.0344
0.55	-9.8776	-0.3072	-0.7222	-0.0174	-0.0357	-0.0364	37.5732	-4.9241	8.0123	0.6834	-0.0695	0.7259	0.0344
0.56	-9.8566	-0.3130	-0.7195	-0.0098	-0.0391	-0.0421	37.6035	-4.9205	8.0234	0.6835	-0.0693	0.7258	0.0342
0.57	-9.8516	-0.3115	-0.7114	-0.0146	-0.0425	-0.0410	37.5844	-4.9163	8.0013	0.6836	-0.0692	0.7257	0.0341
0.58	-9.8565	-0.3062	-0.7163	-0.0085	-0.0417	-0.0445	37.6994	-4.9258	8.1450	0.6838	-0.0690	0.7257	0.0340
0.59	-9.8663	-0.2860	-0.7199	-0.0104	-0.0297	-0.0374	37.6828	-5.0485	8.0631	0.6838	-0.0688	0.7256	0.0338
0.6	-9.8550	-0.2806	-0.6987	-0.0034	-0.0284	-0.0399	37.6788	-4.9322	7.9891	0.6839	-0.0686	0.7257	0.0337
0.61	-9.8773	-0.2710	-0.6979	-0.0061	-0.0246	-0.0390	37.6918	-4.8332	8.1168	0.6839	-0.0683	0.7255	0.0335
0.62	-9.8655	-0.2518	-0.6929	-0.0137	-0.0229	-0.0362	37.8983	-4.6913	8.2352	0.6839	-0.0681	0.7256	0.0334
