name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	102.661	36.250	39.594	115.849	19.448	19.985	-19.448	0.389	4	0
Fp2	103.195	-37.870	38.332	116.415	-20.152	19.224	20.152	0.393	0	0
F7	45.466	79.533	28.279	95.877	60.245	17.155	-60.245	0.405	2	1
F3	62.404	60.064	87.964	123.449	43.905	45.443	-43.905	0.248	8	1
Fz	73.622	-0.614	117.157	138.370	-0.478	57.854	0.478	0.179	6	0
F4	64.505	-58.568	89.077	124.603	-42.238	45.634	42.238	0.246	3	0
F8	49.700	-77.208	29.720	96.512	-57.230	17.936	57.230	0.400	1	0
FC5	24.453	84.609	67.667	111.065	73.880	37.536	-73.880	0.291	9	1
FC1	29.289	44.214	126.761	137.409	56.478	67.297	-56.478	0.126	10	1
FC2	32.741	-38.992	127.966	137.723	-49.980	68.303	49.980	0.121	10	3
FC6	28.183	-84.496	64.436	109.936	-71.554	35.882	71.554	0.301	6	2
T7	-10.449	89.664	38.936	98.310	96.647	23.332	-96.647	0.370	7	1
C3	-12.453	76.533	107.018	132.156	99.242	54.075	-99.242	0.200	12	1
Cz	-10.250	-0.144	149.726	150.076	-179.192	86.083	179.192	0.022	7	1
C4	-8.607	-74.767	107.635	131.337	-96.567	55.038	96.567	0.194	7	0
T8	-7.462	-88.339	32.478	94.416	-94.828	20.120	94.828	0.388	4	0
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	2
CP5	-48.817	82.665	67.247	117.212	120.563	35.010	-120.563	0.305	6	2
CP1	-57.871	39.699	129.757	147.519	145.550	61.593	-145.550	0.158	14	2
CP2	-54.566	-39.358	129.921	146.308	-144.198	62.623	144.198	0.152	9	2
CP6	-44.125	-81.335	69.252	115.578	-118.480	36.811	118.480	0.295	10	2
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	0
P7	-72.100	73.548	32.362	107.958	134.430	17.443	-134.430	0.403	9	1
P3	-86.781	54.677	86.926	134.449	147.787	40.281	-147.787	0.276	11	1
Pz	-91.669	-2.081	108.960	142.407	-178.699	49.918	178.699	0.223	12	3
P4	-79.920	-57.931	86.220	131.061	-144.063	41.137	144.063	0.271	8	0
P8	-69.124	-70.180	32.030	103.582	-134.565	18.012	134.565	0.400	12	2
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	2
O1	-111.651	28.419	29.921	119.032	165.719	14.558	-165.719	0.419	9	0
Oz	-115.314	-4.641	30.718	119.426	-177.695	14.905	177.695	0.417	2	0
O2	-108.602	-28.414	30.684	116.375	-165.338	15.288	165.338	0.415	18	2
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	1
AF7	73.895	64.855	31.775	103.326	41.272	17.910	-41.272	0.401	1	0
AF3	91.157	41.695	70.741	122.688	24.579	35.211	-24.579	0.304	1	1
AF4	93.755	-41.486	68.950	123.552	-23.869	33.922	23.869	0.312	0	0
AF8	77.903	-65.916	30.921	106.630	-40.236	16.857	40.236	0.406	1	0
F5	58.681	73.638	56.568	109.845	51.449	30.996	-51.449	0.328	5	2
F1	68.392	35.884	109.465	133.969	27.685	54.795	-27.685	0.196	8	1
F2	71.092	-34.650	108.994	134.664	-25.984	54.035	25.984	0.200	6	1
F6	61.987	-72.570	60.973	113.254	-49.497	32.573	49.497	0.319	2	1
AFz	105.822	0.529	77.398	131.106	0.286	36.181	-0.286	0.299	4	2
FT7	17.860	86.859	34.673	95.214	78.381	21.356	-78.381	0.381	3	0
FC3	25.850	72.022	100.399	126.236	70.256	52.687	-70.256	0.207	8	0
FC4	31.250	-68.457	102.445	127.114	-65.464	53.700	65.464	0.202	6	1
FT8	20.379	-86.304	29.009	93.302	-76.714	18.114	76.714	0.399	5	1
FCz	34.568	0.016	138.490	142.739	0.027	75.985	-0.027	0.078	11	1
C5	-14.294	88.110	68.152	112.305	99.215	37.362	-99.215	0.292	10	2
C1	-11.390	45.326	137.746	145.459	104.106	71.259	-104.106	0.104	2	3
C2	-7.728	-42.772	137.799	144.491	-100.241	72.494	100.241	0.097	9	2
C6	-7.517	-87.425	66.294	109.975	-94.914	37.071	94.914	0.294	9	2
TP7	-46.597	84.146	37.573	103.265	118.976	21.337	-118.976	0.381	7	1
CP3	-53.068	71.457	101.467	134.974	126.600	48.743	-126.600	0.229	11	1
CPz	-58.212	-1.262	138.112	149.884	-178.758	67.141	178.758	0.127	8	0
CP4	-50.139	-69.746	101.211	132.748	-125.712	49.679	125.712	0.224	12	1
TP8	-42.515	-81.369	34.522	98.082	-117.587	20.608	117.587	0.386	8	2
P5	-81.473	67.794	61.796	122.689	140.236	30.244	-140.236	0.332	9	1
P1	-89.032	29.810	105.354	141.120	161.488	48.293	-161.488	0.232	9	2
P2	-87.418	-33.917	104.729	140.572	-158.795	48.161	158.795	0.232	5	2
P6	-75.728	-66.957	59.478	117.284	-138.518	30.473	138.518	0.331	5	1
PO7	-96.998	53.860	33.633	115.934	150.958	16.864	-150.958	0.406	8	0
PO3	-106.771	34.935	66.557	130.577	161.882	30.645	-161.882	0.330	7	1
POz	-111.005	-4.267	71.501	132.108	-177.799	32.767	177.799	0.318	11	1
PO4	-103.060	-38.108	66.191	128.276	-159.707	31.065	159.707	0.327	18	2
PO8	-94.787	-54.385	29.228	113.122	-150.155	14.974	150.155	0.417	5	2
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	9
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26	6
LPA	0.000	89.826	0.000	89.826	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-85.284	0.000	85.284	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	108.643	-0.000	0.000	108.643	-0.000	0.000	0.000	0.500	n/a	n/a
