name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	0
O1	-97.973	21.266	71.315	123.032	167.753	35.426	-167.753	0.303	16	9
Oz	-102.947	-12.983	73.161	126.961	-172.812	35.187	172.812	0.305	38	12
O2	-96.553	-39.636	72.655	127.170	-157.682	34.843	157.682	0.306	48	18
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	5
AF7	77.021	58.865	38.501	104.306	37.389	21.661	-37.389	0.380	29	9
AF3	91.913	37.595	74.450	124.113	22.246	36.859	-22.246	0.295	6	0
AF4	89.886	-42.157	75.046	124.453	-25.127	37.085	25.127	0.294	20	6
AF8	79.152	-60.404	38.459	106.737	-37.349	21.119	37.349	0.383	25	7
F5	63.315	66.450	62.410	110.993	46.384	34.214	-46.384	0.310	38	8
F1	73.008	29.890	106.822	132.795	22.265	53.554	-22.265	0.202	22	3
F2	73.616	-30.963	108.259	134.529	-22.811	53.584	22.811	0.202	7	0
F6	65.409	-68.375	66.424	115.610	-46.270	35.068	46.270	0.305	4	0
AFz	97.944	-3.524	81.776	127.643	-2.061	39.841	2.061	0.279	35	17
FT7	23.115	79.964	39.805	92.266	73.877	25.557	-73.877	0.358	46	11
FC3	37.579	61.783	103.427	126.201	58.690	55.039	-58.690	0.194	42	10
FC4	41.639	-65.931	107.035	132.428	-57.725	53.926	57.725	0.200	34	6
FT8	28.402	-90.622	41.382	103.593	-72.598	23.545	72.598	0.369	4	0
FCz	43.229	-2.666	133.883	140.715	-3.529	72.074	3.529	0.100	16	5
C5	-0.656	79.734	75.447	109.774	90.472	43.416	-90.472	0.259	7	1
C1	12.726	36.488	137.834	143.149	70.772	74.338	-70.772	0.087	31	10
C2	10.423	-40.515	140.855	146.937	-75.573	73.459	75.573	0.092	38	11
C6	6.195	-91.285	82.786	123.389	-86.118	42.139	86.118	0.266	55	21
TP7	-35.867	75.972	51.827	98.712	115.272	31.670	-115.272	0.324	1	2
CP3	-28.198	61.816	116.814	135.136	114.520	59.816	-114.520	0.168	46	13
CPz	-26.249	-4.243	148.005	150.375	-170.818	79.815	170.818	0.057	53	78
CP4	-24.284	-69.582	122.852	143.262	-109.239	59.041	109.239	0.172	17	3
TP8	-30.505	-91.604	58.931	113.114	-108.418	31.399	108.418	0.326	51	20
P5	-60.829	60.506	84.963	120.747	135.152	44.720	-135.152	0.252	30	10
P1	-58.378	26.960	129.076	144.206	155.212	63.519	-155.212	0.147	46	26
P2	-56.663	-35.316	130.665	146.736	-148.066	62.934	148.066	0.150	40	12
P6	-56.290	-75.002	89.571	129.679	-126.889	43.686	126.889	0.257	46	12
PO7	-81.364	46.807	64.181	113.711	150.089	34.362	-150.089	0.309	10	3
PO3	-81.577	29.264	100.402	132.634	160.266	49.199	-160.266	0.227	5	3
POz	-86.116	-8.658	106.842	137.500	-174.259	50.990	174.259	0.217	10	10
PO4	-78.014	-44.538	102.692	136.438	-150.278	48.821	150.278	0.229	17	8
PO8	-80.012	-62.896	67.929	122.361	-141.830	33.722	141.830	0.313	48	22
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	10
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30	6
LPA	0.000	74.446	0.000	74.446	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-92.840	0.000	92.840	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	101.518	-0.000	0.000	101.518	-0.000	0.000	0.000	0.500	n/a	n/a
