name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	102.142	43.122	39.450	117.681	22.889	19.587	-22.889	0.391	5	2
Fp2	103.783	-30.160	41.639	115.820	-16.204	21.070	16.204	0.383	20	4
F7	50.786	87.332	40.541	108.856	59.821	21.865	-59.821	0.379	18	8
F3	65.308	61.611	92.227	128.712	43.331	45.769	-43.331	0.246	49	23
Fz	74.783	7.185	116.438	138.571	5.488	57.169	-5.488	0.182	43	9
F4	68.076	-52.780	93.615	127.216	-37.786	47.381	37.786	0.237	45	30
F8	50.306	-77.402	38.699	100.096	-56.979	22.744	56.979	0.374	34	15
FC5	27.815	92.523	74.783	122.175	73.268	37.742	-73.268	0.290	44	16
FC1	34.578	44.642	129.764	141.518	52.240	66.483	-52.240	0.131	44	13
FC2	38.148	-29.768	131.676	140.285	-37.966	69.823	37.966	0.112	47	24
FC6	30.680	-83.292	74.796	116.074	-69.779	40.119	69.779	0.277	44	17
T7	-9.807	104.628	42.332	113.292	95.355	21.941	-95.355	0.378	15	6
C3	-5.914	79.329	116.243	140.857	94.264	55.615	-94.264	0.191	41	27
Cz	-1.806	6.487	148.091	148.244	105.560	87.397	-105.560	0.014	4	3
C4	-3.727	-67.528	113.765	132.349	-93.159	59.269	93.159	0.171	22	10
T8	-9.961	-90.230	36.976	98.020	-96.300	22.162	96.300	0.377	50	27
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	58	12
CP5	-44.183	97.348	75.796	131.049	114.412	35.336	-114.412	0.304	37	6
CP1	-44.855	43.085	140.341	153.505	136.153	66.098	-136.153	0.133	40	26
CP2	-43.082	-29.266	139.730	149.120	-145.811	69.558	145.811	0.114	22	12
CP6	-44.131	-81.730	77.148	120.744	-118.367	39.713	118.367	0.279	44	24
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26	3
P7	-76.593	88.123	43.415	124.567	130.996	20.397	-130.996	0.387	58	35
P3	-84.332	66.206	102.012	147.992	141.866	43.575	-141.866	0.258	43	10
Pz	-83.580	6.668	124.729	150.291	175.439	56.090	-175.439	0.188	39	21
P4	-81.964	-52.566	98.157	138.261	-147.326	45.230	147.326	0.249	40	11
P8	-70.845	-73.450	42.732	110.634	-133.966	22.721	133.966	0.374	41	22
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	2
O1	-119.784	39.352	52.401	136.538	161.813	22.568	-161.813	0.375	49	19
Oz	-123.622	6.813	53.793	134.991	176.846	23.484	-176.846	0.370	55	15
O2	-117.731	-27.338	53.024	131.983	-166.927	23.687	166.927	0.368	36	15
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	1
AF7	77.531	71.802	41.126	113.393	42.803	21.265	-42.803	0.382	6	2
AF3	91.220	43.102	76.800	126.796	25.291	37.279	-25.291	0.293	3	2
AF4	95.697	-32.522	74.666	125.660	-18.770	36.455	18.770	0.297	27	24
AF8	80.225	-60.190	41.218	108.433	-36.879	22.341	36.879	0.376	17	22
F5	59.811	79.236	66.914	119.721	52.953	33.981	-52.953	0.311	39	10
F1	67.951	38.933	110.410	135.365	29.811	54.652	-29.811	0.196	43	14
F2	72.689	-27.623	111.961	136.315	-20.808	55.219	20.808	0.193	41	18
F6	62.770	-70.114	65.355	114.575	-48.163	34.779	48.163	0.307	39	18
AFz	98.294	7.277	84.567	129.870	4.234	40.629	-4.234	0.274	38	14
FT7	21.377	98.348	40.063	108.325	77.737	21.706	-77.737	0.379	23	6
FC3	31.282	72.404	107.111	133.017	66.633	53.633	-66.633	0.202	56	13
FC4	33.915	-62.952	108.378	129.842	-61.687	56.584	61.687	0.186	28	20
FT8	21.200	-87.059	40.356	98.271	-76.314	24.246	76.314	0.365	7	4
FCz	40.209	7.473	137.772	143.714	10.528	73.466	-10.528	0.092	55	36
C5	-8.637	99.460	77.574	126.430	94.963	37.848	-94.963	0.290	19	10
