name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
C1	-2.571	44.864	140.304	147.325	93.280	72.240	-93.280	0.099	7	6
C2	-0.767	-29.763	140.493	143.613	-91.477	78.035	91.477	0.066	38	17
C6	-6.215	-88.316	78.074	118.042	-94.026	41.407	94.026	0.270	43	23
TP7	-45.079	100.432	40.830	117.413	114.173	20.350	-114.173	0.387	11	7
CP3	-45.256	77.941	116.312	147.144	120.141	52.229	-120.141	0.210	56	27
CPz	-47.007	7.539	145.196	152.802	170.888	71.846	-170.888	0.101	36	22
CP4	-42.549	-64.593	114.540	138.210	-123.374	55.969	123.374	0.189	41	22
TP8	-45.430	-84.700	40.610	104.342	-118.208	22.905	118.208	0.373	7	5
P5	-79.278	82.959	72.690	135.834	133.700	32.353	-133.700	0.320	32	10
P1	-82.819	38.340	121.868	152.252	155.159	53.171	-155.159	0.205	33	9
P2	-81.073	-24.957	123.095	149.492	-162.890	55.428	162.890	0.192	17	7
P6	-75.424	-68.260	73.245	125.352	-137.855	35.754	137.855	0.301	16	10
PO7	-102.582	67.911	47.151	131.750	146.495	20.970	-146.495	0.383	37	3
PO3	-109.760	40.242	85.948	145.099	159.865	36.323	-159.865	0.298	52	11
POz	-109.558	6.569	93.061	143.897	176.569	40.295	-176.569	0.276	41	19
PO4	-106.570	-31.909	86.412	140.863	-163.331	37.839	163.331	0.290	44	12
PO8	-97.597	-54.168	45.715	120.620	-150.969	22.272	150.969	0.376	41	18
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	32	20
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24	13
LPA	0.000	103.633	0.000	103.633	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-84.509	0.000	84.509	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	105.503	-0.000	0.000	105.503	-0.000	0.000	0.000	0.500	n/a	n/a
