name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	99.786	35.366	31.154	110.357	19.515	16.397	-19.515	0.409	1	5
Fp2	101.543	-29.577	33.114	110.826	-16.239	17.385	16.239	0.403	11	9
F7	54.470	81.498	34.735	103.997	56.243	19.512	-56.243	0.392	13	7
F3	70.662	59.480	81.490	123.173	40.089	41.421	-40.089	0.270	8	3
Fz	75.786	1.782	106.751	130.929	1.347	54.620	-1.347	0.197	15	8
F4	74.123	-47.729	85.890	123.083	-32.778	44.253	32.778	0.254	0	0
F8	56.367	-76.969	37.722	102.589	-53.784	21.574	53.784	0.380	12	5
FC5	35.985	84.914	68.187	114.694	67.034	36.478	-67.034	0.297	10	4
FC1	44.755	42.067	121.448	136.096	43.227	63.172	-43.227	0.149	4	1
FC2	45.958	-30.744	122.930	134.793	-33.781	65.782	33.781	0.135	10	4
FC6	38.309	-79.606	70.579	113.075	-64.302	38.622	64.302	0.285	10	5
T7	-4.957	95.608	41.568	104.371	92.968	23.470	-92.968	0.370	8	3
C3	9.294	71.505	110.742	132.148	82.594	56.931	-82.594	0.184	2	0
Cz	13.567	4.603	145.175	145.880	18.743	84.364	-18.743	0.031	1	1
C4	10.411	-65.696	110.622	129.080	-80.995	58.982	80.995	0.172	0	1
T8	-1.844	-91.913	44.564	102.164	-91.150	25.862	91.150	0.356	16	2
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	3
CP5	-31.912	84.859	81.375	121.824	110.609	41.910	-110.609	0.267	6	2
CP1	-24.316	40.381	140.496	148.193	121.055	71.453	-121.055	0.103	6	2
CP2	-24.479	-31.332	141.202	146.694	-127.999	74.273	127.999	0.087	3	1
CP6	-25.936	-79.512	87.968	121.381	-108.066	46.446	108.066	0.242	2	2
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	2
P7	-65.078	76.027	56.124	114.739	130.563	29.284	-130.563	0.337	19	5
P3	-62.454	56.289	109.654	138.177	137.972	52.521	-137.972	0.208	6	1
Pz	-60.022	1.817	131.546	144.604	178.266	65.464	-178.266	0.136	13	9
P4	-59.405	-51.808	108.884	134.420	-138.908	54.099	138.908	0.199	3	1
P8	-63.449	-72.158	60.069	113.317	-131.325	32.012	131.325	0.322	19	15
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	5
O1	-101.351	31.234	68.918	126.480	162.872	33.017	-162.872	0.317	5	1
Oz	-105.848	-0.532	70.223	127.025	-179.712	33.561	179.712	0.314	8	2
O2	-101.181	-29.938	65.608	124.251	-163.517	31.872	163.517	0.323	18	9
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30	12
AF7	79.042	64.455	32.124	106.930	39.196	17.483	-39.196	0.403	17	9
AF3	92.154	42.308	66.000	120.989	24.660	33.059	-24.660	0.316	9	3
AF4	95.488	-33.756	65.853	120.806	-19.469	33.032	19.469	0.316	4	2
AF8	83.438	-56.599	34.969	106.715	-34.151	19.128	34.151	0.394	5	4
F5	64.596	72.947	60.813	114.856	48.474	31.970	-48.474	0.322	12	7
F1	71.670	33.807	103.818	130.605	25.254	52.646	-25.254	0.208	7	2
F2	71.627	-25.157	105.684	130.124	-19.352	54.309	19.352	0.198	12	4
F6	66.501	-66.568	60.947	112.108	-45.029	32.932	45.029	0.317	10	4
AFz	97.295	4.970	77.275	124.348	2.924	38.421	-2.924	0.287	0	0
FT7	26.328	92.677	37.948	103.549	74.141	21.498	-74.141	0.381	6	2
FC3	40.961	67.707	99.715	127.299	58.827	51.565	-58.827	0.214	4	1
FC4	42.644	-60.073	100.190	124.360	-54.630	53.673	54.630	0.202	0	0
FT8	27.430	-87.169	40.404	99.916	-72.532	23.852	72.532	0.367	2	0
FCz	48.550	4.725	130.323	139.153	5.558	69.479	-5.558	0.114	10	2
