onset	duration	trial_type
0	15.18	x99
15.18	24.14	x5
39.32	1.24	x8
40.56	5.26	x5
45.82	7.38	x8
53.2	19.02	x5
72.22	0.72	x8
72.94	2.58	x5
75.52	2.94	x8
78.46	14.46	x5
92.92	1.66	x8
94.58	7.2	x5
101.78	1.02	x8
102.8	11.06	x5
113.86	1.46	x8
115.32	3.2	x5
118.52	2	x8
120.52	4.08	x5
124.6	1.64	x8
126.24	1.38	x5
127.62	0.86	x8
128.48	1.04	x5
129.52	3.14	x8
132.66	6.32	x5
138.98	0.76	x8
139.74	131.4	x5
271.14	4.94	x8
276.08	1.44	x5
277.52	2.34	x8
279.86	2.42	x5
282.28	1.86	x8
284.14	2.34	x5
286.48	2.14	x8
288.62	1.88	x5
290.5	1	x8
291.5	35.7	x5
327.2	2.26	x8
329.46	7.7	x5
337.16	9.56	x8
346.72	26.62	x5
373.34	1.18	x8
374.52	0.64	x5
