time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	0.2291	-9.7100	2.4967	-0.0277	0.0244	0.0007	-12.4898	8.6572	-0.4867	0.0549	-0.0621	0.6014	-0.7946
0.01	0.2381	-9.7123	2.5014	-0.0214	0.0284	0.0014	-12.6836	8.8786	-0.2209	0.0549	-0.0620	0.6015	-0.7945
0.02	0.2432	-9.6949	2.4933	-0.0244	0.0197	-0.0046	-12.6425	8.7248	-0.3716	0.0549	-0.0620	0.6016	-0.7945
0.03	0.2430	-9.6704	2.4802	-0.0270	0.0181	-0.0032	-12.5467	8.7643	-0.3949	0.0549	-0.0620	0.6018	-0.7944
0.04	0.2442	-9.6472	2.4609	-0.0296	0.0159	-0.0050	-12.6079	8.7498	-0.3252	0.0549	-0.0619	0.6019	-0.7943
0.05	0.2555	-9.6397	2.4458	-0.0286	0.0175	-0.0009	-12.7989	8.7586	-0.2473	0.0549	-0.0619	0.6020	-0.7941
0.06	0.2642	-9.6624	2.4427	-0.0320	0.0213	0.0039	-12.4533	8.7527	-0.1421	0.0550	-0.0618	0.6022	-0.7941
0.07	0.2572	-9.6821	2.4438	-0.0283	0.0168	0.0066	-12.4401	8.7576	-0.2741	0.0550	-0.0618	0.6023	-0.7939
0.08	0.2464	-9.6953	2.4456	-0.0296	0.0157	0.0191	-12.6597	8.7479	-0.2260	0.0551	-0.0617	0.6025	-0.7938
0.09	0.2261	-9.6958	2.4482	-0.0143	0.0188	0.0144	-12.3014	8.7660	-0.2332	0.0552	-0.0616	0.6026	-0.7937
0.1	0.1942	-9.6828	2.4404	-0.0042	0.0242	0.0172	-12.4949	8.6154	-0.2616	0.0553	-0.0615	0.6026	-0.7937
0.11	0.1475	-9.6677	2.4374	-0.0100	0.0287	0.0170	-12.3548	8.5807	-0.1582	0.0554	-0.0613	0.6027	-0.7937
0.12	0.1167	-9.6692	2.4391	-0.0088	0.0295	0.0213	-11.9118	8.8777	-0.1469	0.0555	-0.0612	0.6027	-0.7936
0.13	0.0952	-9.6826	2.4414	-0.0187	0.0312	0.0179	-11.8863	8.9410	-0.0968	0.0555	-0.0610	0.6029	-0.7936
0.14	0.0642	-9.6982	2.4404	-0.0134	0.0271	0.0081	-12.1900	8.6335	-0.1214	0.0556	-0.0609	0.6030	-0.7935
0.15	0.0576	-9.6973	2.4439	-0.0162	0.0203	0.0010	-12.2716	8.7644	-0.3484	0.0556	-0.0608	0.6031	-0.7935
0.16	0.0593	-9.7000	2.4327	-0.0188	0.0221	-0.0064	-12.4179	8.7964	0.0098	0.0556	-0.0608	0.6031	-0.7933
0.17	0.0725	-9.7023	2.4333	-0.0166	0.0084	-0.0052	-12.2353	8.6692	-0.2486	0.0556	-0.0608	0.6033	-0.7933
0.18	0.1015	-9.7015	2.4239	-0.0258	0.0129	-0.0176	-12.2006	8.8541	-0.3397	0.0556	-0.0608	0.6034	-0.7932
0.19	0.1272	-9.6960	2.4178	-0.0243	0.0084	-0.0282	-12.5309	8.9352	-0.0398	0.0555	-0.0609	0.6035	-0.7931
0.2	0.1507	-9.6869	2.4171	-0.0262	0.0011	-0.0232	-12.5222	8.7979	-0.0564	0.0555	-0.0610	0.6037	-0.7931
0.21	0.1683	-9.6817	2.4090	-0.0284	0.0082	-0.0262	-12.4570	8.9448	-0.0782	0.0555	-0.0610	0.6037	-0.7929
0.22	0.1802	-9.6755	2.3995	-0.0287	0.0009	-0.0237	-12.4660	8.8651	-0.2543	0.0555	-0.0611	0.6039	-0.7928
0.23	0.1795	-9.6642	2.3857	-0.0295	0.0049	-0.0233	-12.5367	9.0177	-0.1607	0.0555	-0.0612	0.6039	-0.7926
0.24	0.1779	-9.6798	2.3838	-0.0291	-0.0006	-0.0204	-12.3845	8.8554	-0.0174	0.0555	-0.0613	0.6041	-0.7926
