time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-0.1435	-9.9417	-2.1202	-0.0357	-0.0031	-0.0101	25.2848	8.6250	5.0306	-0.6215	0.7832	-0.0153	0.0035
0.01	-0.1446	-9.9598	-2.1425	-0.0356	0.0017	-0.0089	25.2518	8.8900	5.2928	-0.6214	0.7834	-0.0153	0.0035
0.02	-0.1415	-9.9702	-2.1459	-0.0345	-0.0035	-0.0091	25.2944	8.8007	5.2155	-0.6212	0.7835	-0.0152	0.0035
0.03	-0.1339	-9.9928	-2.1574	-0.0332	-0.0111	-0.0130	25.1975	8.9346	5.0945	-0.6211	0.7836	-0.0152	0.0034
0.04	-0.1363	-9.9962	-2.1652	-0.0343	-0.0084	-0.0138	25.1662	8.8458	4.9528	-0.6209	0.7836	-0.0151	0.0034
0.05	-0.1427	-9.9868	-2.1678	-0.0329	-0.0082	-0.0154	25.2888	8.7340	5.1069	-0.6208	0.7838	-0.0150	0.0033
0.06	-0.1376	-9.9796	-2.1711	-0.0281	-0.0077	-0.0128	25.0950	8.6094	5.1775	-0.6207	0.7839	-0.0149	0.0033
0.07	-0.1369	-9.9847	-2.1685	-0.0292	-0.0085	-0.0219	25.0845	8.8355	5.1409	-0.6206	0.7840	-0.0148	0.0032
0.08	-0.1255	-9.9902	-2.1721	-0.0227	-0.0138	-0.0193	25.0936	8.8368	5.1703	-0.6204	0.7841	-0.0147	0.0032
0.09	-0.1290	-9.9986	-2.1851	-0.0174	-0.0190	-0.0166	25.0683	8.7459	5.1355	-0.6204	0.7842	-0.0146	0.0031
0.1	-0.1080	-9.9875	-2.1913	-0.0173	-0.0184	-0.0177	25.1253	8.5220	5.2223	-0.6203	0.7842	-0.0145	0.0030
0.11	-0.1010	-9.9898	-2.1777	-0.0116	-0.0142	-0.0247	25.2831	8.5505	5.2984	-0.6202	0.7842	-0.0143	0.0030
0.12	-0.1010	-9.9955	-2.2037	-0.0211	-0.0153	-0.0214	25.1478	8.6943	5.0028	-0.6202	0.7844	-0.0142	0.0030
0.13	-0.0835	-10.0018	-2.1900	-0.0101	-0.0138	-0.0264	25.3658	8.6610	4.9921	-0.6201	0.7844	-0.0141	0.0029
0.14	-0.0769	-10.0169	-2.1892	-0.0120	-0.0156	-0.0247	25.2808	8.6206	5.1786	-0.6201	0.7845	-0.0139	0.0029
0.15	-0.0682	-10.0061	-2.1908	-0.0064	-0.0127	-0.0199	25.2549	8.5300	5.0771	-0.6200	0.7844	-0.0138	0.0028
0.16	-0.0759	-10.0119	-2.1759	-0.0089	-0.0091	-0.0216	25.2628	8.7704	4.9203	-0.6200	0.7845	-0.0137	0.0028
0.17	-0.0990	-10.0080	-2.1972	0.0034	-0.0103	-0.0254	25.2904	8.6377	5.0676	-0.6200	0.7845	-0.0136	0.0028
0.18	-0.0894	-9.9887	-2.1849	0.0192	-0.0185	-0.0218	25.1670	8.5548	5.0502	-0.6200	0.7844	-0.0135	0.0027
0.19	-0.0620	-9.9939	-2.1611	0.0179	-0.0202	-0.0285	25.1988	8.6751	5.1172	-0.6201	0.7845	-0.0133	0.0027
0.2	-0.0462	-9.9849	-2.1694	0.0139	-0.0051	-0.0258	25.1129	8.6984	5.0877	-0.6201	0.7844	-0.0132	0.0027
0.21	-0.0717	-9.9657	-2.1650	0.0096	0.0036	-0.0262	25.1431	8.7653	4.9232	-0.6202	0.7844	-0.0131	0.0027
0.22	-0.0906	-9.9558	-2.1675	0.0075	-0.0042	-0.0260	25.1983	8.8393	5.0742	-0.6201	0.7843	-0.0130	0.0027
0.23	-0.1066	-9.9471	-2.1715	0.0133	0.0009	-0.0244	25.1662	8.8438	5.0942	-0.6202	0.7843	-0.0129	0.0028
0.24	-0.1135	-9.9513	-2.1628	0.0028	-0.0053	-0.0288	25.1780	8.8557	5.1459	-0.6202	0.7843	-0.0128	0.0028
0.25	-0.0973	-9.9580	-2.1768	-0.0004	-0.0093	-0.0334	25.1925	8.7637	5.2631	-0.6202	0.7843	-0.0126	0.0028
0.26	-0.0772	-9.9692	-2.1646	-0.0014	-0.0174	-0.0341	25.0568	8.7562	5.1189	-0.6202	0.7844	-0.0124	0.0028
0.27	-0.0710	-9.9795	-2.1714	-0.0003	-0.0143	-0.0338	25.1401	8.7367	4.9751	-0.6202	0.7843	-0.0123	0.0028
0.28	-0.0686	-9.9840	-2.1721	-0.0046	-0.0201	-0.0329	25.3496	8.8016	5.0929	-0.6202	0.7844	-0.0121	0.0027
0.29	-0.0597	-9.9768	-2.1646	-0.0034	-0.0204	-0.0317	25.0310	8.5505	5.0811	-0.6201	0.7843	-0.0119	0.0027
0.3	-0.0389	-9.9613	-2.1722	0.0045	-0.0212	-0.0246	25.1310	8.6087	5.0247	-0.6202	0.7844	-0.0117	0.0026
0.31	-0.0230	-9.9514	-2.1552	-0.0005	-0.0202	-0.0229	25.3247	8.8154	5.1889	-0.6201	0.7844	-0.0116	0.0026
0.32	-0.0204	-9.9632	-2.1640	0.0010	-0.0216	-0.0226	25.1682	8.7111	4.9279	-0.6201	0.7844	-0.0114	0.0025
0.33	-0.0155	-9.9598	-2.1730	0.0061	-0.0266	-0.0185	25.2609	8.7889	4.7738	-0.6201	0.7844	-0.0113	0.0024
0.34	0.0073	-9.9526	-2.1589	0.0074	-0.0202	-0.0150	25.1626	8.6940	5.1435	-0.6202	0.7844	-0.0112	0.0023
0.35	0.0050	-9.9612	-2.1615	0.0015	-0.0138	-0.0165	25.1621	8.8912	4.8383	-0.6202	0.7844	-0.0111	0.0023
0.36	0.0060	-9.9636	-2.1657	-0.0014	-0.0160	-0.0120	25.2017	8.9388	4.9489	-0.6201	0.7843	-0.0110	0.0022
0.37	0.0131	-9.9633	-2.1549	-0.0003	-0.0087	-0.0088	25.2254	8.9461	5.3292	-0.6202	0.7845	-0.0109	0.0021
0.38	0.0010	-9.9589	-2.1624	0.0010	0.0008	-0.0156	25.7105	9.0312	5.4430	-0.6201	0.7844	-0.0109	0.0021
0.39	-0.0065	-9.9547	-2.1680	0.0059	0.0082	-0.0145	25.7493	8.9679	5.1513	-0.6202	0.7845	-0.0108	0.0021
0.4	-0.0102	-9.9499	-2.1601	-0.0013	0.0105	-0.0177	25.1596	8.7961	4.8943	-0.6201	0.7844	-0.0108	0.0021
0.41	-0.0129	-9.9596	-2.1649	-0.0058	0.0101	-0.0152	25.1434	8.6866	5.0539	-0.6201	0.7845	-0.0108	0.0022
0.42	-0.0245	-9.9763	-2.1685	-0.0062	0.0110	-0.0192	24.8419	8.8944	5.0319	-0.6201	0.7845	-0.0108	0.0022
0.43	-0.0307	-9.9814	-2.1673	0.0043	0.0177	-0.0169	25.1641	8.7341	4.8674	-0.6200	0.7844	-0.0107	0.0023
0.44	-0.0301	-9.9836	-2.1711	0.0071	0.0146	-0.0225	25.0060	8.8906	4.9969	-0.6201	0.7845	-0.0107	0.0024
0.45	-0.0375	-9.9676	-2.1808	0.0008	0.0134	-0.0216	25.0841	8.7828	5.1131	-0.6201	0.7845	-0.0107	0.0024
0.46	-0.0427	-9.9661	-2.1766	0.0036	0.0150	-0.0098	25.1550	8.8112	4.9995	-0.6201	0.7845	-0.0107	0.0025
0.47	-0.0410	-9.9593	-2.1758	0.0045	0.0072	-0.0152	25.1035	8.9042	5.3149	-0.6200	0.7844	-0.0107	0.0025
0.48	-0.0509	-9.9566	-2.1754	0.0077	0.0088	-0.0110	25.1652	8.4654	5.1654	-0.6201	0.7845	-0.0106	0.0025
0.49	-0.0542	-9.9568	-2.1837	-0.0002	0.0095	-0.0148	25.2183	8.4090	5.1329	-0.6201	0.7844	-0.0106	0.0025
0.5	-0.0533	-9.9574	-2.1701	-0.0033	0.0063	-0.0109	25.2207	8.3929	5.0520	-0.6201	0.7845	-0.0106	0.0025
0.51	-0.0665	-9.9664	-2.1706	-0.0008	0.0122	-0.0104	25.2004	8.6169	4.7582	-0.6201	0.7845	-0.0106	0.0025
0.52	-0.0702	-9.9770	-2.1801	0.0020	0.0059	-0.0079	24.9949	8.8219	5.0640	-0.6200	0.7845	-0.0106	0.0025
0.53	-0.0647	-9.9825	-2.1725	0.0058	-0.0003	-0.0083	25.2704	8.6791	4.8924	-0.6201	0.7845	-0.0106	0.0025
0.54	-0.0571	-9.9826	-2.1781	0.0026	0.0001	-0.0082	25.0318	8.6833	4.8578	-0.6200	0.7844	-0.0106	0.0025
0.55	-0.0589	-9.9924	-2.1895	0.0061	-0.0034	-0.0087	24.9182	8.6611	5.1655	-0.6201	0.7845	-0.0105	0.0024
0.56	-0.0575	-9.9870	-2.1882	0.0117	0.0002	-0.0080	25.1473	8.5430	5.0794	-0.6201	0.7844	-0.0105	0.0024
0.57	-0.0526	-9.9755	-2.1786	0.0188	0.0013	-0.0103	25.0380	8.4361	4.9339	-0.6202	0.7844	-0.0105	0.0024
0.58	-0.0518	-9.9638	-2.1739	0.0172	0.0064	-0.0103	25.0525	8.8247	5.0971	-0.6202	0.7843	-0.0105	0.0024
0.59	-0.0486	-9.9577	-2.1713	0.0172	0.0024	-0.0110	25.1259	8.8170	5.2050	-0.6203	0.7843	-0.0104	0.0024
0.6	-0.0519	-9.9576	-2.1721	0.0139	0.0025	-0.0084	25.1723	8.7820	5.0620	-0.6203	0.7843	-0.0104	0.0023
0.61	-0.0571	-9.9534	-2.1842	0.0167	0.0115	-0.0104	24.9341	8.9607	4.8396	-0.6203	0.7842	-0.0104	0.0024
0.62	-0.0468	-9.9723	-2.1636	0.0133	-0.0020	-0.0155	24.9826	8.9318	5.0237	-0.6205	0.7842	-0.0104	0.0023
0.63	-0.0482	-9.9973	-2.1766	0.0187	0.0018	-0.0147	25.1755	8.9371	4.7499	-0.6205	0.7841	-0.0103	0.0023
0.64	-0.0542	-9.9954	-2.1812	0.0162	0.0039	-0.0101	25.1305	8.9494	4.9456	-0.6206	0.7842	-0.0103	0.0023
0.65	-0.0480	-9.9819	-2.1826	0.0162	-0.0035	-0.0155	24.9569	8.8508	4.9881	-0.6206	0.7840	-0.0102	0.0023
0.66	-0.0564	-9.9983	-2.1742	0.0172	0.0053	-0.0142	24.8219	8.7263	4.9768	-0.6207	0.7840	-0.0102	0.0023
0.67	-0.0544	-10.0196	-2.1753	0.0100	-0.0028	-0.0140	25.0986	8.6246	4.9447	-0.6207	0.7840	-0.0101	0.0023
0.68	-0.0625	-10.0093	-2.1870	0.0133	0.0014	-0.0106	25.1965	8.5080	4.7975	-0.6207	0.7839	-0.0101	0.0023
0.69	-0.0473	-10.0277	-2.1778	0.0191	-0.0001	-0.0118	25.2534	8.3782	4.7023	-0.6208	0.7840	-0.0101	0.0022
0.7	-0.0385	-10.0752	-2.1915	0.0167	-0.0003	-0.0136	25.1391	8.7471	4.8724	-0.6208	0.7839	-0.0100	0.0022
0.71	-0.0566	-10.1155	-2.2168	0.0177	-0.0037	-0.0048	25.2028	8.7000	5.1090	-0.6209	0.7839	-0.0100	0.0022
0.72	-0.0680	-10.1634	-2.2414	0.0262	-0.0053	-0.0047	25.1359	8.6659	4.9757	-0.6209	0.7837	-0.0100	0.0021
