name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	101.679	34.800	41.044	115.041	18.894	20.903	-18.894	0.384	3	0
Fp2	102.420	-32.215	41.697	115.179	-17.460	21.224	17.460	0.382	1	1
F7	48.656	77.367	31.777	96.761	57.834	19.172	-57.834	0.393	5	2
F3	65.969	57.995	85.785	122.777	41.320	44.323	-41.320	0.254	0	0
Fz	75.324	1.570	116.180	138.470	1.194	57.038	-1.194	0.183	7	0
F4	68.305	-54.125	92.920	127.394	-38.394	46.835	38.394	0.240	4	0
F8	54.053	-75.812	32.916	98.756	-54.512	19.470	54.512	0.392	3	1
FC5	30.080	82.353	67.382	110.576	69.935	37.544	-69.935	0.291	6	1
FC1	35.862	42.096	126.099	137.692	49.572	66.320	-49.572	0.132	15	11
FC2	37.834	-38.301	128.504	139.325	-45.352	67.269	45.352	0.126	4	0
FC6	32.580	-84.466	69.210	113.956	-68.908	37.398	68.908	0.292	9	1
T7	-8.244	88.453	41.169	97.912	95.324	24.864	-95.324	0.362	3	1
C3	-2.925	74.298	108.838	131.812	92.254	55.660	-92.254	0.191	4	0
Cz	-0.499	3.507	150.637	150.679	98.096	88.653	-98.096	0.007	3	1
C4	-1.998	-73.352	113.021	134.753	-91.560	57.006	91.560	0.183	5	0
T8	-4.387	-88.771	37.210	96.354	-92.829	22.717	92.829	0.374	4	1
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	23	5
CP5	-42.149	82.441	71.610	117.051	117.079	37.718	-117.079	0.290	9	2
CP1	-47.557	42.334	134.082	148.431	138.325	64.599	-138.325	0.141	16	2
CP2	-44.161	-36.355	139.004	150.313	-140.537	67.633	140.537	0.124	8	3
CP6	-36.127	-83.735	78.795	120.521	-113.338	40.827	113.338	0.273	13	3
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	4
P7	-70.165	74.305	38.302	109.139	133.359	20.545	-133.359	0.386	3	0
P3	-79.897	57.338	95.330	136.963	144.335	44.109	-144.335	0.255	12	6
Pz	-83.749	0.905	119.217	145.696	179.381	54.911	-179.381	0.195	16	3
P4	-72.027	-57.204	101.408	136.908	-141.543	47.791	141.543	0.234	10	1
P8	-64.485	-73.990	43.303	107.275	-131.073	23.807	131.073	0.368	15	4
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10	3
O1	-106.889	29.329	38.902	117.468	164.656	19.340	-164.656	0.393	12	2
Oz	-111.110	-4.639	40.767	118.444	-177.609	20.132	177.609	0.388	13	6
O2	-105.940	-32.009	45.271	119.571	-163.188	22.248	163.188	0.376	14	2
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	6
AF7	76.463	63.797	32.628	104.792	39.840	18.141	-39.840	0.399	0	0
AF3	90.558	41.251	69.919	121.619	24.491	35.093	-24.491	0.305	0	0
AF4	92.473	-38.166	72.729	123.683	-22.427	36.017	22.427	0.300	3	2
AF8	81.272	-61.827	32.929	107.294	-37.262	17.873	37.262	0.401	1	0
F5	61.936	70.218	57.021	109.627	48.586	31.342	-48.586	0.326	0	0
F1	70.641	34.017	108.371	133.759	25.713	54.115	-25.713	0.199	18	6
F2	72.271	-30.285	111.304	136.121	-22.736	54.854	22.736	0.195	3	0
F6	65.586	-69.844	64.269	115.370	-46.801	33.853	46.801	0.312	5	3
AFz	103.586	2.394	79.243	130.442	1.324	37.409	-1.324	0.292	5	2
FT7	19.613	84.668	36.210	94.151	76.958	22.618	-76.958	0.374	4	2
FC3	32.479	68.729	100.331	125.877	64.706	52.850	-64.706	0.206	15	2
FC4	36.142	-66.774	104.168	128.903	-61.575	53.912	61.575	0.200	10	1
FT8	24.137	-85.291	33.437	94.737	-74.199	20.668	74.199	0.385	5	1
FCz	40.687	0.547	137.209	143.116	0.770	73.482	-0.770	0.092	1	0
C5	-7.448	86.546	71.206	112.321	94.918	39.342	-94.918	0.281	6	2
C1	-2.237	44.884	137.490	144.648	92.853	71.900	-92.853	0.101	18	2
C2	-0.038	-39.310	141.131	146.503	-90.055	74.436	90.055	0.086	10	4
C6	-2.197	-89.550	71.294	114.485	-91.406	38.516	91.406	0.286	12	3
TP7	-42.841	84.162	41.602	103.195	116.978	23.774	-116.978	0.368	8	3
CP3	-42.692	70.402	108.753	136.405	121.233	52.871	-121.233	0.206	11	1
CPz	-47.429	2.459	144.663	152.259	177.032	71.825	-177.032	0.101	7	0
CP4	-40.705	-67.762	112.165	137.221	-120.993	54.826	120.993	0.195	13	1
TP8	-37.376	-84.829	44.635	102.885	-113.779	25.711	113.779	0.357	8	3
P5	-76.497	70.327	65.770	122.977	137.406	32.331	-137.406	0.320	4	0
P1	-80.701	33.742	114.043	143.725	157.309	52.512	-157.309	0.208	18	3
P2	-78.064	-31.422	117.865	144.822	-158.074	54.475	158.074	0.197	17	3
P6	-66.950	-71.470	73.882	122.673	-133.130	37.032	133.130	0.294	14	2
PO7	-95.446	52.569	41.532	116.612	151.155	20.865	-151.155	0.384	19	6
PO3	-102.937	35.919	76.756	133.333	160.764	35.147	-160.764	0.305	18	3
POz	-105.710	-3.701	84.826	135.587	-177.995	38.728	177.995	0.285	18	2
PO4	-96.950	-39.683	83.210	133.783	-157.740	38.461	157.740	0.286	13	3
PO8	-91.808	-53.436	44.727	115.259	-149.799	22.834	149.799	0.373	18	4
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	8
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	28	15
LPA	0.000	87.393	0.000	87.393	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-84.628	0.000	84.628	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	107.390	-0.000	0.000	107.390	-0.000	0.000	0.000	0.500	n/a	n/a
