onset	duration	trial_type
0	20.2	x0
20.2	4.2	x8
24.4	5.34	x81
29.74	2.5	x5
32.24	2.86	x81
35.1	2.48	x5
37.58	2.88	x81
40.46	4.24	x5
44.7	1.48	x0
46.18	4.18	x8
50.36	2.46	x5
52.82	2.86	x81
55.68	2.5	x5
58.18	5.32	x81
63.5	1.76	x5
65.26	1.86	x0
67.12	4.18	x8
71.3	4.22	x5
75.52	1.56	x0
77.08	4.22	x8
81.3	7.86	x81
89.16	1.7	x5
90.86	95.86	x0
186.72	4.18	x8
190.9	5.32	x81
196.22	2.54	x5
198.76	2.84	x81
201.6	4.24	x5
205.84	45.22	x0
251.06	4.22	x8
255.28	4.2	x5
259.48	19.3	x0
278.78	4.22	x8
283	2.5	x81
285.5	1.7	x5
287.2	1.7	x0
288.9	4.16	x8
293.06	4.24	x5
297.3	77.86	x0
