name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	107.862	37.541	47.739	123.784	19.190	22.685	-19.190	0.374	3	4
Fp2	103.237	-35.821	43.734	117.702	-19.136	21.812	19.136	0.379	1	2
F7	58.162	78.784	55.548	112.585	53.564	29.564	-53.564	0.336	4	6
F3	75.065	58.595	102.137	139.643	37.975	47.005	-37.975	0.239	5	0
Fz	84.251	2.050	124.145	150.048	1.394	55.829	-1.394	0.190	0	0
F4	72.634	-52.518	101.128	135.132	-35.869	48.449	35.869	0.231	2	1
F8	48.148	-72.759	53.314	102.247	-56.506	31.428	56.506	0.325	1	1
FC5	39.667	85.119	93.065	132.211	65.014	44.742	-65.014	0.251	0	0
FC1	53.350	38.731	140.039	154.781	35.979	64.790	-35.979	0.140	0	0
FC2	48.297	-31.820	138.328	149.932	-33.379	67.309	33.379	0.126	3	1
FC6	30.906	-77.978	89.102	122.372	-68.380	46.729	68.380	0.240	2	0
T7	-3.404	96.069	67.012	117.181	92.029	34.881	-92.029	0.306	5	3
C3	12.795	70.255	134.776	152.525	79.678	62.083	-79.678	0.155	0	0
Cz	18.332	1.677	162.173	163.214	5.227	83.524	-5.227	0.036	6	1
C4	5.299	-65.296	132.019	147.379	-85.360	63.608	85.360	0.147	4	0
T8	-9.086	-84.868	63.828	106.579	-96.111	36.790	96.111	0.296	2	1
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	8
CP5	-28.687	88.651	106.380	141.417	107.931	48.785	-107.931	0.229	5	1
CP1	-20.429	42.629	161.078	167.871	115.605	73.645	-115.605	0.091	6	1
CP2	-25.100	-30.613	160.702	165.506	-129.349	76.161	129.349	0.077	0	0
CP6	-40.081	-75.416	106.033	136.151	-117.989	51.150	117.989	0.216	0	0
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	36	14
P7	-66.118	84.227	82.457	135.148	128.132	37.598	-128.132	0.291	2	1
P3	-62.591	61.934	133.917	160.272	135.303	56.674	-135.303	0.185	0	0
Pz	-63.234	5.493	155.897	168.323	175.036	67.847	-175.036	0.123	0	0
P4	-64.735	-46.759	134.940	156.799	-144.159	59.383	144.159	0.170	1	2
P8	-72.565	-67.605	81.248	128.209	-137.027	39.325	137.027	0.282	0	3
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	11
O1	-108.785	37.379	97.663	150.895	161.037	40.333	-161.037	0.276	1	1
Oz	-111.961	9.712	101.171	151.212	175.042	41.995	-175.042	0.267	0	1
O2	-108.574	-18.760	97.276	146.979	-170.197	41.440	170.197	0.270	0	0
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	8
AF7	86.158	61.502	49.938	117.045	35.520	25.256	-35.520	0.360	2	4
AF3	100.501	41.013	82.633	136.421	22.200	37.281	-22.200	0.293	6	2
AF4	97.354	-38.555	80.875	132.306	-21.605	37.681	21.605	0.291	5	1
AF8	78.907	-58.751	46.630	108.868	-36.670	25.360	36.670	0.359	1	2
F5	70.976	71.629	79.241	128.247	45.262	38.161	-45.262	0.288	4	9
F1	81.665	35.643	117.724	147.643	23.579	52.878	-23.579	0.206	3	1
F2	78.846	-29.769	118.177	145.151	-20.684	54.505	20.684	0.197	3	1
F6	62.251	-67.323	76.834	119.629	-47.242	39.961	47.242	0.278	1	1
AFz	107.043	2.410	90.965	140.494	1.290	40.350	-1.290	0.276	14	4
FT7	28.286	90.518	61.006	112.762	72.646	32.753	-72.646	0.318	1	1
FC3	46.233	68.324	119.416	145.141	55.915	55.362	-55.915	0.192	0	0
FC4	38.144	-63.212	119.213	140.223	-58.892	58.230	58.892	0.176	3	0
FT8	18.685	-82.560	59.438	103.432	-77.247	35.075	77.247	0.305	1	1
FCz	50.336	1.187	146.224	154.650	1.351	70.999	-1.351	0.106	4	1
C5	5.998	90.836	101.003	135.973	86.222	47.972	-86.222	0.233	0	1
C1	17.712	42.716	154.834	161.592	67.479	73.371	-67.479	0.092	0	0
C2	13.734	-33.389	155.225	159.368	-67.641	76.906	67.641	0.073	12	0
C6	-6.181	-81.865	96.859	126.971	-94.318	49.715	94.318	0.224	0	0
TP7	-35.838	93.767	76.649	126.300	110.917	37.364	-110.917	0.292	12	7
CP3	-23.124	72.138	138.847	158.167	107.773	61.384	-107.773	0.159	0	0
CPz	-23.609	4.345	167.832	169.540	169.573	81.860	-169.573	0.045	0	1
CP4	-29.531	-60.315	139.197	154.550	-116.087	64.245	116.087	0.143	4	7
TP8	-43.101	-79.369	73.115	116.203	-118.504	38.992	118.504	0.283	8	1
P5	-61.883	76.514	109.770	147.423	128.965	48.124	-128.965	0.233	3	4
P1	-56.108	40.241	153.971	168.744	144.352	65.847	-144.352	0.134	1	0
P2	-62.127	-22.106	152.422	166.075	-160.414	66.605	160.414	0.130	0	0
P6	-67.153	-60.557	112.503	144.339	-137.956	51.209	137.956	0.216	2	1
PO7	-91.410	64.562	88.574	142.722	144.767	38.360	-144.767	0.287	3	2
PO3	-90.437	45.288	124.272	160.230	153.399	50.859	-153.399	0.217	6	0
POz	-90.084	7.709	133.565	161.289	175.109	55.905	-175.109	0.189	1	26
PO4	-92.172	-25.809	122.593	155.534	-164.357	52.018	164.357	0.211	0	0
PO8	-94.004	-48.124	89.063	138.148	-152.890	40.142	152.890	0.277	9	8
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21	14
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	10
LPA	0.000	83.969	0.000	83.969	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-72.858	0.000	72.858	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	97.236	-0.000	0.000	97.236	-0.000	0.000	0.000	0.500	n/a	n/a
