name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	102.064	39.530	34.082	114.635	21.172	17.296	-21.172	0.404	5	7
Fp2	101.475	-33.985	43.509	115.521	-18.516	22.125	18.516	0.377	11	14
F7	51.882	82.535	32.053	102.622	57.846	18.200	-57.846	0.399	19	8
F3	64.862	60.428	87.671	124.679	42.973	44.682	-42.973	0.252	20	14
Fz	75.135	3.761	114.422	136.938	2.866	56.676	-2.866	0.185	11	9
F4	64.478	-54.821	90.526	123.926	-40.372	46.927	40.372	0.239	26	11
F8	49.373	-81.125	35.185	101.277	-58.675	20.329	58.675	0.387	28	4
FC5	28.684	89.312	66.110	114.761	72.195	35.174	-72.195	0.305	12	14
FC1	35.548	41.339	127.869	139.007	49.307	66.908	-49.307	0.128	45	3
FC2	36.400	-33.576	129.458	138.607	-42.689	69.067	42.689	0.116	16	6
FC6	28.916	-85.811	72.020	115.700	-71.377	38.497	71.377	0.286	25	10
T7	-9.165	97.062	30.171	102.055	95.394	17.196	-95.394	0.404	27	12
C3	-4.856	76.373	110.111	134.092	93.638	55.201	-93.638	0.193	28	11
Cz	-3.590	3.397	145.530	145.614	136.581	88.055	-136.581	0.011	24	8
C4	-5.855	-71.136	112.627	133.339	-94.705	57.636	94.705	0.180	41	5
T8	-9.497	-94.760	36.842	102.112	-95.723	21.149	95.723	0.383	11	10
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	7
CP5	-44.008	93.546	68.198	123.849	115.194	33.412	-115.194	0.314	24	8
CP1	-46.038	41.460	135.020	148.555	137.995	65.352	-137.995	0.137	15	9
CP2	-44.611	-33.308	137.496	148.340	-143.254	67.956	143.254	0.122	8	14
CP6	-44.149	-86.585	73.913	122.103	-117.017	37.253	117.017	0.293	17	11
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26	13
P7	-74.389	82.852	32.622	116.027	131.919	16.329	-131.919	0.409	24	8
P3	-85.645	62.191	95.647	142.657	144.014	42.103	-144.014	0.266	39	11
Pz	-84.612	3.235	121.069	147.740	177.811	55.032	-177.811	0.194	2	5
P4	-81.398	-56.715	95.902	137.983	-145.133	44.029	145.133	0.255	40	10
P8	-70.736	-79.287	39.725	113.438	-131.738	20.499	131.738	0.386	31	12
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	23	9
O1	-117.908	33.328	46.100	130.913	164.216	20.618	-164.216	0.385	16	10
Oz	-121.342	3.234	48.885	130.859	178.474	21.936	-178.474	0.378	50	8
O2	-115.270	-29.762	46.484	127.804	-165.523	21.328	165.523	0.382	10	10
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	23	10
AF7	78.769	68.202	32.710	109.206	40.887	17.429	-40.887	0.403	4	1
AF3	92.085	40.141	72.027	123.608	23.553	35.641	-23.553	0.302	1	21
AF4	92.889	-35.839	72.761	123.317	-21.098	36.159	21.098	0.299	15	4
AF8	78.936	-63.345	38.525	108.294	-38.747	20.839	38.747	0.384	3	16
F5	60.140	76.359	60.240	114.352	51.776	31.789	-51.776	0.323	35	8
F1	69.239	37.388	107.984	133.613	28.369	53.919	-28.369	0.200	15	7
F2	70.416	-30.693	109.613	133.849	-23.551	54.978	23.551	0.195	47	6
F6	60.702	-72.928	62.217	113.464	-50.227	33.253	50.227	0.315	40	6
AFz	97.731	3.347	82.393	127.872	1.961	40.117	-1.961	0.277	2	7
FT7	22.929	92.697	31.954	100.695	76.107	18.502	-76.107	0.397	36	9
FC3	32.237	71.705	101.600	128.466	65.792	52.267	-65.792	0.210	22	13
FC4	31.927	-66.431	105.465	128.667	-64.331	55.052	64.331	0.194	20	12
FT8	22.838	-90.275	37.735	100.474	-75.803	22.059	75.803	0.377	8	7
FCz	38.428	2.366	136.581	141.904	3.523	74.257	-3.523	0.087	23	9
C5	-7.497	95.966	68.687	118.252	94.467	35.510	-94.467	0.303	24	9
C1	-3.786	41.682	137.289	143.527	95.190	73.046	-95.190	0.094	22	15
C2	-3.971	-32.787	138.218	142.109	-96.906	76.562	96.906	0.075	16	12
C6	-8.510	-91.391	74.668	118.322	-95.320	39.128	95.320	0.283	14	11
TP7	-43.985	94.152	32.164	108.783	115.041	17.198	-115.041	0.404	23	14
CP3	-44.813	76.932	108.351	140.238	120.221	50.590	-120.221	0.219	23	10
CPz	-48.137	5.725	141.775	149.834	173.218	71.123	-173.218	0.105	6	13
CP4	-46.207	-67.774	111.100	138.100	-124.285	53.561	124.285	0.202	15	6
TP8	-46.619	-89.631	37.571	107.790	-117.480	20.399	117.480	0.387	17	5
P5	-78.884	79.633	65.356	129.751	134.729	30.245	-134.729	0.332	29	7
P1	-84.071	37.393	114.921	147.217	156.022	51.317	-156.022	0.215	5	7
P2	-80.611	-28.161	118.453	146.022	-160.743	54.213	160.743	0.199	8	13
P6	-76.245	-72.536	67.917	125.249	-136.428	32.837	136.428	0.318	32	11
PO7	-100.131	63.083	39.100	124.637	147.789	18.283	-147.789	0.398	25	14
PO3	-109.203	37.825	76.803	138.761	160.895	33.607	-160.895	0.313	38	12
POz	-109.275	2.770	86.851	139.613	178.548	38.468	-178.548	0.286	14	15
PO4	-105.321	-33.949	82.456	138.000	-162.134	36.691	162.134	0.296	50	10
PO8	-97.492	-58.648	43.817	121.919	-148.971	21.063	148.971	0.383	26	5
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	17
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	23	20
LPA	0.000	94.645	0.000	94.645	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-92.919	0.000	92.919	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	105.420	-0.000	0.000	105.420	-0.000	0.000	0.000	0.500	n/a	n/a
