onset	duration	trial_type
0	19.44	x0
19.44	4.14	x8
23.58	4.22	x5
27.8	9.98	x0
37.78	4.2	x8
41.98	4.22	x5
46.2	7.4	x0
53.6	4.2	x8
57.8	2.48	x5
60.28	67.18	x81
127.46	4.24	x5
131.7	5.78	x0
137.48	4.18	x8
141.66	21.42	x81
163.08	4.2	x5
167.28	18.02	x0
185.3	4.22	x8
189.52	4.2	x5
193.72	10.04	x0
203.76	4.2	x8
207.96	4.22	x5
212.18	7	x0
219.18	4.22	x8
223.4	16.02	x81
239.42	4.24	x5
243.66	5.06	x0
248.72	4.18	x8
252.9	4.22	x5
257.12	25.48	x0
282.6	4.22	x8
286.82	10.74	x81
297.56	4.2	x5
301.76	5.32	x0
307.08	4.22	x8
311.3	7.82	x81
319.12	1.74	x5
320.86	18.72	x0
339.58	4.16	x8
343.74	13.2	x81
356.94	1.74	x5
358.68	11.52	x0
370.2	4.2	x8
374.4	0.76	x81
