name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	105.096	29.008	38.772	115.714	15.430	19.576	-15.430	0.391	3	5
Fp2	105.152	-39.863	37.664	118.594	-20.762	18.517	20.762	0.397	11	10
F7	55.351	76.527	40.626	102.813	54.122	23.275	-54.122	0.371	17	6
F3	75.960	50.535	93.332	130.516	33.635	45.651	-33.635	0.246	0	0
Fz	83.745	-8.345	115.222	142.685	-5.691	53.855	5.691	0.201	2	1
F4	73.016	-62.876	91.778	133.071	-40.733	43.606	40.733	0.258	14	2
F8	55.930	-84.818	34.271	107.222	-56.599	18.640	56.599	0.396	6	3
FC5	38.283	79.028	80.125	118.874	64.153	42.379	-64.153	0.265	0	0
FC1	49.713	33.155	134.719	147.377	33.701	66.080	-33.701	0.133	11	2
FC2	49.196	-44.413	131.978	147.685	-42.075	63.335	42.075	0.148	2	0
FC6	37.649	-90.366	71.468	121.207	-67.382	36.131	67.382	0.299	1	0
T7	-2.604	88.086	53.462	103.074	91.693	31.244	-91.693	0.326	9	4
C3	9.397	65.524	122.472	139.216	81.839	61.609	-81.839	0.158	1	0
Cz	11.481	-7.314	159.472	160.052	-32.498	85.121	32.498	0.027	6	4
C4	9.310	-77.792	117.810	141.484	-83.176	56.375	83.176	0.187	5	2
T8	-1.102	-97.939	40.346	105.929	-90.645	22.388	90.645	0.376	0	0
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	5
CP5	-30.368	77.842	91.382	123.823	111.312	47.562	-111.312	0.236	14	4
CP1	-30.024	29.947	150.853	156.700	135.073	74.299	-135.073	0.087	9	2
CP2	-28.925	-44.850	148.541	157.837	-122.819	70.237	122.819	0.110	14	6
CP6	-27.273	-89.995	89.030	129.496	-106.860	43.433	106.860	0.259	15	8
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	5
P7	-63.174	70.923	66.776	116.103	131.693	35.109	-131.693	0.305	2	2
