name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	97.017	37.263	45.240	113.347	21.011	23.524	-21.011	0.369	16	9
Fp2	95.778	-40.816	45.214	113.507	-23.082	23.475	23.082	0.370	41	21
F7	48.481	79.206	37.074	99.992	58.530	21.763	-58.530	0.379	30	3
F3	54.829	54.324	92.372	120.374	44.735	50.119	-44.735	0.222	37	6
Fz	60.680	-2.299	118.367	133.034	-2.170	62.841	2.170	0.151	26	9
F4	55.298	-60.306	95.709	125.916	-47.480	49.473	47.480	0.225	39	6
F8	43.463	-85.776	37.568	103.237	-63.129	21.340	63.129	0.381	23	9
FC5	21.036	83.955	66.240	108.990	75.934	37.428	-75.934	0.292	119	23
FC1	21.827	36.824	127.160	134.172	59.343	71.395	-59.343	0.103	13	6
FC2	23.086	-38.154	129.437	136.904	-58.823	70.990	58.823	0.106	17	18
FC6	20.939	-92.324	71.391	118.570	-77.222	37.021	77.222	0.294	27	2
T7	-11.807	93.395	28.047	98.228	97.205	16.591	-97.205	0.408	19	5
C3	-15.890	70.475	106.581	128.759	102.706	55.869	-102.706	0.190	13	15
Cz	-17.092	-1.291	140.889	141.927	-175.681	83.064	175.681	0.039	11	2
C4	-16.127	-74.063	111.481	134.809	-102.284	55.787	102.284	0.190	9	18
T8	-13.192	-101.859	33.943	108.173	-97.379	18.288	97.379	0.398	27	4
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	12
CP5	-51.436	87.537	60.915	118.402	120.438	30.962	-120.438	0.328	88	5
CP1	-58.243	38.214	126.896	144.759	146.731	61.235	-146.731	0.160	14	11
CP2	-58.658	-36.490	129.135	146.451	-148.115	61.855	148.115	0.156	24	2
CP6	-51.320	-92.065	69.057	126.011	-119.137	33.232	119.137	0.315	28	1
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	5
P7	-76.918	79.186	21.547	112.477	134.168	11.045	-134.168	0.439	37	3
P3	-93.533	59.330	83.522	138.724	147.612	37.018	-147.612	0.294	37	9
Pz	-96.720	-1.205	107.746	144.795	-179.286	48.084	179.286	0.233	70	4
P4	-91.081	-61.407	85.151	138.986	-146.012	37.782	146.012	0.290	15	8
P8	-73.789	-85.412	29.092	116.561	-130.824	14.453	130.824	0.420	33	11
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	0
O1	-123.182	30.484	27.754	129.898	166.100	12.337	-166.100	0.431	15	13
Oz	-127.357	-1.414	29.392	130.712	-179.364	12.995	179.364	0.428	27	6
O2	-120.114	-37.174	30.560	129.395	-162.803	13.661	162.803	0.424	23	35
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26	7
AF7	75.112	64.782	41.703	107.599	40.777	22.804	-40.777	0.373	20	15
AF3	83.026	35.576	80.285	120.849	23.195	41.631	-23.195	0.269	23	3
AF4	83.658	-41.911	78.795	122.327	-26.610	40.101	26.610	0.277	23	36
AF8	73.078	-68.745	42.730	109.051	-43.250	23.069	43.250	0.372	13	13
F5	54.071	71.697	64.356	110.480	52.977	35.628	-52.977	0.302	47	2
F1	57.642	32.271	111.154	129.303	29.242	59.276	-29.242	0.171	20	19
F2	57.433	-35.163	114.019	132.420	-31.477	59.433	31.477	0.170	7	14
F6	53.096	-78.169	64.913	114.644	-55.814	34.486	55.814	0.308	62	41
AFz	89.665	-2.251	89.412	126.647	-1.438	44.910	1.438	0.251	14	3
FT7	18.679	88.943	32.322	96.460	78.139	19.578	-78.139	0.391	36	10
FC3	22.551	65.678	101.015	122.581	71.050	55.494	-71.050	0.192	24	7
FC4	20.400	-69.905	106.588	129.089	-73.732	55.659	73.732	0.191	13	4
FT8	16.003	-96.631	37.906	105.026	-80.597	21.157	80.597	0.382	34	7
FCz	24.115	-1.383	135.426	137.563	-3.282	79.887	3.282	0.056	21	2
C5	-15.760	90.520	65.065	112.586	99.877	35.304	-99.877	0.304	48	2
C1	-16.730	37.919	130.996	137.396	113.807	72.443	-113.807	0.098	11	7
C2	-15.380	-35.483	135.538	140.948	-113.435	74.075	113.435	0.088	21	1
C6	-14.859	-97.709	74.645	123.854	-98.647	37.063	98.647	0.294	22	25
TP7	-47.681	90.309	26.031	105.389	117.833	14.300	-117.833	0.421	20	4
CP3	-55.843	71.765	100.024	135.179	127.888	47.726	-127.888	0.235	17	40
CPz	-61.558	0.580	133.207	146.744	179.460	65.196	-179.460	0.138	12	4
CP4	-56.135	-71.389	105.412	139.137	-128.179	49.254	128.179	0.226	8	12
TP8	-48.650	-96.228	32.050	112.490	-116.820	16.554	116.820	0.408	25	4
P5	-84.627	74.370	55.075	125.403	138.691	26.052	-138.691	0.355	26	21
P1	-95.049	33.619	104.478	145.190	160.521	46.021	-160.521	0.244	18	39
P2	-92.048	-33.067	107.941	145.662	-160.240	47.820	160.240	0.234	15	8
P6	-82.173	-78.306	60.364	128.562	-136.380	28.004	136.380	0.344	29	24
PO7	-104.758	58.589	27.003	123.028	150.783	12.679	-150.783	0.430	14	1
PO3	-117.920	33.447	62.430	137.555	164.165	26.991	-164.165	0.350	30	9
POz	-118.297	-2.873	72.616	138.837	-178.609	31.536	178.609	0.325	40	8
PO4	-112.613	-39.414	67.494	137.078	-160.710	29.497	160.710	0.336	10	19
PO8	-100.535	-65.315	28.285	123.180	-146.989	13.275	146.989	0.426	50	8
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	10
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	52	34
LPA	0.000	92.591	0.000	92.591	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-98.531	0.000	98.531	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	103.402	-0.000	0.000	103.402	-0.000	0.000	0.000	0.500	n/a	n/a
