name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	113.960	34.382	40.441	125.716	16.789	18.765	-16.789	0.396	12	11
Fp2	109.081	-35.209	37.917	120.731	-17.889	18.304	17.889	0.398	6	4
F7	64.196	78.769	54.706	115.406	50.820	28.296	-50.820	0.343	4	11
F3	87.198	56.019	99.314	143.544	32.718	43.779	-32.718	0.257	2	3
Fz	97.583	1.989	119.601	154.373	1.168	50.783	-1.168	0.218	2	4
F4	84.142	-53.837	95.841	138.433	-32.612	43.814	32.612	0.257	0	0
F8	55.881	-72.096	51.347	104.676	-52.221	29.375	52.221	0.337	1	1
FC5	48.847	83.699	93.072	134.366	59.732	43.843	-59.732	0.256	1	2
FC1	66.621	37.481	139.774	159.311	29.362	61.326	-29.362	0.159	0	0
FC2	60.648	-32.143	137.948	154.081	-27.923	63.546	27.923	0.147	1	4
FC6	39.534	-77.316	87.155	123.031	-62.918	45.105	62.918	0.249	1	1
T7	5.133	95.690	75.329	121.891	86.930	38.171	-86.930	0.288	0	0
C3	26.772	70.330	138.227	157.384	69.160	61.436	-69.160	0.159	1	18
Cz	35.400	3.158	163.858	167.668	5.097	77.762	-5.097	0.068	6	9
C4	19.687	-65.718	133.883	150.436	-73.324	62.869	73.324	0.151	0	1
T8	-0.395	-83.572	64.182	105.374	-90.271	37.523	90.271	0.292	0	0
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	27
CP5	-16.376	90.130	117.172	148.731	100.298	51.982	-100.298	0.211	3	5
CP1	-2.318	40.862	168.403	173.305	93.247	76.340	-93.247	0.076	3	3
CP2	-5.201	-32.887	166.055	169.360	-98.988	78.662	98.988	0.063	0	1
CP6	-24.416	-76.633	110.745	136.869	-107.673	54.011	107.673	0.200	1	1
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	24
P7	-57.452	83.458	97.030	140.288	124.543	43.761	-124.543	0.257	5	6
P3	-49.994	59.860	147.346	166.713	129.868	62.108	-129.868	0.155	0	0
Pz	-45.616	4.320	168.024	174.159	174.590	74.746	-174.590	0.085	3	9
P4	-46.751	-51.462	142.563	158.614	-132.254	64.002	132.254	0.144	0	0
