name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	98.752	35.671	35.426	110.813	19.860	18.645	-19.860	0.396	18	43
Fp2	97.692	-33.319	34.410	108.803	-18.833	18.437	18.833	0.398	1	1
F7	53.175	77.514	35.945	100.638	55.550	20.927	-55.550	0.384	1	11
F3	71.009	57.434	84.202	124.221	38.967	42.675	-38.967	0.263	1	11
Fz	76.566	0.893	108.213	132.564	0.668	54.717	-0.668	0.196	2	9
F4	68.305	-53.383	89.216	124.398	-38.009	45.822	38.009	0.245	4	26
F8	52.950	-74.206	36.865	98.332	-54.490	22.018	54.490	0.378	12	41
FC5	33.425	81.978	70.797	113.357	67.818	38.649	-67.818	0.285	2	10
FC1	45.604	39.429	122.153	136.220	40.847	63.732	-40.847	0.146	4	37
FC2	44.446	-34.104	124.223	136.271	-37.500	65.725	37.500	0.135	2	3
FC6	34.546	-77.988	72.136	111.710	-66.108	40.221	66.108	0.277	3	17
T7	-4.626	91.328	46.890	102.766	92.900	27.148	-92.900	0.349	9	19
C3	9.262	72.320	112.205	133.813	82.702	56.984	-82.702	0.183	11	45
Cz	14.136	2.556	144.304	145.017	10.251	84.315	-10.251	0.032	9	15
C4	10.190	-66.725	115.843	134.073	-81.317	59.772	81.317	0.168	4	36
T8	-3.290	-89.247	44.846	99.935	-92.111	26.663	92.111	0.352	13	43
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	25
CP5	-32.619	83.314	85.353	123.655	111.381	43.650	-111.381	0.257	6	18
CP1	-20.330	38.216	143.212	149.611	118.012	73.182	-118.012	0.093	3	16
CP2	-23.666	-32.585	143.228	148.783	-125.990	74.295	125.990	0.087	3	9
CP6	-26.331	-81.573	90.045	124.321	-107.889	46.411	107.889	0.242	16	47
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	33
P7	-62.270	74.633	58.748	113.574	129.840	31.149	-129.840	0.327	12	27
