name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
P3	-56.884	57.203	114.698	140.227	134.840	54.880	-134.840	0.195	5	34
Pz	-57.814	0.757	135.807	147.603	179.250	66.938	-179.250	0.128	6	24
P4	-57.527	-50.844	115.382	138.591	-138.529	56.360	138.529	0.187	5	8
P8	-59.208	-71.575	61.025	111.142	-129.598	33.303	129.598	0.315	12	17
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	3
O1	-99.706	30.945	73.216	127.512	162.758	35.043	-162.758	0.305	11	20
Oz	-104.336	-3.454	74.386	128.184	-178.104	35.472	178.104	0.303	14	52
O2	-96.647	-32.075	71.585	124.475	-161.640	35.107	161.640	0.305	9	28
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	5
AF7	77.374	62.500	33.257	104.876	38.930	18.488	-38.930	0.397	6	19
AF3	93.377	40.103	67.430	121.960	23.242	33.565	-23.242	0.314	3	19
AF4	91.617	-37.826	69.467	121.038	-22.434	35.025	22.434	0.305	3	16
AF8	78.655	-57.526	34.253	103.291	-36.181	19.367	36.181	0.392	1	26
F5	64.591	70.590	58.421	112.107	47.541	31.407	-47.541	0.326	1	12
F1	75.374	33.656	101.732	131.009	24.061	50.944	-24.061	0.217	3	13
F2	75.584	-27.734	103.115	130.824	-20.150	52.017	20.150	0.211	0	20
F6	65.340	-65.707	62.779	111.928	-45.161	34.117	45.161	0.310	4	26
AFz	98.261	-1.002	75.338	123.823	-0.584	37.476	0.584	0.292	0	0
FT7	24.307	86.691	39.440	98.294	74.337	23.656	-74.337	0.369	4	9
FC3	42.744	65.915	100.571	127.618	57.038	52.005	-57.038	0.211	3	15
FC4	42.169	-61.133	102.934	126.929	-55.402	54.190	55.402	0.199	3	29
FT8	25.883	-83.760	38.719	95.838	-72.828	23.829	72.828	0.368	7	28
FCz	45.954	1.884	130.303	138.182	2.348	70.559	-2.348	0.108	3	5
C5	1.785	87.882	77.796	117.383	88.837	41.511	-88.837	0.269	7	17
C1	14.853	41.534	136.395	143.350	70.323	72.079	-70.323	0.100	5	43
C2	12.843	-34.684	138.410	143.266	-69.681	75.039	69.681	0.083	8	32
C6	5.104	-85.106	80.253	117.088	-86.568	43.268	86.568	0.260	5	25
TP7	-37.770	85.498	55.461	108.685	113.834	30.683	-113.834	0.330	7	20
CP3	-25.468	69.288	118.662	139.751	110.181	58.114	-110.181	0.177	7	38
CPz	-23.306	1.688	149.264	151.082	175.857	81.103	-175.857	0.049	15	49
CP4	-25.153	-62.564	123.194	140.441	-111.902	61.306	111.902	0.159	4	14
TP8	-34.169	-82.496	53.333	104.007	-112.499	30.849	112.499	0.329	25	58
P5	-60.842	69.318	88.504	127.827	131.274	43.818	-131.274	0.257	7	30
P1	-56.962	34.217	132.130	147.898	149.007	63.302	-149.007	0.148	8	29
P2	-57.433	-28.083	131.657	146.358	-153.943	64.099	153.943	0.144	6	35
P6	-58.701	-67.201	89.976	126.718	-131.137	45.239	131.137	0.249	13	47
PO7	-82.339	57.021	69.437	121.871	145.297	34.733	-145.297	0.307	10	30
PO3	-81.496	37.217	104.245	137.454	155.455	49.323	-155.455	0.226	7	33
POz	-86.301	-0.310	110.099	139.892	-179.794	51.909	179.794	0.212	7	35
PO4	-79.300	-37.164	103.411	135.512	-154.890	49.739	154.890	0.224	7	50
PO8	-81.221	-54.516	67.302	118.736	-146.130	34.529	146.130	0.308	24	46
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	33
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	28
LPA	0.000	87.240	0.000	87.240	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-82.438	0.000	82.438	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	99.925	-0.000	0.000	99.925	-0.000	0.000	0.000	0.500	n/a	n/a
