name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	103.268	36.541	56.818	123.401	19.486	27.415	-19.486	0.348	0	0
Fp2	103.174	-32.194	57.395	122.374	-17.330	27.970	17.330	0.345	1	1
F7	51.468	81.624	48.620	108.053	57.766	26.741	-57.766	0.351	1	0
F3	56.926	58.021	99.040	128.124	45.545	50.624	-45.545	0.219	0	1
Fz	61.365	6.565	125.978	140.282	6.106	63.900	-6.106	0.145	1	4
F4	58.007	-50.149	102.734	128.195	-40.845	53.263	40.845	0.204	1	2
F8	51.404	-74.359	48.816	102.736	-55.344	28.370	55.344	0.342	2	1
FC5	24.600	85.009	78.328	118.182	73.861	41.512	-73.861	0.269	1	5
FC1	21.782	40.571	132.247	140.035	61.769	70.802	-61.769	0.107	1	5
FC2	25.061	-30.205	133.362	139.017	-50.317	73.601	50.317	0.091	1	5
FC6	22.354	-78.694	78.574	113.430	-74.142	43.845	74.142	0.256	1	4
T7	-10.563	97.489	42.626	106.924	96.184	23.495	-96.184	0.369	1	2
C3	-14.251	73.818	113.950	136.516	100.927	56.584	-100.927	0.186	0	2
Cz	-14.195	8.445	146.099	147.029	149.250	83.550	-149.250	0.036	2	6
C4	-15.076	-64.429	116.342	133.842	-103.170	60.371	103.170	0.165	0	4
T8	-6.416	-86.864	37.648	94.889	-94.225	23.376	94.225	0.370	0	3
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	6
CP5	-46.498	90.349	74.780	126.163	117.232	36.351	-117.232	0.298	1	5
CP1	-53.410	41.824	132.393	148.761	141.937	62.870	-141.937	0.151	1	3
CP2	-52.487	-28.912	134.919	147.628	-151.152	66.052	151.152	0.133	1	6
CP6	-46.741	-79.338	78.570	121.047	-120.504	40.473	120.504	0.275	1	6
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	13
P7	-76.632	80.618	41.480	118.711	133.548	20.452	-133.548	0.386	1	7
P3	-87.244	59.506	91.742	139.890	145.703	40.982	-145.703	0.272	0	0
Pz	-90.826	7.146	112.197	144.529	175.502	50.923	-175.502	0.217	1	6
P4	-83.951	-49.654	97.298	137.769	-149.397	44.930	149.397	0.250	1	6
P8	-72.227	-72.204	44.356	111.344	-135.009	23.476	135.009	0.370	3	11
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	7
