onset	duration	trial_type
0	15.18	x99
15.18	7.38	x5
22.56	0.28	x8
22.84	0.06	x5
22.9	0.02	x8
22.92	0.02	x5
22.94	2.12	x8
25.06	0.18	x5
25.24	0.02	x8
25.26	0.02	x5
25.28	0.02	x8
25.3	0.14	x5
25.44	0.72	x8
26.16	0.02	x5
26.18	0.02	x8
26.2	0.94	x5
27.14	0.72	x8
27.86	0.36	x5
28.22	8.76	x8
36.98	2.22	x5
39.2	2.8	x8
42	3.32	x5
45.32	0.68	x8
46	28.68	x5
74.68	0.06	x8
74.74	0.32	x5
75.06	0.52	x8
75.58	0.46	x5
76.04	0.02	x8
76.06	1.76	x5
77.82	2	x8
79.82	0.6	x5
80.42	0.1	x8
80.52	0.14	x5
80.66	8.38	x8
89.04	0.06	x5
89.1	0.1	x8
89.2	0.74	x5
89.94	1.2	x8
91.14	0.2	x5
91.34	3.18	x8
94.52	0.14	x5
94.66	0.2	x8
94.86	0.34	x5
95.2	19.62	x8
114.82	1.02	x5
115.84	0.5	x8
116.34	0.02	x5
116.36	0.06	x8
116.42	1.18	x5
117.6	17.72	x8
135.32	0.06	x5
135.38	0.14	x8
135.52	0.26	x5
135.78	1.5	x8
137.28	0.14	x5
137.42	0.02	x8
137.44	1.02	x5
138.46	1.3	x8
139.76	0.66	x5
140.42	0.18	x8
140.6	0.74	x5
141.34	12.2	x8
153.54	2.56	x5
156.1	0.28	x8
156.38	0.02	x5
156.4	0.1	x8
156.5	0.74	x5
157.24	0.02	x8
157.26	12.28	x5
169.54	0.02	x8
169.56	9.3	x5
178.86	0.26	x8
179.12	0.06	x5
179.18	1.94	x8
181.12	1.5	x5
182.62	9.34	x8
191.96	0.92	x5
192.88	1.08	x8
193.96	22.58	x5
216.54	0.62	x8
217.16	2.6	x5
219.76	1.34	x8
221.1	0.24	x5
221.34	16.32	x8
237.66	3.24	x5
240.9	0.02	x8
240.92	0.02	x5
240.94	0.02	x8
240.96	1.8	x5
242.76	0.14	x8
242.9	16.04	x5
258.94	0.02	x8
258.96	1.96	x5
260.92	0.02	x8
260.94	0.44	x5
261.38	1.24	x8
262.62	0.56	x5
263.18	0.1	x8
263.28	0.06	x5
263.34	0.16	x8
263.5	2.88	x5
266.38	1.94	x8
268.32	0.36	x5
268.68	2.68	x8
271.36	0.02	x5
271.38	0.14	x8
271.52	0.38	x5
271.9	3.84	x8
275.74	4.62	x5
280.36	0.02	x8
280.38	0.06	x5
280.44	0.32	x8
280.76	0.22	x5
280.98	0.18	x8
281.16	0.06	x5
281.22	0.18	x8
281.4	0.58	x5
281.98	0.34	x8
282.32	5.88	x5
288.2	2.64	x8
290.84	0.14	x5
290.98	0.06	x8
291.04	1.64	x5
292.68	0.26	x8
292.94	0.02	x5
292.96	0.02	x8
292.98	0.3	x5
293.28	2.74	x8
296.02	1.66	x5
297.68	3.88	x8
301.56	0.36	x5
301.92	0.5	x8
302.42	0.06	x5
302.48	0.02	x8
302.5	0.24	x5
302.74	1.46	x8
304.2	1.4	x5
305.6	10.28	x8
315.88	0.32	x5
316.2	2	x8
318.2	0.58	x5
318.78	1.26	x8
320.04	0.36	x5
320.4	0.18	x8
320.58	0.94	x5
321.52	1.22	x8
322.74	1.38	x5
324.12	15.2	x8
339.32	0.78	x5
340.1	0.6	x8
340.7	0.18	x5
340.88	11.26	x8
352.14	0.18	x5
352.32	0.06	x8
352.38	0.28	x5
352.66	7.78	x8
360.44	0.32	x5
360.76	14.42	x8
