name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	90.126	37.756	37.250	104.574	22.730	20.867	-22.730	0.384	4	9
Fp2	93.715	-30.879	39.533	106.296	-18.237	21.834	18.237	0.379	9	7
F7	43.849	73.786	24.260	89.194	59.278	15.782	-59.278	0.412	21	11
F3	56.986	59.656	76.297	112.372	46.312	42.763	-46.312	0.262	11	3
Fz	67.068	3.184	104.285	124.031	2.718	57.225	-2.718	0.182	20	5
F4	61.546	-50.624	87.332	118.227	-39.438	47.619	39.438	0.235	12	3
F8	48.562	-73.149	34.505	94.338	-56.421	21.454	56.421	0.381	25	12
FC5	24.036	80.637	58.034	102.216	73.402	34.594	-73.402	0.308	30	9
FC1	33.849	40.778	114.859	126.495	50.305	65.231	-50.305	0.138	19	4
FC2	34.727	-32.209	118.641	127.746	-42.845	68.237	42.845	0.121	11	4
FC6	27.818	-79.513	68.766	108.742	-70.717	39.226	70.717	0.282	1	1
T7	-10.239	88.300	29.452	93.644	96.615	18.332	-96.615	0.398	26	15
C3	-1.983	72.866	100.748	124.352	91.559	54.114	-91.559	0.199	22	4
Cz	1.198	2.759	136.591	136.624	66.536	88.739	-66.536	0.007	14	3
C4	-1.571	-66.854	109.591	128.383	-91.346	58.608	91.346	0.174	10	6
T8	-8.776	-90.973	37.012	98.605	-95.510	22.046	95.510	0.378	22	12
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	32	11
CP5	-38.584	84.578	70.087	116.423	114.522	37.013	-114.522	0.294	31	11
CP1	-35.965	41.838	132.347	143.386	130.683	67.370	-130.683	0.126	13	7
CP2	-35.595	-34.357	134.278	143.102	-136.014	69.775	136.014	0.112	2	0
CP6	-37.854	-82.965	81.197	122.103	-114.526	41.681	114.526	0.268	30	15
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	26	10
P7	-66.326	75.240	40.876	108.310	131.397	22.173	-131.397	0.377	36	16
P3	-68.226	59.675	99.334	134.473	138.825	47.620	-138.825	0.235	24	7
Pz	-73.686	2.315	121.924	142.480	178.201	58.840	-178.201	0.173	18	4
P4	-71.002	-53.168	101.606	134.877	-143.173	48.879	143.173	0.228	15	7
P8	-70.494	-70.698	49.123	111.268	-134.917	26.198	134.917	0.354	41	16
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	14	4
O1	-106.378	37.759	54.864	125.507	160.458	25.921	-160.458	0.356	54	29
Oz	-113.510	6.169	57.471	127.380	176.889	26.819	-176.889	0.351	41	14
O2	-108.078	-24.936	57.315	124.850	-167.008	27.327	167.008	0.348	33	11
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	0
AF7	69.425	60.530	28.421	96.392	41.085	17.149	-41.085	0.405	11	12
AF3	79.817	44.740	66.060	112.855	29.272	35.828	-29.272	0.301	17	7
AF4	83.626	-36.514	69.266	114.562	-23.587	37.201	23.587	0.293	7	4
AF8	73.814	-58.059	35.088	100.252	-38.187	20.487	38.187	0.386	14	12
F5	52.194	69.861	49.928	100.487	53.236	29.792	-53.236	0.334	11	3
F1	63.099	36.649	96.110	120.672	30.149	52.793	-30.149	0.207	16	3
F2	66.744	-25.996	99.663	122.732	-21.281	54.295	21.281	0.198	15	6
F6	59.922	-65.358	61.105	107.686	-47.485	34.572	47.485	0.308	19	5
AFz	89.106	2.169	74.104	115.914	1.394	39.740	-1.394	0.279	3	0
FT7	16.999	82.899	25.636	88.422	78.412	16.854	-78.412	0.406	34	14
FC3	29.643	66.393	90.854	116.366	65.940	51.330	-65.940	0.215	18	5
FC4	32.804	-60.900	99.401	121.101	-61.691	55.166	61.691	0.194	22	6
FT8	22.655	-84.968	32.251	93.664	-75.071	20.141	75.071	0.388	13	7
FCz	34.204	2.352	124.853	129.475	3.934	74.645	-3.934	0.085	15	3
C5	-8.195	86.699	64.140	108.157	95.399	36.372	-95.399	0.298	35	14
C1	0.579	42.430	128.173	135.015	89.218	71.682	-89.218	0.102	13	3
C2	0.891	-35.616	130.853	135.616	-88.566	74.769	88.566	0.085	14	3
C6	-4.381	-88.330	73.246	114.832	-92.839	39.632	92.839	0.280	20	11
TP7	-41.668	85.186	36.752	101.704	116.065	21.184	-116.065	0.382	36	16
CP3	-35.860	71.484	105.352	132.268	116.641	52.797	-116.641	0.207	17	3
CPz	-38.057	0.954	138.699	143.829	178.565	74.652	-178.565	0.085	32	12
CP4	-38.682	-63.193	114.140	136.080	-121.472	57.011	121.472	0.183	40	20
TP8	-43.307	-85.000	48.263	106.910	-116.998	26.836	116.998	0.351	46	24
P5	-68.765	71.771	71.833	122.636	133.775	35.855	-133.775	0.301	24	16
P1	-72.248	36.379	117.140	142.355	153.274	55.373	-153.274	0.192	32	11
P2	-71.369	-27.363	119.535	141.883	-159.023	57.404	159.023	0.181	11	6
P6	-69.869	-67.941	77.077	124.252	-135.802	38.340	135.802	0.287	15	7
PO7	-88.314	59.794	49.611	117.626	145.900	24.946	-145.900	0.361	13	7
PO3	-92.622	42.465	85.582	133.066	155.370	40.028	-155.370	0.278	8	10
POz	-98.886	5.179	94.030	136.553	177.002	43.519	-177.002	0.258	32	9
PO4	-94.401	-30.987	87.696	132.523	-161.828	41.433	161.828	0.270	14	9
PO8	-93.403	-51.051	54.419	119.548	-151.340	27.078	151.340	0.350	18	11
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30	5
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	13
LPA	0.000	84.165	0.000	84.165	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-85.998	0.000	85.998	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	95.330	-0.000	0.000	95.330	-0.000	0.000	0.000	0.500	n/a	n/a
