name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	100.373	34.677	37.702	112.689	19.059	19.546	-19.059	0.391	0	1
Fp2	99.790	-36.779	38.136	112.983	-20.232	19.727	20.232	0.390	1	3
F7	46.860	77.806	28.551	95.210	58.941	17.450	-58.941	0.403	0	1
F3	61.998	54.919	85.539	119.066	41.535	45.924	-41.535	0.245	0	5
Fz	71.315	-1.729	111.708	132.543	-1.389	57.438	1.389	0.181	0	7
F4	63.615	-58.050	87.761	122.958	-42.381	45.541	42.381	0.247	0	3
F8	49.182	-79.764	28.864	98.053	-58.342	17.120	58.342	0.405	2	6
FC5	26.594	81.953	65.424	108.184	72.022	37.210	-72.022	0.293	1	7
FC1	30.904	39.251	123.394	133.124	51.785	67.959	-51.785	0.122	0	3
FC2	31.882	-39.209	123.126	133.094	-50.885	67.685	50.885	0.124	0	7
FC6	27.569	-86.076	65.984	111.906	-72.240	36.131	72.240	0.299	0	4
T7	-9.634	88.513	35.988	96.034	96.212	22.008	-96.212	0.378	1	3
C3	-8.551	72.597	105.382	128.253	96.718	55.253	-96.718	0.193	0	1
Cz	-6.552	-0.301	143.461	143.611	-177.369	87.382	177.369	0.015	1	12
C4	-6.586	-74.429	108.576	131.802	-95.057	55.465	95.057	0.192	0	7
T8	-10.035	-90.331	32.465	96.511	-96.339	19.657	96.339	0.391	0	3
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	20
CP5	-44.157	82.734	66.687	115.073	118.090	35.417	-118.090	0.303	1	8
CP1	-50.529	38.332	129.679	144.358	142.815	63.938	-142.815	0.145	1	9
CP2	-48.732	-38.241	132.027	145.836	-141.878	64.865	141.878	0.140	1	9
CP6	-44.175	-84.075	74.589	120.762	-117.718	38.145	117.718	0.288	7	13
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	18
P7	-73.679	73.888	34.945	110.041	134.919	18.516	-134.919	0.397	4	11
P3	-80.517	57.230	90.911	134.250	144.595	42.624	-144.595	0.263	0	6
Pz	-86.011	-1.301	113.876	142.714	-179.134	52.933	179.134	0.206	1	8
P4	-78.802	-56.328	93.825	134.855	-144.443	44.087	144.443	0.255	1	9
P8	-72.450	-74.200	38.463	110.607	-134.316	20.349	134.316	0.387	1	7
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	3
O1	-111.632	30.252	36.829	121.381	164.837	17.663	-164.837	0.402	1	8
Oz	-117.702	-1.900	38.609	123.887	-179.075	18.159	179.075	0.399	4	10
O2	-111.712	-29.110	37.095	121.256	-165.395	17.814	165.395	0.401	2	11
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	1	4
AF7	74.162	63.990	31.039	102.753	40.789	17.582	-40.789	0.402	0	0
AF3	87.570	38.439	68.270	117.503	23.699	35.522	-23.699	0.303	0	0
AF4	90.635	-41.218	68.361	120.776	-24.454	34.473	24.454	0.308	1	1
AF8	76.400	-66.040	31.086	105.662	-40.840	17.109	40.840	0.405	0	1
F5	59.102	69.945	55.603	107.131	49.803	31.266	-49.803	0.326	0	1
F1	65.396	30.578	106.513	128.673	25.060	55.872	-25.060	0.190	0	7
F2	67.599	-34.668	106.389	130.729	-27.151	54.470	27.151	0.197	0	4
F6	60.587	-72.641	62.192	113.205	-50.170	33.324	50.170	0.315	1	1
AFz	101.478	-0.978	74.031	125.616	-0.552	36.110	0.552	0.299	3	8
FT7	18.597	85.489	31.741	93.068	77.727	19.941	-77.727	0.389	0	4
FC3	28.037	67.254	97.995	122.116	67.370	53.367	-67.370	0.204	0	4
FC4	31.814	-69.166	98.430	124.437	-65.299	52.279	65.299	0.210	0	0
FT8	19.989	-88.662	30.080	95.736	-77.295	18.312	77.295	0.398	1	6
FCz	34.580	-2.959	132.189	136.669	-4.890	75.289	4.890	0.082	0	8
C5	-10.670	85.969	67.644	109.911	97.075	37.985	-97.075	0.289	1	7
C1	-7.358	40.456	133.634	139.817	100.308	72.897	-100.308	0.095	0	7
C2	-5.546	-40.839	133.860	140.061	-97.734	72.887	97.734	0.095	1	10
C6	-7.263	-90.069	70.027	114.320	-94.610	37.775	94.610	0.290	5	10
TP7	-46.640	84.598	35.908	103.061	118.868	20.390	-118.868	0.387	1	4
CP3	-46.617	67.894	104.214	132.829	124.474	51.682	-124.474	0.213	0	9
CPz	-51.374	-0.903	137.400	146.694	-178.993	69.496	178.993	0.114	0	5
CP4	-45.829	-69.031	105.939	134.495	-123.580	51.970	123.580	0.211	1	10
TP8	-44.089	-85.675	38.582	103.791	-117.230	21.822	117.230	0.379	1	6
P5	-78.622	69.373	63.423	122.542	138.576	31.169	-138.576	0.327	1	6
P1	-83.032	30.336	109.693	140.879	159.930	51.135	-159.930	0.216	2	13
P2	-83.272	-29.936	110.903	141.880	-160.227	51.414	160.227	0.214	1	11
P6	-75.662	-70.585	66.945	123.242	-136.988	32.902	136.988	0.317	2	11
PO7	-97.852	53.520	37.289	117.600	151.323	18.487	-151.323	0.397	1	8
PO3	-104.111	37.272	72.930	132.465	160.303	33.405	-160.303	0.314	4	13
POz	-108.169	-2.488	81.229	135.295	-178.682	36.897	178.682	0.295	4	10
PO4	-103.710	-36.341	74.440	132.732	-160.689	34.113	160.689	0.310	3	13
PO8	-97.085	-54.517	38.490	117.810	-150.684	19.070	150.684	0.394	3	17
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	15
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	20
LPA	0.000	89.278	0.000	89.278	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-86.498	0.000	86.498	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	107.256	-0.000	0.000	107.256	-0.000	0.000	0.000	0.500	n/a	n/a
