name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
C2	-1.755	-33.937	146.547	150.435	-92.960	76.945	92.960	0.073	9	3
C6	-8.239	-85.730	82.730	119.422	-95.489	43.848	95.489	0.256	1	1
TP7	-42.894	90.427	54.158	113.798	115.377	28.419	-115.377	0.342	9	5
CP3	-43.187	70.218	120.662	146.134	121.593	55.659	-121.593	0.191	0	0
CPz	-42.810	3.396	151.042	157.028	175.464	74.129	-175.464	0.088	7	1
CP4	-40.248	-64.098	123.084	144.493	-122.125	58.412	122.125	0.175	9	2
TP8	-42.177	-85.353	54.769	109.835	-116.296	29.910	116.296	0.334	8	4
P5	-75.800	72.965	84.259	134.793	136.092	38.690	-136.092	0.285	5	2
P1	-75.557	35.645	129.865	154.416	154.744	57.247	-154.744	0.182	10	3
P2	-75.917	-26.105	129.987	152.779	-161.024	58.301	161.024	0.176	10	3
P6	-74.690	-66.574	90.644	135.007	-138.288	42.175	138.288	0.266	1	0
PO7	-100.780	59.800	58.589	131.016	149.316	26.563	-149.316	0.352	12	6
PO3	-105.467	39.932	92.693	145.979	159.262	39.418	-159.262	0.281	0	0
POz	-105.346	1.048	102.589	147.049	179.430	44.239	-179.430	0.254	14	7
PO4	-103.620	-32.440	95.076	144.322	-162.616	41.207	162.616	0.271	7	1
PO8	-97.909	-56.962	62.702	129.470	-149.810	28.966	149.810	0.339	6	2
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	17
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	13
LPA	0.000	90.350	0.000	90.350	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-80.992	0.000	80.992	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	106.822	-0.000	0.000	106.822	-0.000	0.000	0.000	0.500	n/a	n/a
