name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	97.335	41.571	33.355	110.972	23.127	17.492	-23.127	0.403	17	4
Fp2	97.600	-26.708	35.984	107.396	-15.304	19.576	15.304	0.391	17	3
F7	52.330	81.429	33.272	102.353	57.273	18.970	-57.273	0.395	39	19
F3	69.631	61.113	81.174	123.177	41.272	41.224	-41.272	0.271	16	5
Fz	73.269	5.647	103.622	127.034	4.407	54.657	-4.407	0.196	12	2
F4	63.552	-46.339	87.537	117.681	-36.098	48.060	36.098	0.233	41	5
F8	52.233	-67.937	36.424	93.115	-52.445	23.027	52.445	0.372	13	2
FC5	32.901	86.522	65.703	113.514	69.180	35.367	-69.180	0.304	31	6
FC1	42.710	42.379	116.837	131.419	44.778	62.753	-44.778	0.151	38	5
FC2	40.997	-28.651	118.475	128.600	-34.948	67.112	34.948	0.127	30	3
FC6	31.633	-72.463	69.406	105.208	-66.417	41.277	66.417	0.271	27	2
T7	-3.771	95.855	40.551	104.147	92.253	22.915	-92.253	0.373	20	8
C3	9.013	74.696	105.997	129.985	83.120	54.632	-83.120	0.196	32	5
Cz	12.743	7.344	136.817	137.606	29.955	83.864	-29.955	0.034	17	2
C4	6.566	-57.956	110.758	125.178	-83.537	62.228	83.537	0.154	3	0
T8	-6.415	-84.929	44.062	95.893	-94.320	27.354	94.320	0.348	54	9
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	27	2
CP5	-30.349	91.078	79.938	124.925	108.429	39.783	-108.429	0.279	21	6
CP1	-19.633	43.256	135.442	143.531	114.412	70.673	-114.412	0.107	4	2
CP2	-24.065	-25.522	135.990	140.442	-133.317	75.536	133.317	0.080	39	5
CP6	-29.407	-73.991	86.493	117.561	-111.675	47.369	111.675	0.237	31	3
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	40	21
P7	-61.236	81.977	52.914	115.195	126.759	27.345	-126.759	0.348	15	3
P3	-56.045	62.365	111.425	139.449	131.945	53.038	-131.945	0.205	28	3
Pz	-56.958	6.833	129.512	141.649	173.159	66.109	-173.159	0.133	8	1
P4	-58.777	-42.528	110.245	131.975	-144.113	56.652	144.113	0.185	41	8
P8	-62.248	-65.705	57.576	107.270	-133.452	32.462	133.452	0.320	37	8
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	7
O1	-98.132	38.664	71.903	127.651	158.496	34.283	-158.496	0.310	19	7
Oz	-104.232	3.871	71.935	126.704	177.873	34.593	-177.873	0.308	51	7
O2	-97.663	-25.518	69.541	122.577	-165.357	34.564	165.357	0.308	51	8
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	34	3
AF7	77.086	66.969	30.413	106.546	40.983	16.585	-40.983	0.408	55	10
AF3	91.370	44.371	66.056	121.164	25.902	33.037	-25.902	0.316	1	0
AF4	89.029	-31.306	68.117	116.388	-19.374	35.821	19.374	0.301	17	4
AF8	78.360	-51.292	34.795	99.909	-33.207	20.381	33.207	0.387	33	7
F5	63.978	74.940	54.976	112.834	49.512	29.159	-49.512	0.338	45	3
F1	72.047	37.180	98.591	127.645	27.296	50.568	-27.296	0.219	8	2
F2	71.799	-22.329	99.592	124.788	-17.275	52.947	17.275	0.206	26	4
F6	63.846	-59.732	60.698	106.436	-43.093	34.770	43.093	0.307	1	1
