name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	113.240	37.121	50.314	129.355	18.149	22.890	-18.149	0.373	10	9
Fp2	112.824	-36.745	47.776	127.914	-18.040	21.932	18.040	0.378	4	6
F7	60.103	78.425	58.497	114.825	52.534	30.627	-52.534	0.330	2	1
F3	84.313	57.312	106.364	147.331	34.206	46.214	-34.206	0.243	0	0
Fz	95.537	0.801	127.121	159.021	0.480	53.073	-0.480	0.205	1	0
F4	85.652	-54.620	104.680	145.868	-32.526	45.860	32.526	0.245	8	3
F8	60.674	-74.979	53.514	110.304	-51.020	29.022	51.020	0.339	9	5
FC5	45.267	84.029	97.043	136.115	61.688	45.475	-61.688	0.247	5	1
FC1	60.892	37.325	146.786	163.239	31.507	64.054	-31.507	0.144	4	2
FC2	64.278	-34.723	143.140	160.706	-28.378	62.961	28.378	0.150	13	2
FC6	43.587	-80.015	90.660	128.536	-61.422	44.856	61.422	0.251	12	4
T7	1.348	93.400	68.407	115.779	89.173	36.216	-89.173	0.299	11	4
C3	21.225	70.663	142.190	160.193	73.282	62.575	-73.282	0.152	11	1
Cz	33.915	2.669	170.414	173.776	4.500	78.710	-4.500	0.063	5	0
C4	23.027	-67.560	138.420	155.739	-71.179	62.722	71.179	0.152	2	24
T8	4.926	-86.800	62.773	107.233	-86.752	35.830	86.752	0.301	7	8
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	6
CP5	-23.165	85.840	113.643	144.291	105.102	51.961	-105.102	0.211	13	7
CP1	-6.919	38.978	172.368	176.856	100.066	77.065	-100.066	0.072	1	1
CP2	-4.756	-34.393	172.225	175.690	-97.873	78.602	97.873	0.063	0	0
CP6	-21.193	-79.862	112.723	139.763	-104.862	53.758	104.862	0.201	9	3
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16	8
P7	-57.799	79.464	89.802	133.115	126.031	42.425	-126.031	0.264	3	3
P3	-52.064	58.789	144.380	164.355	131.528	61.458	-131.528	0.159	3	2
Pz	-49.465	2.077	166.733	173.928	177.595	73.462	-177.595	0.092	4	3
