onset	duration	trial_type
0	15.18	x99
15.18	10.1	x5
25.28	1.02	x8
26.3	1.22	x5
27.52	1.14	x8
28.66	2.54	x5
31.2	10.14	x8
41.34	5.46	x5
46.8	2.16	x8
48.96	1.64	x5
50.6	1.06	x8
51.66	22.72	x5
74.38	0.64	x8
75.02	0.26	x5
75.28	1.46	x8
76.74	5.2	x5
81.94	1.46	x8
83.4	6.3	x5
89.7	0.58	x8
90.28	2.06	x5
92.34	7.78	x8
100.12	0.36	x5
100.48	0.58	x8
101.06	0.42	x5
101.48	1.76	x8
103.24	2.2	x5
105.44	2.46	x8
107.9	0.22	x5
108.12	0.44	x8
108.56	3.82	x5
112.38	0.7	x8
113.08	14.98	x5
128.06	2.4	x8
130.46	0.26	x5
130.72	4.14	x8
134.86	2.08	x5
136.94	5.78	x8
142.72	0.36	x5
143.08	5.9	x8
148.98	5.62	x5
154.6	0.78	x8
155.38	18.8	x5
174.18	0.8	x8
174.98	0.92	x5
175.9	5.54	x8
181.44	3.06	x5
184.5	2.04	x8
186.54	0.36	x5
186.9	1.96	x8
188.86	31.74	x5
220.6	0.96	x8
221.56	1.04	x5
222.6	0.44	x8
223.04	6.84	x5
229.88	1.92	x8
231.8	3.18	x5
234.98	0.32	x8
235.3	0.26	x5
235.56	1.96	x8
237.52	0.92	x5
238.44	1.06	x8
239.5	4.72	x5
244.22	0.96	x8
245.18	0.34	x5
245.52	0.52	x8
246.04	5.7	x5
251.74	1.26	x8
253	6.4	x5
259.4	0.4	x8
259.8	1.62	x5
261.42	4.02	x8
265.44	2.7	x5
268.14	1.5	x8
269.64	5.44	x5
275.08	0.58	x8
275.66	22.44	x5
298.1	0.26	x8
298.36	2.42	x5
300.78	1.1	x8
301.88	0.28	x5
302.16	0.48	x8
302.64	0.96	x5
303.6	2.3	x8
305.9	5.74	x5
311.64	2.34	x8
313.98	1.3	x5
315.28	0.68	x8
315.96	1.56	x5
317.52	0.86	x8
318.38	8	x5
326.38	0.84	x8
327.22	4.58	x5
331.8	1.32	x8
333.12	0.32	x5
333.44	0.64	x8
334.08	4.32	x5
338.4	0.4	x8
338.8	0.24	x5
339.04	0.54	x8
339.58	35.6	x5
