time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-9.4678	-0.0964	-1.8513	0.0019	-0.0081	0.0093	32.0501	1.3982	17.0963	0.6341	0.0492	0.7702	-0.0469
0.01	-9.4744	-0.0884	-1.8458	0.0014	-0.0043	0.0106	32.1656	1.4461	16.9545	0.6341	0.0492	0.7703	-0.0470
0.02	-9.4667	-0.1009	-1.8468	0.0041	-0.0078	0.0090	31.9755	1.4826	17.0047	0.6341	0.0492	0.7703	-0.0470
0.03	-9.4818	-0.0908	-1.8358	0.0037	-0.0124	0.0087	31.8627	1.6047	17.1368	0.6341	0.0493	0.7703	-0.0470
0.04	-9.4825	-0.0886	-1.8400	0.0038	-0.0077	0.0095	31.9130	1.6961	17.1633	0.6340	0.0493	0.7702	-0.0470
0.05	-9.4733	-0.0889	-1.8473	0.0031	-0.0169	0.0089	31.8801	1.6352	16.9143	0.6341	0.0493	0.7703	-0.0470
0.06	-9.4703	-0.1009	-1.8498	0.0044	-0.0165	0.0136	31.9421	1.6873	16.8859	0.6341	0.0493	0.7702	-0.0470
0.07	-9.4802	-0.0881	-1.8482	0.0001	-0.0037	0.0067	32.0155	1.6358	17.1345	0.6341	0.0494	0.7703	-0.0471
0.08	-9.4765	-0.0897	-1.8418	0.0068	-0.0053	0.0100	31.7755	1.6953	17.3241	0.6340	0.0494	0.7703	-0.0471
0.09	-9.4685	-0.0914	-1.8451	0.0014	-0.0124	0.0066	31.7232	1.6997	17.3341	0.6340	0.0494	0.7703	-0.0471
0.1	-9.4708	-0.1040	-1.8450	0.0020	-0.0165	0.0068	31.9064	1.5135	17.0637	0.6341	0.0494	0.7703	-0.0471
0.11	-9.4730	-0.0909	-1.8478	0.0038	-0.0019	0.0030	31.8771	1.6955	17.1502	0.6340	0.0494	0.7702	-0.0472
0.12	-9.4752	-0.0975	-1.8418	0.0010	-0.0133	0.0073	31.9213	1.5373	17.1166	0.6341	0.0494	0.7703	-0.0472
0.13	-9.4711	-0.0946	-1.8488	0.0037	-0.0130	0.0079	31.8458	1.6382	17.2479	0.6340	0.0494	0.7703	-0.0472
0.14	-9.4769	-0.0953	-1.8466	0.0045	-0.0113	0.0107	32.0121	1.8814	17.2927	0.6341	0.0495	0.7703	-0.0472
0.15	-9.4703	-0.0947	-1.8416	0.0012	-0.0130	0.0138	31.7625	1.6194	17.1207	0.6340	0.0495	0.7702	-0.0472
0.16	-9.4804	-0.1031	-1.8302	0.0017	-0.0137	0.0068	31.8006	1.5936	17.0169	0.6340	0.0495	0.7703	-0.0472
0.17	-9.4876	-0.1029	-1.8237	0.0001	-0.0128	0.0044	32.0438	1.6882	16.9903	0.6340	0.0495	0.7703	-0.0472
0.18	-9.4877	-0.0996	-1.8340	0.0002	-0.0149	0.0055	31.9430	1.6471	17.1585	0.6340	0.0495	0.7702	-0.0473
0.19	-9.4837	-0.1020	-1.8488	0.0017	-0.0085	0.0104	31.9800	1.7598	17.2462	0.6341	0.0495	0.7703	-0.0473
0.2	-9.4726	-0.1157	-1.8548	0.0044	-0.0181	0.0130	32.1253	1.6200	17.2048	0.6341	0.0496	0.7702	-0.0473
0.21	-9.4678	-0.1228	-1.8683	-0.0026	-0.0160	0.0044	32.2824	1.7464	16.8990	0.6341	0.0495	0.7703	-0.0473
0.22	-9.4622	-0.1220	-1.8717	-0.0062	-0.0072	0.0085	32.0429	1.7562	17.2425	0.6340	0.0495	0.7702	-0.0473
0.23	-9.4686	-0.1243	-1.8915	-0.0097	-0.0151	0.0036	31.8089	1.5456	17.4334	0.6341	0.0495	0.7702	-0.0473
0.24	-9.4652	-0.1249	-1.8916	0.0017	-0.0104	0.0063	31.4945	1.3682	17.1530	0.6341	0.0495	0.7702	-0.0473
0.25	-9.4701	-0.1220	-1.8811	-0.0004	-0.0160	0.0049	31.7979	1.4686	17.0477	0.6341	0.0495	0.7702	-0.0473
0.26	-9.4728	-0.1112	-1.8785	-0.0020	-0.0182	0.0059	31.7809	1.5944	17.0363	0.6341	0.0495	0.7702	-0.0473
0.27	-9.4713	-0.1056	-1.8846	-0.0075	-0.0151	0.0107	31.8142	1.6681	17.0287	0.6341	0.0495	0.7702	-0.0473
0.28	-9.4718	-0.1106	-1.8659	-0.0067	-0.0150	0.0005	31.8902	1.6391	17.0639	0.6342	0.0494	0.7702	-0.0473
0.29	-9.4656	-0.0966	-1.8795	-0.0003	-0.0138	0.0056	31.8542	1.7363	16.9200	0.6341	0.0494	0.7701	-0.0473
0.3	-9.4758	-0.0973	-1.8727	-0.0009	-0.0136	0.0038	31.8749	1.6511	17.0979	0.6342	0.0494	0.7702	-0.0473
0.31	-9.4789	-0.1007	-1.8681	-0.0071	-0.0178	0.0047	31.9999	1.6282	17.0847	0.6342	0.0494	0.7701	-0.0473
0.32	-9.4684	-0.1040	-1.8600	-0.0044	-0.0205	0.0037	31.8043	1.5185	17.0641	0.6343	0.0494	0.7701	-0.0473
0.33	-9.4742	-0.1080	-1.8641	-0.0010	-0.0160	0.0093	31.6820	1.7792	17.3405	0.6342	0.0494	0.7701	-0.0473
0.34	-9.4744	-0.1025	-1.8658	-0.0005	-0.0146	0.0085	31.9261	1.6865	17.2623	0.6343	0.0494	0.7701	-0.0473
0.35	-9.4726	-0.1035	-1.8548	-0.0047	-0.0155	0.0050	31.9641	1.6615	17.1755	0.6343	0.0494	0.7701	-0.0473
0.36	-9.4723	-0.0944	-1.8400	-0.0019	-0.0204	0.0067	31.8505	1.5783	17.3217	0.6343	0.0493	0.7700	-0.0474
0.37	-9.4683	-0.0775	-1.8419	-0.0043	-0.0151	0.0095	31.8732	1.4741	17.2753	0.6344	0.0494	0.7701	-0.0473
0.38	-9.4724	-0.0790	-1.8368	0.0001	-0.0116	0.0091	32.1020	1.6269	17.2309	0.6343	0.0494	0.7700	-0.0473
0.39	-9.4697	-0.0862	-1.8382	0.0002	-0.0176	0.0093	31.8743	1.4864	17.3645	0.6344	0.0494	0.7701	-0.0474
0.4	-9.4578	-0.0845	-1.8387	-0.0033	-0.0139	0.0107	31.7732	1.4833	17.0961	0.6343	0.0494	0.7700	-0.0473
0.41	-9.4730	-0.0856	-1.8357	-0.0009	-0.0120	0.0070	32.0022	1.6058	17.0292	0.6344	0.0494	0.7700	-0.0474
0.42	-9.4796	-0.0867	-1.8360	0.0027	-0.0098	0.0084	31.8837	1.5373	17.0523	0.6344	0.0494	0.7700	-0.0474
0.43	-9.4676	-0.0909	-1.8177	0.0012	-0.0102	0.0087	31.8516	1.6687	17.0154	0.6343	0.0494	0.7700	-0.0474
0.44	-9.4679	-0.0912	-1.8227	-0.0040	-0.0116	0.0074	31.8879	1.6296	17.1641	0.6344	0.0494	0.7701	-0.0474
0.45	-9.4725	-0.0883	-1.8313	0.0006	-0.0084	0.0060	31.6904	1.7074	17.0615	0.6343	0.0494	0.7700	-0.0474
0.46	-9.4682	-0.0867	-1.8357	-0.0001	-0.0143	0.0049	31.5934	1.6847	17.0606	0.6344	0.0494	0.7700	-0.0474
0.47	-9.4722	-0.0844	-1.8374	-0.0086	-0.0194	0.0011	31.7023	1.6234	17.2571	0.6343	0.0494	0.7699	-0.0474
0.48	-9.4711	-0.0923	-1.8473	-0.0039	-0.0050	0.0065	31.8255	1.7770	16.9333	0.6344	0.0494	0.7700	-0.0474
0.49	-9.4732	-0.0962	-1.8414	-0.0019	-0.0086	0.0040	31.7162	1.6959	17.0251	0.6344	0.0493	0.7700	-0.0474
0.5	-9.4667	-0.0897	-1.8405	-0.0023	-0.0117	0.0075	31.7588	1.8178	17.2462	0.6343	0.0493	0.7700	-0.0474
0.51	-9.4688	-0.1000	-1.8473	-0.0036	-0.0050	0.0093	31.8005	1.8946	17.0826	0.6343	0.0493	0.7700	-0.0474
0.52	-9.4724	-0.0979	-1.8430	0.0007	-0.0107	0.0002	31.6531	1.9289	17.0145	0.6343	0.0493	0.7700	-0.0474
0.53	-9.4691	-0.0929	-1.8428	0.0018	-0.0156	0.0010	31.8056	1.7737	17.0365	0.6344	0.0493	0.7700	-0.0475
0.54	-9.4765	-0.0939	-1.8495	0.0016	-0.0130	0.0062	32.0581	1.3482	17.0439	0.6343	0.0493	0.7699	-0.0475
0.55	-9.4726	-0.0960	-1.8578	-0.0005	-0.0059	0.0019	31.9023	1.5590	17.1498	0.6343	0.0493	0.7701	-0.0475
0.56	-9.4740	-0.1037	-1.8568	-0.0029	-0.0139	0.0089	32.0118	1.6833	16.9589	0.6343	0.0493	0.7700	-0.0475
0.57	-9.4741	-0.1128	-1.8631	-0.0074	-0.0104	-0.0006	32.0194	1.3831	17.2412	0.6343	0.0493	0.7700	-0.0475
0.58	-9.4697	-0.1199	-1.8726	-0.0076	-0.0104	0.0052	32.0515	1.5163	17.1097	0.6343	0.0492	0.7700	-0.0475
0.59	-9.4679	-0.1219	-1.8647	-0.0045	-0.0150	0.0079	31.8534	1.4630	17.0530	0.6343	0.0492	0.7700	-0.0475
0.6	-9.4599	-0.1196	-1.8714	0.0003	-0.0146	0.0032	31.7956	1.7367	17.3487	0.6344	0.0492	0.7700	-0.0475
0.61	-9.4618	-0.1259	-1.8716	0.0008	-0.0137	0.0051	31.9531	1.6466	17.1917	0.6343	0.0492	0.7699	-0.0476
0.62	-9.4757	-0.1230	-1.8820	-0.0042	-0.0079	0.0073	31.9603	1.6884	17.1365	0.6344	0.0492	0.7701	-0.0476
0.63	-9.4750	-0.1140	-1.8750	0.0019	-0.0135	0.0059	31.8807	1.6969	17.2370	0.6343	0.0492	0.7700	-0.0476
0.64	-9.4771	-0.1074	-1.8742	0.0025	-0.0112	0.0089	31.6881	1.4447	17.1676	0.6344	0.0492	0.7701	-0.0476
0.65	-9.4749	-0.1090	-1.8795	-0.0009	-0.0122	0.0036	31.7036	1.5795	16.9920	0.6343	0.0492	0.7700	-0.0476
0.66	-9.4744	-0.0984	-1.8755	-0.0029	-0.0108	0.0041	31.8377	1.5874	16.9911	0.6344	0.0492	0.7700	-0.0476
0.67	-9.4756	-0.1014	-1.8683	0.0024	-0.0146	0.0055	31.8423	1.8550	17.1796	0.6344	0.0492	0.7700	-0.0477
0.68	-9.4730	-0.1105	-1.8682	0.0031	-0.0150	0.0056	31.6874	1.7248	17.0213	0.6343	0.0492	0.7699	-0.0477
0.69	-9.4740	-0.0959	-1.8668	-0.0043	-0.0174	0.0042	31.7111	1.7348	17.0185	0.6344	0.0492	0.7700	-0.0477
0.7	-9.4653	-0.0980	-1.8678	0.0024	-0.0127	0.0070	31.9693	1.8728	17.2299	0.6344	0.0492	0.7700	-0.0477
0.71	-9.4718	-0.1008	-1.8619	0.0035	-0.0216	0.0115	32.0359	1.9272	17.5235	0.6345	0.0492	0.7700	-0.0477
0.72	-9.4692	-0.0967	-1.8637	0.0070	-0.0213	0.0061	31.9927	1.8340	17.3620	0.6344	0.0492	0.7698	-0.0478
0.73	-9.4729	-0.0922	-1.8477	0.0052	-0.0235	0.0114	32.0682	1.7005	17.2826	0.6345	0.0493	0.7699	-0.0478
0.74	-9.4807	-0.0935	-1.8500	-0.0020	-0.0231	0.0090	31.9309	1.5243	17.1515	0.6346	0.0493	0.7698	-0.0478
0.75	-9.4842	-0.0927	-1.8514	0.0024	-0.0186	0.0109	32.0641	1.4735	17.0413	0.6346	0.0493	0.7698	-0.0478
0.76	-9.4776	-0.0915	-1.8486	0.0075	-0.0193	0.0125	31.8863	1.5941	17.3267	0.6346	0.0494	0.7698	-0.0478
0.77	-9.4714	-0.0866	-1.8545	0.0009	-0.0184	0.0098	31.8980	1.6938	17.1816	0.6346	0.0494	0.7697	-0.0478
0.78	-9.4713	-0.0925	-1.8503	0.0028	-0.0163	0.0100	31.9115	1.5878	17.0097	0.6347	0.0494	0.7698	-0.0479
0.79	-9.4650	-0.0939	-1.8421	0.0003	-0.0198	0.0111	31.7734	1.5756	16.9647	0.6346	0.0494	0.7696	-0.0479
0.8	-9.4714	-0.0840	-1.8436	-0.0015	-0.0186	0.0093	31.8525	1.5630	17.1666	0.6347	0.0494	0.7697	-0.0479
0.81	-9.4691	-0.0976	-1.8407	0.0006	-0.0131	0.0031	31.7839	1.4606	17.0978	0.6347	0.0494	0.7697	-0.0479
