onset	duration	trial_type
0	15.18	x99
15.18	10.14	x5
25.32	0.62	x8
25.94	1.22	x5
27.16	0.58	x8
27.74	6.82	x5
34.56	0.06	x8
34.62	0.08	x5
34.7	1.3	x8
36	0.06	x5
36.06	6.48	x8
42.54	1.62	x5
44.16	0.36	x8
44.52	1.08	x5
45.6	2.14	x8
47.74	1.4	x5
49.14	0.06	x8
49.2	0.08	x5
49.28	0.14	x8
49.42	0.58	x5
50	1.64	x8
51.64	1.62	x5
53.26	0.06	x8
53.32	0.02	x5
53.34	0.08	x8
53.42	2.38	x5
55.8	0.14	x8
55.94	3.7	x5
59.64	0.6	x8
60.24	0.02	x5
60.26	0.02	x8
60.28	0.58	x5
60.86	0.52	x8
61.38	0.14	x5
61.52	0.1	x8
61.62	1.2	x5
62.82	0.18	x8
63	12	x5
