name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	99.746	34.986	35.463	111.494	19.329	18.546	-19.329	0.397	5	2
Fp2	100.857	-35.098	36.735	112.931	-19.188	18.983	19.188	0.395	8	4
F7	44.460	76.935	26.794	92.810	59.977	16.780	-59.977	0.407	3	2
F3	65.755	57.399	84.090	121.200	41.118	43.933	-41.118	0.256	2	0
Fz	76.202	-0.606	114.635	137.652	-0.456	56.386	0.456	0.187	2	1
F4	67.305	-58.662	87.417	124.951	-41.075	44.395	41.075	0.253	2	0
F8	49.422	-79.406	30.312	98.319	-58.102	17.957	58.102	0.400	4	2
FC5	27.011	82.958	64.794	108.673	71.965	36.600	-71.965	0.297	5	2
FC1	36.048	42.412	126.542	138.243	49.637	66.257	-49.637	0.132	1	0
FC2	39.395	-39.497	126.838	138.563	-45.074	66.259	45.074	0.132	0	0
FC6	29.974	-86.976	67.156	113.900	-70.985	36.129	70.985	0.299	1	0
T7	-7.112	87.212	36.842	94.941	94.662	22.833	-94.662	0.373	2	0
C3	-4.647	74.355	108.201	131.369	93.576	55.451	-93.576	0.192	10	3
Cz	0.546	-0.291	149.955	149.956	-28.034	89.764	28.034	0.001	3	0
C4	-0.441	-75.568	113.007	135.946	-90.334	56.229	90.334	0.188	0	0
T8	-4.996	-91.371	38.155	99.144	-93.130	22.634	93.130	0.374	1	0
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	5
CP5	-42.845	81.897	70.045	115.970	117.617	37.156	-117.617	0.294	12	4
CP1	-45.893	38.463	137.450	149.927	140.033	66.460	-140.033	0.131	4	7
CP2	-41.640	-39.866	140.594	151.954	-136.247	67.705	136.247	0.124	6	1
CP6	-38.714	-85.266	81.753	124.308	-114.420	41.122	114.420	0.272	8	3
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	4
P7	-73.186	72.892	43.940	112.250	135.115	23.045	-135.115	0.372	5	1
P3	-79.155	54.334	101.327	139.588	145.534	46.544	-145.534	0.241	6	2
Pz	-82.214	-1.881	123.971	148.767	-178.689	56.442	178.689	0.186	6	1
