name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
P4	-73.027	-60.009	104.501	140.906	-140.589	47.871	140.589	0.234	5	1
P8	-68.973	-76.156	44.620	112.017	-132.166	23.474	132.166	0.370	8	3
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	1
O1	-112.826	25.776	46.994	124.911	167.131	22.100	-167.131	0.377	12	6
Oz	-116.925	-4.563	48.634	126.718	-177.765	22.569	177.765	0.375	14	6
O2	-110.024	-35.839	50.664	126.319	-161.957	23.645	161.957	0.369	6	9
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	0
AF7	72.765	64.428	27.021	100.875	41.523	15.537	-41.523	0.414	3	1
AF3	89.898	40.735	65.585	118.501	24.377	33.605	-24.377	0.313	0	0
AF4	92.012	-41.557	66.934	121.133	-24.306	33.543	24.306	0.314	0	0
AF8	76.352	-66.358	29.906	105.487	-40.994	16.470	40.994	0.409	0	0
F5	58.857	71.161	53.009	106.480	50.406	29.856	-50.406	0.334	10	5
F1	70.854	34.227	107.027	132.840	25.783	53.676	-25.783	0.202	4	3
F2	72.680	-34.406	108.118	134.742	-25.332	53.360	25.332	0.204	0	0
F6	61.912	-73.064	59.813	112.912	-49.723	31.987	49.723	0.322	2	1
AFz	103.208	-1.854	73.626	126.792	-1.029	35.499	1.029	0.303	1	0
FT7	18.400	84.061	30.076	91.156	77.653	19.265	-77.653	0.393	8	4
FC3	30.560	69.314	99.499	125.054	66.207	52.717	-66.207	0.207	2	0
FC4	35.795	-70.071	102.051	128.863	-62.940	52.367	62.940	0.209	3	1
FT8	21.139	-87.988	30.893	95.620	-76.491	18.849	76.491	0.395	3	1
FCz	41.527	-0.899	136.204	142.397	-1.240	73.040	1.240	0.094	1	0
C5	-10.018	86.516	68.142	110.583	96.605	38.040	-96.605	0.289	11	4
C1	-2.315	43.332	138.285	144.934	93.058	72.578	-93.058	0.097	5	1
C2	1.408	-42.577	139.641	145.994	-88.106	73.035	88.106	0.094	5	1
C6	-3.013	-90.624	73.113	116.479	-91.904	38.880	91.904	0.284	4	1
TP7	-45.045	82.989	41.307	103.065	118.492	23.627	-118.492	0.369	12	4
CP3	-42.848	69.126	109.931	136.745	121.793	53.505	-121.793	0.203	9	2
CPz	-45.497	-1.839	146.507	153.420	-177.685	72.735	177.685	0.096	5	2
CP4	-39.851	-70.693	114.816	140.600	-119.411	54.747	119.411	0.196	7	2
TP8	-41.010	-87.514	45.926	107.003	-115.108	25.417	115.108	0.359	9	3
P5	-78.601	67.409	72.905	126.638	139.383	35.148	-139.383	0.305	10	3
P1	-80.318	30.968	117.516	145.671	158.915	53.777	-158.915	0.201	6	3
P2	-76.358	-34.243	121.351	147.408	-155.846	55.410	155.846	0.192	12	3
P6	-70.058	-74.047	75.778	127.017	-133.415	36.626	133.415	0.297	10	2
PO7	-98.005	52.035	44.774	119.655	152.034	21.974	-152.034	0.378	4	2
PO3	-102.337	35.010	83.626	136.718	161.114	37.710	-161.114	0.290	10	5
POz	-105.825	-6.087	91.005	139.707	-176.708	40.647	176.708	0.274	11	3
PO4	-99.365	-41.984	84.482	137.016	-157.095	38.067	157.095	0.289	11	4
PO8	-93.035	-58.794	46.527	119.487	-147.709	22.916	147.709	0.373	9	3
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	7
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	10
LPA	0.000	85.201	0.000	85.201	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-89.156	0.000	89.156	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	102.570	-0.000	0.000	102.570	-0.000	0.000	0.000	0.500	n/a	n/a
