name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	99.461	34.261	38.477	112.013	19.007	20.091	-19.007	0.388	17	10
Fp2	97.806	-32.888	38.590	110.167	-18.586	20.505	18.586	0.386	10	6
F7	55.321	75.846	35.370	100.320	53.893	20.645	-53.893	0.385	26	10
F3	71.050	54.097	85.613	123.710	37.286	43.792	-37.286	0.257	23	7
Fz	72.846	-2.631	107.297	129.715	-2.069	55.809	2.069	0.190	4	3
F4	62.955	-55.376	86.881	120.740	-41.335	46.019	41.335	0.244	32	15
F8	51.650	-74.162	32.983	96.206	-55.145	20.050	55.145	0.389	25	11
FC5	34.924	80.679	70.482	112.679	66.593	38.720	-66.593	0.285	19	5
FC1	42.664	35.144	120.438	132.517	39.480	65.348	-39.480	0.137	16	10
FC2	38.608	-36.270	120.234	131.386	-43.212	66.223	43.212	0.132	30	15
FC6	30.075	-79.006	68.089	108.547	-69.160	38.849	69.160	0.284	20	7
T7	-0.960	91.329	44.065	101.409	90.602	25.755	-90.602	0.357	5	111
C3	8.712	69.354	111.125	131.281	82.840	57.830	-82.840	0.179	44	21
Cz	9.017	0.559	140.699	140.989	3.549	86.326	-3.549	0.020	31	14
C4	4.221	-66.301	111.112	129.458	-86.358	59.124	86.358	0.172	13	6
T8	-6.075	-88.150	37.673	96.055	-93.942	23.091	93.942	0.372	32	17
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30	16
CP5	-30.919	85.981	82.858	123.346	109.779	42.203	-109.779	0.266	20	3
CP1	-23.892	36.818	138.188	144.991	122.981	72.379	-122.981	0.098	29	10
CP2	-28.198	-32.472	136.884	143.480	-130.970	72.558	130.970	0.097	44	17
CP6	-31.426	-80.080	83.539	119.913	-111.426	44.160	111.426	0.255	37	25
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	27	15
P7	-60.117	76.547	55.241	111.916	128.145	29.577	-128.145	0.336	6	4
P3	-57.200	58.355	111.127	137.937	134.427	53.672	-134.427	0.202	15	6
Pz	-61.006	2.321	128.508	142.272	177.821	64.589	-177.821	0.141	9	7
P4	-62.667	-50.309	106.548	133.457	-141.242	52.975	141.242	0.206	16	12
P8	-61.258	-69.928	51.736	106.391	-131.218	29.096	131.218	0.338	31	11
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	1
O1	-100.202	34.718	68.712	126.361	160.890	32.941	-160.890	0.317	19	11
Oz	-105.793	0.248	67.053	125.253	179.865	32.367	-179.865	0.320	15	7
O2	-98.488	-30.079	64.268	121.388	-163.017	31.968	163.017	0.322	17	17
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	42	24
AF7	79.027	60.147	34.362	105.089	37.274	19.086	-37.274	0.394	22	9
AF3	93.025	37.074	69.811	122.072	21.729	34.881	-21.729	0.306	11	7
AF4	87.112	-40.371	69.567	118.566	-24.865	35.926	24.865	0.300	16	6
AF8	76.217	-57.561	33.426	101.191	-37.061	19.289	37.061	0.393	15	9
F5	65.499	68.653	59.955	112.241	46.347	32.287	-46.347	0.321	23	9
F1	72.739	29.860	102.395	129.102	22.319	52.479	-22.319	0.208	26	10
F2	69.844	-30.456	102.137	127.427	-23.560	53.277	23.560	0.204	23	12
F6	60.993	-66.637	60.328	108.628	-47.532	33.736	47.532	0.313	4	8
AFz	95.610	-3.875	76.689	122.627	-2.321	38.710	2.321	0.285	21	6
FT7	26.828	86.505	38.165	98.282	72.770	22.850	-72.770	0.373	28	9
FC3	41.607	62.138	100.861	125.560	56.194	53.446	-56.194	0.203	19	5
FC4	35.292	-62.801	98.704	122.196	-60.666	53.877	60.666	0.201	23	9
FT8	22.753	-83.866	33.519	93.138	-74.821	21.093	74.821	0.383	41	20
FCz	41.806	-1.392	128.173	134.826	-1.908	71.926	1.908	0.100	19	6
C5	3.963	87.826	76.174	116.325	87.416	40.907	-87.416	0.273	15	3
C1	10.399	38.169	133.605	139.339	74.761	73.506	-74.761	0.092	16	8
C2	6.177	-36.488	133.461	138.497	-80.392	74.502	80.392	0.086	48	18
