onset	duration	trial_type
0	24.78	x0
24.78	4.16	x8
28.94	13.16	x81
42.1	1.76	x5
43.86	2.78	x0
46.64	4.18	x8
50.82	10.74	x81
61.56	4.22	x5
65.78	16.26	x0
82.04	4.2	x8
86.24	4.2	x5
90.44	23.07	x0
