name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	102.781	29.832	41.028	114.618	16.185	20.975	-16.185	0.383	13	0
Fp2	103.980	-36.576	39.556	117.108	-19.380	19.741	19.380	0.390	7	0
F7	58.379	71.863	46.388	103.558	50.911	26.612	-50.911	0.352	7	2
F3	81.001	50.145	88.948	130.336	31.761	43.036	-31.761	0.261	3	1
Fz	92.896	-8.135	114.520	147.684	-5.005	50.845	5.005	0.218	6	4
F4	76.196	-60.337	94.004	135.215	-38.375	44.045	38.375	0.255	4	4
F8	56.963	-80.838	47.726	109.806	-54.829	25.762	54.829	0.357	10	4
FC5	43.431	74.613	82.252	119.242	59.797	43.613	-59.797	0.258	16	9
FC1	62.309	28.515	134.212	150.693	24.591	62.953	-24.591	0.150	28	7
FC2	55.589	-43.617	133.047	150.645	-38.119	62.028	38.119	0.155	4	3
FC6	40.338	-86.614	81.978	125.895	-65.028	40.629	65.028	0.274	9	1
T7	2.194	88.333	63.151	108.608	88.577	35.553	-88.577	0.302	31	11
C3	21.072	62.415	124.510	140.863	71.345	62.117	-71.345	0.155	28	15
Cz	27.935	-7.049	156.147	158.782	-14.163	79.546	14.163	0.058	19	4
C4	15.107	-74.886	122.688	144.529	-78.594	58.090	78.594	0.177	26	11
T8	-2.609	-96.793	60.592	114.224	-91.544	32.037	91.544	0.322	9	4
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22	3
CP5	-20.549	83.122	102.477	133.540	103.886	50.120	-103.886	0.222	16	8
CP1	-8.652	28.887	156.440	159.320	106.675	79.090	-106.675	0.061	21	6
CP2	-15.843	-42.029	153.614	160.046	-110.654	73.701	110.654	0.091	31	10
CP6	-28.284	-85.854	100.843	135.426	-108.234	48.128	108.234	0.233	12	3
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	0
P7	-56.834	76.733	79.123	124.010	126.527	39.646	-126.527	0.280	6	3
P3	-48.472	52.219	134.404	152.121	132.869	62.072	-132.869	0.155	11	4
Pz	-51.766	-4.830	151.113	159.807	-174.670	71.014	174.670	0.105	19	3
P4	-56.415	-55.837	125.009	148.080	-135.295	57.586	135.295	0.180	23	10
P8	-65.668	-75.290	76.446	125.797	-131.095	37.423	131.095	0.292	6	1
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	1
O1	-96.898	32.608	94.066	138.928	161.401	42.616	-161.401	0.263	16	8
Oz	-100.920	4.341	91.196	136.090	177.537	42.076	-177.537	0.266	20	8
O2	-99.514	-25.512	87.303	134.817	-165.621	40.358	165.621	0.276	5	1
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	19	5
AF7	84.688	55.947	40.152	109.153	33.450	21.583	-33.450	0.380	3	0
AF3	101.634	32.351	72.654	129.053	17.657	34.262	-17.657	0.310	9	4
AF4	98.033	-45.359	72.150	129.898	-24.829	33.741	24.829	0.313	24	6
AF8	82.330	-65.105	40.022	112.333	-38.336	20.872	38.336	0.384	3	1
F5	71.581	63.544	67.808	117.301	41.596	35.315	-41.596	0.304	7	0
F1	89.827	23.845	109.888	143.920	14.866	49.777	-14.866	0.223	9	2
F2	87.167	-37.214	111.765	146.541	-23.119	49.701	23.119	0.224	8	2
F6	70.486	-73.514	69.981	123.572	-46.205	34.494	46.205	0.308	4	0
AFz	110.382	-9.068	74.965	133.739	-4.696	34.093	4.696	0.311	23	11
FT7	30.339	82.334	52.701	102.356	69.772	30.990	-69.772	0.328	17	8
FC3	54.977	57.467	110.854	136.431	46.268	54.343	-46.268	0.198	6	3
FC4	49.698	-69.476	110.203	139.433	-54.423	52.220	54.423	0.210	29	10
FT8	26.957	-93.234	52.706	110.441	-73.874	28.505	73.874	0.342	3	0
FCz	61.731	-6.621	139.826	152.990	-6.122	66.058	6.122	0.133	19	4
C5	12.767	81.606	93.917	125.072	81.108	48.669	-81.108	0.230	15	6
C1	26.709	29.060	150.613	155.699	47.414	75.315	-47.414	0.082	22	12
C2	21.672	-43.869	146.834	154.772	-63.710	71.570	63.710	0.102	7	3
C6	5.638	-93.332	91.964	131.149	-86.543	44.525	86.543	0.253	6	1
TP7	-29.999	86.231	72.617	116.658	109.183	38.498	-109.183	0.286	0	0
CP3	-11.501	61.233	135.067	148.744	100.638	65.237	-100.638	0.138	7	4
CPz	-13.197	-6.224	161.881	162.538	-154.752	84.850	154.752	0.029	15	4
CP4	-21.076	-70.284	131.238	150.358	-106.693	60.790	106.693	0.162	30	12
TP8	-37.054	-91.228	70.624	121.174	-112.106	35.650	112.106	0.302	17	8
P5	-53.185	70.266	108.570	139.833	127.122	50.934	-127.122	0.217	17	6
P1	-45.343	27.185	150.833	159.830	149.055	70.684	-149.055	0.107	9	2
P2	-52.269	-34.143	144.722	157.614	-146.847	66.665	146.847	0.130	26	7
P6	-60.437	-68.925	103.344	138.142	-131.246	48.426	131.246	0.231	32	10
PO7	-82.099	56.596	88.572	133.373	145.419	41.613	-145.419	0.269	3	2
PO3	-76.099	37.779	123.294	149.733	153.598	55.430	-153.598	0.192	8	5
POz	-81.918	-0.435	127.093	151.206	-179.696	57.196	179.696	0.182	20	4
PO4	-81.358	-34.365	115.680	145.540	-157.101	52.639	157.101	0.208	20	3
PO8	-87.128	-52.570	81.263	130.225	-148.895	38.610	148.895	0.285	22	9
