name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	108.755	35.084	45.433	122.975	17.879	21.682	-17.879	0.380	16	13
Fp2	110.625	-34.601	44.547	124.176	-17.369	21.023	17.369	0.383	6	8
F7	56.240	75.601	55.237	109.223	53.354	30.380	-53.354	0.331	3	2
F3	79.058	54.594	101.479	139.745	34.627	46.567	-34.627	0.241	8	10
Fz	90.348	0.127	123.140	152.729	0.081	53.732	-0.081	0.201	4	2
F4	82.849	-54.405	100.490	141.145	-33.292	45.395	33.292	0.248	1	1
F8	58.804	-75.086	52.732	108.980	-51.933	28.939	51.933	0.339	1	0
FC5	38.711	80.192	92.356	128.292	64.232	46.045	-64.232	0.244	0	1
FC1	53.819	35.190	140.613	154.618	33.179	65.425	-33.179	0.137	2	1
FC2	58.220	-36.833	138.279	154.491	-32.320	63.517	32.320	0.147	2	2
FC6	40.643	-82.730	86.156	126.171	-63.837	43.067	63.837	0.261	5	3
T7	-6.227	89.920	70.016	114.134	93.962	37.840	-93.962	0.290	4	10
C3	13.873	65.630	136.917	152.466	78.064	63.898	-78.064	0.145	0	0
Cz	25.411	-0.918	163.824	165.786	-2.069	81.177	2.069	0.049	3	1
C4	17.626	-72.054	133.544	152.762	-76.254	60.950	76.254	0.161	0	0
T8	-0.163	-91.560	62.270	110.728	-90.102	34.219	90.102	0.310	0	0
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	5
CP5	-30.033	80.604	110.350	139.915	110.435	52.064	-110.435	0.211	3	2
CP1	-14.747	34.979	165.622	169.916	112.861	77.091	-112.861	0.072	0	0
CP2	-11.206	-39.133	165.115	170.058	-105.979	76.151	105.979	0.077	0	0
CP6	-26.387	-85.871	109.447	141.593	-107.082	50.621	107.082	0.219	3	5
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	14
P7	-67.799	73.691	88.417	133.584	132.615	41.444	-132.615	0.270	19	19
P3	-61.147	51.648	139.536	160.863	139.814	60.161	-139.814	0.166	2	1
Pz	-56.794	-3.559	161.968	171.674	-176.414	70.642	176.414	0.108	0	0
P4	-53.008	-59.472	140.177	161.234	-131.711	60.389	131.711	0.165	0	0
P8	-61.276	-81.276	84.752	132.451	-127.014	39.782	127.014	0.279	0	1
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	15
O1	-107.324	26.537	101.465	150.059	166.111	42.545	-166.111	0.264	2	1
Oz	-110.282	-6.268	105.819	152.968	-176.747	43.771	176.747	0.257	0	0
O2	-104.169	-36.502	101.331	149.839	-160.689	42.553	160.689	0.264	0	1
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22	21
AF7	84.740	60.903	48.612	115.122	35.705	24.978	-35.705	0.361	6	7
AF3	104.235	39.152	81.165	137.788	20.587	36.090	-20.587	0.300	6	4
AF4	105.279	-39.833	78.407	137.178	-20.725	34.860	20.725	0.306	2	1
AF8	88.091	-58.745	46.793	115.761	-33.698	23.842	33.698	0.368	5	8
F5	70.024	68.283	77.642	124.877	44.279	38.444	-44.279	0.286	5	3
F1	85.885	31.040	117.864	149.103	19.871	52.231	-19.871	0.210	3	2
F2	88.213	-32.167	116.693	149.778	-20.035	51.179	20.035	0.216	3	4
F6	72.420	-69.152	74.910	125.052	-43.678	36.800	43.678	0.296	0	1
AFz	113.117	2.701	87.245	142.879	1.368	37.634	-1.368	0.291	5	6
FT7	27.086	85.509	62.959	109.586	72.424	35.065	-72.424	0.305	2	1
FC3	47.233	63.329	120.802	144.342	53.283	56.816	-53.283	0.184	0	0
