name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	97.100	35.533	39.234	110.591	20.100	20.779	-20.100	0.385	4	1
Fp2	97.750	-34.567	41.062	111.518	-19.475	21.605	19.475	0.380	2	1
F7	45.567	75.498	29.585	93.014	58.887	18.547	-58.887	0.397	0	0
F3	60.479	55.882	84.284	117.832	42.738	45.667	-42.738	0.246	3	1
Fz	71.055	-1.204	112.571	133.126	-0.971	57.736	0.971	0.179	3	0
F4	61.639	-56.532	89.060	122.176	-42.525	46.798	42.525	0.240	2	1
F8	48.136	-78.104	30.909	96.813	-58.354	18.619	58.354	0.397	3	3
FC5	24.349	80.990	65.097	106.723	73.267	37.587	-73.267	0.291	6	1
FC1	28.334	40.289	123.414	132.880	54.882	68.243	-54.882	0.121	8	6
FC2	32.022	-38.048	125.649	135.132	-49.915	68.407	49.915	0.120	4	1
FC6	26.988	-85.869	67.343	112.414	-72.552	36.803	72.552	0.296	6	2
T7	-11.291	86.184	33.686	93.220	97.464	21.184	-97.464	0.382	7	3
C3	-9.275	71.297	104.886	127.163	97.412	55.570	-97.412	0.191	9	1
Cz	-6.625	1.121	142.925	143.083	170.397	87.308	-170.397	0.015	4	2
C4	-4.072	-73.289	109.567	131.882	-93.180	56.181	93.180	0.188	3	0
T8	-8.961	-92.192	34.040	98.683	-95.551	20.178	95.551	0.388	8	4
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	13	6
CP5	-47.416	80.390	65.974	114.295	120.533	35.255	-120.533	0.304	10	2
CP1	-49.863	38.286	129.426	143.886	142.482	64.093	-142.482	0.144	17	10
CP2	-46.558	-38.821	133.255	146.396	-140.178	65.539	140.178	0.136	7	2
CP6	-42.831	-86.512	76.044	122.888	-116.340	38.229	116.340	0.288	8	1
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10	4
P7	-76.849	70.706	35.380	110.257	137.384	18.716	-137.384	0.396	9	2
P3	-83.055	53.956	90.429	134.115	146.991	42.397	-146.991	0.264	12	3
Pz	-87.112	-1.306	116.530	145.497	-179.141	53.217	179.141	0.204	7	1
P4	-77.710	-60.876	97.339	138.635	-141.926	44.598	141.926	0.252	11	2
P8	-72.563	-79.035	40.853	114.808	-132.555	20.845	132.555	0.384	6	2
