name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	4
O1	-115.973	21.703	37.714	123.867	169.400	17.726	-169.400	0.402	12	4
Oz	-119.118	-9.084	39.257	125.748	-175.639	18.191	175.639	0.399	7	3
O2	-112.678	-38.534	40.102	125.656	-161.120	18.611	161.120	0.397	14	4
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	4
AF7	71.851	62.345	31.760	100.290	40.948	18.462	-40.948	0.397	4	1
AF3	86.263	38.827	67.510	116.218	24.232	35.513	-24.232	0.303	1	1
AF4	88.395	-40.407	68.989	119.189	-24.566	35.368	24.566	0.304	2	1
AF8	75.306	-65.253	32.672	104.864	-40.909	18.154	40.909	0.399	1	1
F5	57.124	69.462	56.377	106.144	50.567	32.082	-50.567	0.322	0	1
F1	64.385	32.754	106.451	128.647	26.963	55.839	-26.963	0.190	3	2
F2	66.658	-33.206	106.857	130.247	-26.481	55.126	26.481	0.194	3	0
F6	59.691	-71.849	62.184	112.215	-50.281	33.652	50.281	0.313	0	1
AFz	98.323	-0.385	74.957	123.637	-0.224	37.320	0.224	0.293	3	1
FT7	17.277	83.079	31.128	90.385	78.252	20.145	-78.252	0.388	4	2
FC3	26.286	67.705	96.681	120.922	68.782	53.086	-68.782	0.205	10	4
FC4	30.414	-66.806	101.583	125.329	-65.522	54.148	65.522	0.199	4	0
FT8	20.176	-88.562	31.364	96.094	-77.166	19.050	77.166	0.394	4	1
FCz	33.303	-0.911	133.297	137.397	-1.568	75.967	1.568	0.078	18	6
C5	-12.583	84.982	66.234	108.477	98.422	37.632	-98.422	0.291	11	3
C1	-9.160	42.080	132.320	139.152	102.281	71.972	-102.281	0.100	6	3
C2	-5.685	-40.419	135.251	141.276	-98.005	73.207	98.005	0.093	8	7
C6	-7.133	-90.421	71.034	115.207	-94.510	38.066	94.510	0.289	6	2
TP7	-48.662	81.436	35.171	101.177	120.860	20.342	-120.860	0.387	11	4
CP3	-48.397	67.910	101.826	131.615	125.476	50.684	-125.476	0.218	6	2
CPz	-51.219	-0.994	138.037	147.236	-178.889	69.639	178.889	0.113	6	3
CP4	-44.219	-70.769	109.141	137.388	-121.999	52.599	121.999	0.208	8	1
TP8	-43.231	-89.188	41.984	107.639	-115.860	22.958	115.860	0.372	7	4
P5	-82.563	65.649	63.999	123.379	141.511	31.246	-141.511	0.326	10	2
P1	-84.507	29.838	109.809	141.738	160.553	50.781	-160.553	0.218	13	3
P2	-81.424	-33.087	114.193	144.100	-157.885	52.416	157.885	0.209	8	1
P6	-73.683	-75.964	71.210	127.556	-134.127	33.936	134.127	0.311	3	1
PO7	-102.112	48.608	37.020	118.996	154.544	18.126	-154.544	0.399	18	6
PO3	-106.198	32.365	73.831	133.328	163.051	33.625	-163.051	0.313	19	6
POz	-109.575	-7.433	82.848	137.571	-176.119	37.029	176.119	0.294	12	4
PO4	-103.345	-42.300	79.612	137.141	-157.740	35.487	157.740	0.303	14	4
PO8	-98.046	-61.512	41.050	122.808	-147.897	19.528	147.897	0.392	19	5
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	3
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	11
LPA	0.000	85.168	0.000	85.168	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-90.999	0.000	90.999	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	104.725	-0.000	0.000	104.725	-0.000	0.000	0.000	0.500	n/a	n/a
