onset	duration	trial_type
0	46.14	x0
46.14	4.22	x8
50.36	10.68	x81
61.04	4.22	x5
65.26	9.88	x0
75.14	4.24	x8
79.38	2.48	x5
81.86	2.84	x81
84.7	4.24	x5
88.94	24.9	x0
113.84	4.12	x8
117.96	4.24	x5
122.2	9.58	x81
131.78	4.28	x5
136.06	17.16	x0
153.22	4.18	x8
157.4	2.46	x81
159.86	1.76	x5
161.62	14.94	x81
176.56	4.22	x5
180.78	23	x0
203.78	4.2	x8
207.98	4.22	x5
212.2	6.24	x0
218.44	4.2	x8
222.64	5.34	x81
227.98	4.22	x5
232.2	14.02	x0
246.22	4.16	x8
250.38	4.22	x5
254.6	7.74	x0
262.34	4.22	x8
266.56	4.2	x5
270.76	8.2	x0
278.96	4.2	x8
283.16	4.24	x5
287.4	2.86	x0
290.26	4.22	x8
294.48	2.48	x5
296.96	5.36	x81
302.32	1.74	x5
304.06	32.42	x0
336.48	4.16	x8
340.64	5.3	x81
345.94	4.3	x5
350.24	4.1	x0
354.34	4.16	x8
358.5	4.24	x5
362.74	1.98	x0
364.72	4.18	x8
368.9	4.22	x5
373.12	2.04	x0
