name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	109.331	31.818	44.292	122.178	16.227	21.255	-16.227	0.382	5	2
Fp2	105.605	-37.983	41.459	119.641	-19.782	20.275	19.782	0.387	4	2
F7	59.477	74.488	57.435	111.287	51.394	31.071	-51.394	0.327	2	3
F3	80.589	51.600	100.559	138.814	32.631	46.421	-32.631	0.242	1	1
Fz	88.105	-2.645	120.894	149.616	-1.720	53.904	1.720	0.201	1	2
F4	77.550	-58.435	94.995	135.841	-36.999	44.372	36.999	0.253	1	1
F8	52.785	-76.531	47.647	104.468	-55.405	27.135	55.405	0.349	2	0
FC5	42.193	79.153	93.837	129.811	61.940	46.292	-61.940	0.243	3	4
FC1	57.165	32.596	138.999	153.789	29.692	64.666	-29.692	0.141	2	8
FC2	54.608	-38.915	134.743	150.506	-35.475	63.543	35.475	0.147	3	13
FC6	35.855	-82.843	81.349	121.516	-66.597	42.025	66.597	0.267	0	2
T7	-2.366	90.923	70.572	115.122	91.491	37.808	-91.491	0.290	9	16
C3	17.358	64.727	136.698	152.241	74.988	63.884	-74.988	0.145	0	0
Cz	27.379	-3.481	159.984	162.347	-7.246	80.212	7.246	0.054	2	11
C4	14.931	-72.713	129.141	148.955	-78.396	60.110	78.396	0.166	2	2
T8	-4.573	-90.320	59.323	108.157	-92.899	33.264	92.899	0.315	2	4
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	14
CP5	-24.866	83.074	114.224	143.411	106.664	52.795	-106.664	0.207	1	1
CP1	-10.887	34.307	163.466	167.381	107.607	77.582	-107.607	0.069	9	9
CP2	-10.409	-39.529	162.319	167.387	-104.753	75.865	104.753	0.079	1	7
CP6	-27.354	-84.102	107.458	139.171	-108.017	50.545	108.017	0.219	1	1
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	14
P7	-63.981	75.921	90.384	134.264	130.122	42.313	-130.122	0.265	4	5
P3	-56.542	53.591	140.421	160.583	136.535	60.979	-136.535	0.161	1	4
Pz	-53.549	-2.906	161.445	170.119	-176.894	71.625	176.894	0.102	1	2
P4	-53.156	-59.082	137.443	158.766	-131.978	59.962	131.978	0.167	0	0
P8	-63.680	-77.445	83.255	130.323	-129.429	39.705	129.429	0.279	1	1
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	5
O1	-105.233	29.235	105.579	151.907	164.474	44.029	-164.474	0.255	1	1
Oz	-108.384	-1.792	107.190	152.446	-179.053	44.679	179.053	0.252	4	3
O2	-104.338	-32.139	103.442	150.398	-162.880	43.455	162.880	0.259	0	0
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	1
AF7	86.756	58.287	48.267	115.125	33.895	24.788	-33.895	0.362	2	1
AF3	105.085	34.242	78.459	135.540	18.048	35.371	-18.048	0.303	3	7
AF4	101.126	-43.425	74.601	132.957	-23.239	34.132	23.239	0.310	1	6
AF8	82.809	-60.923	42.598	111.281	-36.342	22.507	36.342	0.375	1	0
F5	73.408	66.088	78.147	125.950	41.996	38.350	-41.996	0.287	2	3
F1	85.773	27.504	117.036	147.685	17.779	52.417	-17.779	0.209	0	1
F2	84.219	-35.784	112.867	145.300	-23.020	50.967	23.020	0.217	3	12
F6	67.275	-71.012	70.319	120.472	-46.548	35.711	46.548	0.302	3	1
AFz	110.393	-1.740	85.143	139.424	-0.903	37.639	0.903	0.291	0	0
FT7	30.414	85.491	64.949	111.589	70.417	35.594	-70.417	0.302	4	4
FC3	50.822	62.927	120.612	145.224	51.074	56.153	-51.074	0.188	1	3
FC4	45.181	-69.541	113.802	140.812	-56.988	53.918	56.988	0.200	0	1
FT8	23.380	-86.381	52.925	103.968	-74.855	30.600	74.855	0.330	1	5
FCz	58.286	-3.674	143.842	155.246	-3.607	67.902	3.607	0.123	1	3
C5	9.990	85.718	104.508	135.533	83.352	50.451	-83.352	0.220	6	0
C1	22.578	36.423	154.970	160.786	58.206	74.542	-58.206	0.086	0	0
C2	24.074	-41.099	151.838	159.133	-59.640	72.584	59.640	0.097	1	10
C6	1.741	-88.313	91.891	127.461	-88.870	46.132	88.870	0.244	0	0
TP7	-35.073	87.674	83.273	125.902	111.803	41.408	-111.803	0.270	1	1
CP3	-18.262	65.379	142.621	157.951	105.606	64.548	-105.606	0.141	2	4
