name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
CPz	-14.782	-1.720	169.624	170.275	-173.365	84.986	173.365	0.028	0	8
CP4	-18.567	-69.017	138.173	155.563	-105.057	62.650	105.057	0.152	0	0
TP8	-35.315	-87.554	74.571	120.306	-111.967	38.304	111.967	0.287	0	0
P5	-59.713	69.122	117.897	149.142	130.823	52.233	-130.823	0.210	1	3
P1	-48.976	29.694	158.968	168.971	148.771	70.186	-148.771	0.110	1	2
P2	-48.574	-32.819	158.293	168.799	-145.955	69.679	145.955	0.113	1	1
P6	-56.950	-72.086	114.930	147.134	-128.310	51.363	128.310	0.215	1	1
PO7	-88.567	57.046	98.895	144.494	147.214	43.190	-147.214	0.260	2	2
PO3	-86.539	34.329	130.923	160.650	158.362	54.583	-158.362	0.197	2	2
POz	-83.367	-2.822	139.101	162.195	-178.061	59.050	178.061	0.172	0	1
PO4	-84.397	-38.876	128.520	158.592	-155.268	54.133	155.268	0.199	0	1
PO8	-86.112	-60.526	93.816	140.996	-144.898	41.711	144.898	0.268	0	0
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21	26
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	22	14
LPA	0.000	79.864	0.000	79.864	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-79.755	0.000	79.755	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	98.173	-0.000	0.000	98.173	-0.000	0.000	0.000	0.500	n/a	n/a
