time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-5.2715	-0.0988	0.1532	-0.0188	0.0054	-0.0154	15.4278	-7.2208	-2.2861	-0.1601	0.3525	-0.1517	-0.3600
0.01	-10.4005	-0.2062	0.2984	-0.0335	0.0039	-0.0333	30.2975	-14.4611	-4.6519	-0.3163	0.6966	-0.2996	-0.7114
0.02	-9.1046	-0.1886	0.2679	-0.0259	-0.0043	-0.0247	26.7311	-12.6389	-3.8540	-0.2783	0.6131	-0.2636	-0.6261
0.03	-9.7596	-0.2021	0.2861	-0.0311	-0.0029	-0.0170	28.7212	-13.5905	-4.2464	-0.2988	0.6583	-0.2830	-0.6722
0.04	-9.3375	-0.1881	0.2788	-0.0335	-0.0001	-0.0200	27.3520	-12.9325	-4.0769	-0.2860	0.6304	-0.2709	-0.6437
0.05	-9.6060	-0.1931	0.2889	-0.0331	0.0119	-0.0127	28.0546	-13.1246	-4.1681	-0.2940	0.6484	-0.2786	-0.6620
0.06	-9.4257	-0.1991	0.2711	-0.0245	0.0075	-0.0078	27.7959	-13.0849	-4.1379	-0.2888	0.6370	-0.2737	-0.6503
0.07	-9.5435	-0.2029	0.2796	-0.0218	0.0093	-0.0166	28.1797	-13.0368	-4.1012	-0.2919	0.6440	-0.2767	-0.6574
0.08	-9.4884	-0.2058	0.2566	-0.0279	0.0072	-0.0175	27.8452	-13.1010	-4.0808	-0.2900	0.6401	-0.2750	-0.6533
0.09	-9.4998	-0.2179	0.2689	-0.0213	0.0123	-0.0199	27.8364	-13.0853	-4.1522	-0.2908	0.6422	-0.2759	-0.6554
0.1	-9.5174	-0.2042	0.2602	-0.0151	0.0209	-0.0208	27.6784	-12.9306	-4.1588	-0.2904	0.6414	-0.2755	-0.6545
0.11	-9.4966	-0.2013	0.2646	-0.0098	0.0154	-0.0220	27.8322	-13.0925	-4.0784	-0.2904	0.6415	-0.2755	-0.6544
0.12	-9.5010	-0.1853	0.2662	-0.0055	0.0230	-0.0247	27.9112	-12.9592	-4.1043	-0.2904	0.6416	-0.2756	-0.6543
0.13	-9.5132	-0.1593	0.2608	-0.0022	0.0181	-0.0198	27.7570	-12.9511	-4.0909	-0.2904	0.6416	-0.2757	-0.6542
0.14	-9.5122	-0.1793	0.2627	-0.0103	0.0198	-0.0250	27.8263	-12.9484	-3.7923	-0.2904	0.6417	-0.2757	-0.6541
0.15	-9.5200	-0.1633	0.2544	-0.0075	0.0196	-0.0244	27.6824	-12.9597	-4.1025	-0.2904	0.6418	-0.2757	-0.6540
0.16	-9.5130	-0.1663	0.2478	-0.0114	0.0152	-0.0215	27.5718	-12.9379	-4.1652	-0.2903	0.6419	-0.2758	-0.6540
0.17	-9.5233	-0.1614	0.2409	-0.0102	0.0181	-0.0142	27.6800	-13.0546	-4.0428	-0.2903	0.6419	-0.2758	-0.6539
0.18	-9.5402	-0.1599	0.2379	-0.0113	0.0209	-0.0139	28.2527	-13.1430	-3.7748	-0.2903	0.6420	-0.2759	-0.6538
0.19	-9.4974	-0.1699	0.2300	-0.0120	0.0186	-0.0108	28.0533	-13.1105	-4.2037	-0.2902	0.6420	-0.2759	-0.6538
0.2	-9.5396	-0.1564	0.2370	-0.0136	0.0245	-0.0201	27.9041	-13.2009	-4.1553	-0.2901	0.6421	-0.2760	-0.6537
0.21	-9.5529	-0.1718	0.2068	-0.0239	0.0247	-0.0159	28.2774	-13.2486	-4.0333	-0.2901	0.6422	-0.2760	-0.6536
0.22	-9.5329	-0.1854	0.2274	-0.0166	0.0121	-0.0135	28.5503	-12.9760	-3.5263	-0.2900	0.6423	-0.2760	-0.6536
0.23	-9.5505	-0.1921	0.1992	-0.0177	0.0094	-0.0114	28.4965	-12.9196	-3.4644	-0.2899	0.6423	-0.2761	-0.6536
0.24	-9.5233	-0.2043	0.2186	-0.0165	0.0073	-0.0124	27.8437	-13.4089	-3.8939	-0.2899	0.6424	-0.2761	-0.6535
0.25	-9.5517	-0.1935	0.2067	-0.0092	0.0023	-0.0144	27.9737	-13.9060	-3.8483	-0.2898	0.6424	-0.2761	-0.6535
0.26	-9.5246	-0.1751	0.2119	-0.0092	0.0059	-0.0090	27.9106	-13.1263	-3.8952	-0.2898	0.6424	-0.2762	-0.6535
0.27	-9.5138	-0.1736	0.2165	-0.0093	0.0127	-0.0199	27.8336	-12.9177	-3.9950	-0.2898	0.6424	-0.2762	-0.6535
0.28	-9.5263	-0.1777	0.2050	-0.0094	0.0097	-0.0190	27.7160	-13.0310	-4.0943	-0.2898	0.6425	-0.2763	-0.6534
0.29	-9.5173	-0.1754	0.2130	-0.0096	0.0106	-0.0206	27.8494	-12.9585	-3.9919	-0.2898	0.6425	-0.2763	-0.6534
0.3	-9.5141	-0.1643	0.2184	-0.0059	0.0151	-0.0151	27.8012	-13.0108	-3.9465	-0.2897	0.6425	-0.2764	-0.6533
0.31	-9.5324	-0.1542	0.2090	-0.0031	0.0162	-0.0210	27.8317	-12.9578	-3.8902	-0.2897	0.6426	-0.2764	-0.6532
0.32	-9.5279	-0.1398	0.2107	-0.0100	0.0077	-0.0212	27.6915	-13.1342	-3.9176	-0.2897	0.6426	-0.2765	-0.6532
0.33	-9.5408	-0.1322	0.1951	-0.0087	0.0162	-0.0250	27.7766	-12.9808	-3.9132	-0.2897	0.6427	-0.2765	-0.6531
0.34	-9.4986	-0.1432	0.1855	-0.0087	0.0140	-0.0241	27.8588	-13.0775	-3.8475	-0.2897	0.6428	-0.2765	-0.6531
0.35	-9.5207	-0.1491	0.1865	-0.0150	0.0135	-0.0220	27.6758	-12.9719	-3.7740	-0.2897	0.6428	-0.2765	-0.6530
0.36	-9.5136	-0.1650	0.1609	-0.0288	0.0077	-0.0122	27.8120	-12.7650	-4.0372	-0.2896	0.6429	-0.2765	-0.6530
0.37	-9.4963	-0.1649	0.1768	-0.0208	0.0049	-0.0098	27.9425	-13.0553	-4.0689	-0.2895	0.6429	-0.2765	-0.6530
0.38	-9.5244	-0.1624	0.1593	-0.0276	0.0177	-0.0133	27.8758	-13.1625	-3.8745	-0.2894	0.6430	-0.2765	-0.6530
0.39	-9.5275	-0.1845	0.1664	-0.0285	0.0112	-0.0093	28.1373	-13.1656	-4.0260	-0.2893	0.6430	-0.2765	-0.6529
0.4	-9.5499	-0.1872	0.1525	-0.0196	0.0111	-0.0078	28.0348	-13.3075	-3.9796	-0.2892	0.6431	-0.2766	-0.6529
0.41	-9.5759	-0.1814	0.1467	-0.0187	0.0205	-0.0093	27.9173	-13.0997	-4.0061	-0.2891	0.6431	-0.2766	-0.6529
0.42	-9.5802	-0.1896	0.1308	-0.0184	0.0158	-0.0103	27.8147	-12.9815	-3.9993	-0.2891	0.6432	-0.2767	-0.6528
0.43	-9.5900	-0.1770	0.1393	-0.0131	0.0103	-0.0084	27.8028	-12.7262	-4.0076	-0.2890	0.6432	-0.2767	-0.6528
0.44	-9.5969	-0.1716	0.1271	-0.0107	0.0046	-0.0087	27.6790	-12.7960	-4.0196	-0.2890	0.6432	-0.2768	-0.6528
0.45	-9.5765	-0.1597	0.1348	-0.0090	0.0029	-0.0093	27.8846	-13.1095	-3.9196	-0.2889	0.6432	-0.2768	-0.6528
0.46	-9.5906	-0.1424	0.1274	-0.0096	0.0012	-0.0081	28.1475	-13.0504	-3.8868	-0.2889	0.6432	-0.2769	-0.6528
0.47	-9.5609	-0.1461	0.1424	-0.0014	-0.0084	-0.0117	27.8549	-12.9526	-3.7977	-0.2889	0.6432	-0.2769	-0.6528
0.48	-9.5675	-0.1304	0.1528	-0.0095	-0.0144	-0.0141	27.8327	-12.8021	-4.1072	-0.2889	0.6431	-0.2770	-0.6528
0.49	-9.5626	-0.1307	0.1546	-0.0018	-0.0155	-0.0136	27.7019	-12.8938	-4.0055	-0.2889	0.6431	-0.2770	-0.6529
0.5	-9.5384	-0.1280	0.1684	-0.0062	-0.0145	-0.0156	27.6680	-13.1467	-3.9953	-0.2889	0.6430	-0.2770	-0.6529
0.51	-9.5363	-0.1283	0.1813	-0.0107	-0.0139	-0.0145	28.0664	-12.9655	-4.0029	-0.2889	0.6430	-0.2770	-0.6530
0.52	-9.5167	-0.1326	0.1895	-0.0092	-0.0214	-0.0231	27.8347	-12.7921	-4.0141	-0.2890	0.6429	-0.2770	-0.6530
0.53	-9.5085	-0.1244	0.2006	-0.0101	-0.0246	-0.0114	27.6877	-12.8227	-3.9009	-0.2890	0.6428	-0.2770	-0.6531
0.54	-9.5124	-0.1369	0.2070	-0.0096	-0.0210	-0.0162	27.6577	-12.9386	-3.9200	-0.2890	0.6428	-0.2770	-0.6531
0.55	-9.4986	-0.1543	0.2052	-0.0103	-0.0229	-0.0124	27.7909	-13.0649	-3.8931	-0.2890	0.6427	-0.2770	-0.6532
0.56	-9.4905	-0.1434	0.2175	-0.0093	-0.0236	-0.0113	27.9370	-13.0826	-3.9998	-0.2890	0.6426	-0.2770	-0.6533
0.57	-9.5043	-0.1444	0.1975	-0.0100	-0.0177	-0.0097	27.8492	-13.0663	-4.0065	-0.2890	0.6425	-0.2770	-0.6533
0.58	-9.4539	-0.1456	0.2156	-0.0076	-0.0063	-0.0090	27.8840	-13.4298	-3.9821	-0.2890	0.6425	-0.2771	-0.6534
0.59	-9.5102	-0.1771	0.1990	-0.0094	-0.0033	-0.0086	28.0724	-13.3140	-4.0059	-0.2890	0.6425	-0.2771	-0.6534
0.6	-9.4771	-0.1623	0.1874	-0.0073	-0.0146	-0.0100	27.7444	-12.9275	-3.9835	-0.2890	0.6424	-0.2772	-0.6534
0.61	-9.5074	-0.1553	0.2059	0.0054	0.0034	-0.0135	28.0262	-13.0227	-4.0388	-0.2890	0.6424	-0.2772	-0.6534
0.62	-9.5163	-0.1632	0.1670	0.0127	-0.0026	-0.0122	28.0814	-12.9422	-3.9028	-0.2891	0.6424	-0.2773	-0.6534
0.63	-9.5122	-0.1215	0.2065	0.0072	-0.0045	-0.0122	27.7760	-13.1081	-4.0034	-0.2891	0.6423	-0.2774	-0.6534
0.64	-9.5367	-0.1452	0.1712	0.0079	-0.0112	-0.0124	27.9559	-13.0283	-4.0892	-0.2892	0.6422	-0.2775	-0.6534
0.65	-9.5258	-0.0781	0.2040	0.0179	-0.0008	-0.0200	27.8361	-13.0202	-3.6548	-0.2892	0.6422	-0.2776	-0.6533
0.66	-9.5291	-0.1195	0.1686	0.0045	0.0039	-0.0225	27.8292	-13.0884	-3.8753	-0.2893	0.6422	-0.2777	-0.6533
0.67	-9.5283	-0.0865	0.1863	0.0118	-0.0028	-0.0212	27.7027	-13.0833	-4.0441	-0.2894	0.6422	-0.2778	-0.6533
