time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-8.9733	-0.5800	-1.1846	-0.0370	-0.2329	-0.0116	27.3062	18.0724	2.3773	-0.3157	0.6913	-0.3112	-0.5707
0.01	-8.9487	-0.5858	-1.0975	-0.0279	-0.1742	-0.0264	27.8913	17.9757	2.6862	-0.3158	0.6907	-0.3110	-0.5713
0.02	-8.9196	-0.5918	-1.1261	-0.0088	-0.1152	-0.0336	28.1424	18.3671	2.6843	-0.3160	0.6904	-0.3109	-0.5718
0.03	-9.1124	-0.5926	-1.0958	0.0006	-0.0457	-0.0376	27.7995	18.2582	2.4144	-0.3161	0.6901	-0.3109	-0.5719
0.04	-9.3546	-0.5512	-1.1546	0.0101	0.0290	-0.0342	27.4538	18.0608	2.2386	-0.3161	0.6901	-0.3111	-0.5719
0.05	-9.4471	-0.4872	-1.2126	0.0170	0.0483	-0.0311	27.2545	18.1930	2.1411	-0.3161	0.6902	-0.3114	-0.5717
0.06	-9.5953	-0.4127	-1.2186	0.0182	0.0660	-0.0312	27.6169	18.2064	2.0784	-0.3160	0.6902	-0.3116	-0.5714
0.07	-9.7208	-0.3715	-1.2829	-0.0053	0.0721	-0.0389	27.4553	18.0973	2.2441	-0.3160	0.6905	-0.3119	-0.5712
0.08	-9.7603	-0.3513	-1.3194	-0.0225	0.0536	-0.0494	27.2443	18.1096	2.1463	-0.3158	0.6906	-0.3119	-0.5710
0.09	-9.6535	-0.3223	-1.3224	-0.0408	0.0367	-0.0640	27.1786	18.1215	2.0799	-0.3158	0.6908	-0.3119	-0.5709
0.1	-9.6185	-0.3111	-1.3328	-0.0737	0.0267	-0.0805	27.5278	18.0177	2.2145	-0.3156	0.6909	-0.3117	-0.5708
0.11	-9.5756	-0.3441	-1.3805	-0.0959	0.0268	-0.0912	27.4518	17.9106	2.3313	-0.3154	0.6912	-0.3114	-0.5707
0.12	-9.5348	-0.4268	-1.3934	-0.1277	0.0317	-0.0985	27.4116	17.9544	2.2367	-0.3151	0.6915	-0.3110	-0.5707
0.13	-9.5452	-0.4966	-1.4490	-0.1464	0.0358	-0.0923	27.6119	17.9143	2.1836	-0.3147	0.6919	-0.3106	-0.5707
0.14	-9.7055	-0.5269	-1.4768	-0.1638	0.0437	-0.0876	27.5564	17.9687	2.2330	-0.3143	0.6924	-0.3102	-0.5708
0.15	-9.7307	-0.5676	-1.5319	-0.1753	0.0436	-0.0970	27.4755	17.8725	2.1562	-0.3138	0.6927	-0.3096	-0.5707
0.16	-9.7426	-0.6219	-1.5393	-0.1901	0.0264	-0.0909	27.4967	17.8886	2.1260	-0.3133	0.6932	-0.3091	-0.5709
0.17	-9.8115	-0.6646	-1.5652	-0.1989	0.0117	-0.0776	27.4940	18.0428	2.4399	-0.3127	0.6935	-0.3084	-0.5710
0.18	-9.8010	-0.6996	-1.5725	-0.2105	-0.0106	-0.0733	27.3702	18.0230	2.3361	-0.3121	0.6938	-0.3078	-0.5713
