name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	95.550	34.838	35.433	107.699	20.032	19.208	-20.032	0.393	4	3
Fp2	95.185	-32.923	34.539	106.476	-19.080	18.928	19.080	0.395	6	7
F7	51.374	80.546	35.854	102.041	57.469	20.571	-57.469	0.386	4	1
F3	63.217	55.802	85.086	119.791	41.435	45.258	-41.435	0.249	5	3
Fz	65.450	-0.949	108.974	127.121	-0.831	59.008	0.831	0.172	5	3
F4	63.134	-51.329	84.725	117.469	-39.112	46.158	39.112	0.244	14	7
F8	48.819	-77.902	31.932	97.322	-57.926	19.154	57.926	0.394	13	14
FC5	30.093	83.524	68.040	111.854	70.186	37.466	-70.186	0.292	0	0
FC1	33.246	36.883	122.509	132.190	47.969	67.936	-47.969	0.123	10	5
FC2	32.541	-35.626	120.280	129.597	-47.592	68.142	47.592	0.121	5	2
FC6	27.771	-81.676	64.521	107.727	-71.221	36.793	71.221	0.296	10	5
T7	-7.285	94.898	36.171	101.819	94.390	20.809	-94.390	0.384	7	2
C3	-1.135	68.479	109.386	129.058	90.949	57.949	-90.949	0.178	10	7
Cz	-1.033	-0.147	141.584	141.588	-171.876	89.578	171.876	0.002	1	0
C4	-2.286	-68.791	103.879	124.613	-91.903	56.472	91.903	0.186	3	0
T8	-8.972	-92.108	33.459	98.407	-95.564	19.878	95.564	0.390	14	6
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	0	1
CP5	-37.454	83.521	74.843	118.237	114.153	39.271	-114.153	0.282	2	0
CP1	-37.114	36.566	134.248	144.003	135.426	68.789	-135.426	0.118	6	1
CP2	-39.234	-35.305	132.096	142.250	-138.017	68.220	138.017	0.121	10	3
CP6	-36.857	-81.720	76.441	117.812	-114.276	40.454	114.276	0.275	12	5
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	4
P7	-68.122	76.617	45.856	112.310	131.641	24.098	-131.641	0.366	0	0
P3	-71.801	55.494	99.907	134.968	142.300	47.751	-142.300	0.235	4	1
Pz	-73.242	0.342	119.723	140.350	179.732	58.543	-179.732	0.175	10	4
P4	-70.731	-53.305	96.288	130.827	-142.997	47.391	142.997	0.237	4	1
P8	-71.195	-72.656	44.887	111.187	-134.418	23.810	134.418	0.368	2	1
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	13
O1	-106.977	33.971	53.284	124.247	162.382	25.395	-162.382	0.359	15	9
Oz	-111.877	1.463	53.884	124.186	179.251	25.715	-179.251	0.357	22	11
O2	-107.778	-27.716	48.179	121.266	-165.578	23.410	165.578	0.370	10	4
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	3
AF7	75.870	63.248	35.093	104.824	39.816	19.559	-39.816	0.391	6	6
AF3	85.439	38.914	70.271	117.270	24.487	36.815	-24.487	0.295	11	7
AF4	86.346	-37.723	67.643	115.992	-23.600	35.674	23.600	0.302	3	2
AF8	77.145	-58.389	32.156	101.954	-37.121	18.385	37.121	0.398	3	4
