name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	100.782	34.633	49.614	117.550	18.965	24.965	-18.965	0.361	8	2
Fp2	99.587	-31.962	50.870	116.305	-17.794	25.937	17.794	0.356	5	1
F7	49.167	80.541	46.752	105.309	58.597	26.356	-58.597	0.354	12	8
F3	58.558	58.601	93.257	124.740	45.021	48.384	-45.021	0.231	6	4
Fz	64.743	6.000	120.030	136.509	5.294	61.555	-5.294	0.158	9	3
F4	58.626	-49.901	99.578	125.868	-40.403	52.291	40.403	0.209	11	10
F8	46.421	-74.688	49.159	100.746	-58.138	29.206	58.138	0.338	18	13
FC5	23.458	83.468	75.131	114.725	74.302	40.910	-74.302	0.273	19	11
FC1	26.960	42.200	127.912	137.365	57.427	68.620	-57.427	0.119	15	16
FC2	28.260	-29.532	129.943	136.220	-46.261	72.539	46.261	0.097	5	2
FC6	20.713	-77.086	79.047	112.338	-74.960	44.721	74.960	0.252	17	10
T7	-14.028	95.626	38.626	104.082	98.346	21.784	-98.346	0.379	12	6
C3	-12.328	73.899	110.911	133.844	99.471	55.961	-99.471	0.189	9	4
Cz	-9.224	7.881	143.325	143.838	139.487	85.161	-139.487	0.027	8	4
C4	-13.870	-62.977	114.919	131.775	-102.420	60.701	102.420	0.163	13	7
T8	-12.416	-86.861	42.725	97.593	-98.135	25.963	98.135	0.356	16	9
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	4
CP5	-46.141	89.975	74.209	125.425	117.150	36.275	-117.150	0.298	18	10
CP1	-48.189	43.485	131.854	146.964	137.937	63.790	-137.937	0.146	16	13
CP2	-47.325	-27.846	134.671	145.435	-149.527	67.818	149.527	0.123	15	8
CP6	-49.452	-77.015	80.062	121.601	-122.705	41.178	122.705	0.271	13	12
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	3
P7	-76.636	82.155	40.751	119.512	133.009	19.937	-133.009	0.389	16	7
P3	-85.302	61.650	93.092	140.511	144.143	41.493	-144.143	0.269	11	4
Pz	-86.527	7.894	115.537	144.561	174.787	53.056	-174.787	0.205	13	7
P4	-82.102	-48.312	99.397	137.676	-149.526	46.217	149.526	0.243	6	2
P8	-75.438	-71.169	46.587	113.694	-136.668	24.190	136.668	0.366	18	6
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	4
O1	-119.393	36.258	45.259	132.732	163.107	19.937	-163.107	0.389	8	3
Oz	-122.090	6.238	48.680	131.585	177.075	21.713	-177.075	0.379	12	3
O2	-117.485	-24.095	47.050	128.829	-168.410	21.421	168.410	0.381	19	11
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	15	11
AF7	79.430	64.336	44.804	111.605	39.006	23.669	-39.006	0.369	13	8
AF3	86.401	40.493	80.195	124.644	25.111	40.045	-25.111	0.278	15	11
AF4	85.029	-35.585	80.518	122.390	-22.709	41.138	22.709	0.271	8	2
AF8	78.240	-58.939	50.353	110.140	-36.991	27.205	36.991	0.349	14	14
F5	57.180	71.366	69.987	115.156	51.297	37.428	-51.297	0.292	7	5
F1	61.096	34.703	111.638	131.910	29.597	57.814	-29.597	0.179	6	6
F2	61.689	-26.279	114.664	132.830	-23.074	59.682	23.074	0.168	7	4
F6	54.160	-66.939	74.109	113.606	-51.024	40.718	51.024	0.274	5	4
AFz	92.478	5.554	88.210	127.922	3.437	43.595	-3.437	0.258	6	4
FT7	20.112	89.777	43.999	101.982	77.373	25.559	-77.373	0.358	18	6
FC3	24.331	68.865	104.175	127.228	70.541	54.966	-70.541	0.195	8	5
FC4	21.510	-60.452	108.565	126.110	-70.413	59.416	70.413	0.170	10	4
FT8	17.244	-83.686	45.914	96.999	-78.357	28.252	78.357	0.343	15	10
FCz	30.228	7.063	136.683	140.164	13.152	77.204	-13.152	0.071	7	3
C5	-10.847	91.138	75.215	118.664	96.787	39.335	-96.787	0.281	15	8
C1	-10.358	45.637	133.027	141.019	102.788	70.619	-102.788	0.108	5	7
C2	-8.736	-30.050	136.783	140.317	-106.210	77.113	106.210	0.072	17	5
C6	-15.900	-82.798	76.005	113.513	-100.870	42.034	100.870	0.266	18	11
TP7	-46.589	93.030	41.167	111.892	116.602	21.587	-116.602	0.380	18	9
CP3	-48.493	74.385	107.017	139.059	123.101	50.316	-123.101	0.220	9	4
CPz	-50.836	9.067	137.990	147.335	169.887	69.483	-169.887	0.114	9	5
CP4	-48.926	-57.905	111.418	134.762	-130.195	55.769	130.195	0.190	19	7
TP8	-45.362	-83.176	45.626	105.156	-118.607	25.715	118.607	0.357	20	4
P5	-79.149	76.764	69.170	130.160	135.876	32.101	-135.876	0.322	13	6
P1	-81.989	39.719	113.059	145.197	154.153	51.138	-154.153	0.216	10	4
P2	-82.969	-21.313	114.973	143.377	-165.594	53.311	165.594	0.204	7	4
P6	-79.982	-63.489	76.739	127.737	-141.558	36.924	141.558	0.295	12	4
PO7	-100.439	63.474	42.291	126.117	147.709	19.593	-147.709	0.391	10	3
PO3	-108.770	42.430	74.873	138.698	158.690	32.672	-158.690	0.318	12	5
POz	-110.116	6.804	85.436	139.539	176.464	37.754	-176.464	0.290	9	4
PO4	-107.399	-30.036	79.026	136.682	-164.375	35.322	164.375	0.304	11	4
PO8	-98.912	-53.741	46.364	121.743	-151.484	22.386	151.484	0.376	14	5
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	9	6
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	8	7
LPA	0.000	92.298	0.000	92.298	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-81.575	0.000	81.575	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	104.647	-0.000	0.000	104.647	-0.000	0.000	0.000	0.500	n/a	n/a
