time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-0.9902	-10.0210	-0.7369	-0.0201	0.0279	-0.0177	19.9967	-3.2290	-5.8221	0.6688	-0.7233	-0.0914	0.1450
0.01	-0.9980	-10.1010	-0.6908	-0.0119	0.0256	-0.0265	20.1102	-3.0728	-5.6750	0.6688	-0.7234	-0.0914	0.1449
0.02	-0.9804	-10.1089	-0.7170	-0.0156	0.0198	-0.0237	20.0987	-2.9566	-6.0005	0.6688	-0.7235	-0.0914	0.1448
0.03	-0.9743	-10.0771	-0.7422	-0.0120	0.0174	-0.0287	20.0229	-3.1607	-5.9240	0.6687	-0.7235	-0.0915	0.1447
0.04	-0.9470	-10.1004	-0.7347	0.0002	0.0164	-0.0270	19.9749	-3.2213	-5.9182	0.6687	-0.7236	-0.0915	0.1446
0.05	-0.9150	-10.0889	-0.7151	0.0079	0.0050	-0.0271	20.0429	-3.3650	-5.9952	0.6687	-0.7235	-0.0916	0.1446
0.06	-0.9149	-10.0919	-0.6996	0.0039	0.0101	-0.0303	20.3604	-3.2505	-5.6323	0.6688	-0.7236	-0.0916	0.1445
0.07	-0.9032	-10.0442	-0.7337	0.0084	0.0081	-0.0284	20.6940	-3.1010	-5.5733	0.6687	-0.7234	-0.0916	0.1444
0.08	-0.9073	-10.0566	-0.7030	0.0233	0.0111	-0.0295	20.3555	-3.3920	-5.6802	0.6689	-0.7235	-0.0917	0.1444
0.09	-0.9028	-10.0588	-0.7014	0.0151	0.0116	-0.0261	19.9749	-3.6880	-5.8317	0.6689	-0.7234	-0.0917	0.1443
0.1	-0.9057	-9.9929	-0.7211	0.0180	0.0083	-0.0194	20.0350	-3.6937	-5.8290	0.6690	-0.7234	-0.0917	0.1443
0.11	-0.9315	-10.0482	-0.6789	0.0173	0.0102	-0.0296	20.0656	-3.1035	-5.8459	0.6690	-0.7233	-0.0917	0.1443
0.12	-0.9078	-10.0191	-0.7163	-0.0038	0.0073	-0.0312	19.9076	-3.3254	-5.9761	0.6690	-0.7233	-0.0918	0.1442
0.13	-0.8846	-10.0244	-0.7203	-0.0048	-0.0001	-0.0320	20.0984	-3.3954	-5.8571	0.6690	-0.7233	-0.0919	0.1442
0.14	-0.8451	-10.0515	-0.7156	0.0017	0.0048	-0.0279	20.1778	-3.4908	-5.8237	0.6690	-0.7232	-0.0920	0.1441
0.15	-0.8418	-10.0589	-0.7056	-0.0019	0.0020	-0.0181	19.8221	-3.0717	-5.9632	0.6691	-0.7234	-0.0920	0.1441
0.16	-0.8673	-10.0726	-0.7246	-0.0026	0.0148	-0.0092	19.9047	-3.1721	-5.9297	0.6690	-0.7233	-0.0920	0.1441
0.17	-0.8900	-10.0764	-0.7514	-0.0030	0.0017	-0.0052	19.8484	-3.3249	-5.9498	0.6690	-0.7234	-0.0920	0.1442
0.18	-0.8880	-10.0894	-0.7611	-0.0028	-0.0073	-0.0068	19.9796	-3.0522	-5.8530	0.6689	-0.7233	-0.0920	0.1442
0.19	-0.8794	-10.0956	-0.7648	-0.0027	-0.0040	-0.0061	19.8477	-2.9793	-5.8360	0.6689	-0.7234	-0.0920	0.1443
0.2	-0.8843	-10.1024	-0.7579	0.0120	-0.0026	-0.0059	19.7342	-3.0372	-5.8951	0.6689	-0.7234	-0.0920	0.1444
0.21	-0.8862	-10.0851	-0.7568	0.0234	-0.0013	-0.0060	19.9710	-3.1777	-6.0441	0.6689	-0.7232	-0.0920	0.1444
0.22	-0.8867	-10.0919	-0.7422	0.0221	0.0005	-0.0058	19.9627	-3.2754	-5.9294	0.6691	-0.7233	-0.0920	0.1445
0.23	-0.8746	-10.0877	-0.7452	0.0232	0.0031	-0.0094	19.7014	-2.9720	-5.9392	0.6691	-0.7231	-0.0920	0.1445
0.24	-0.8689	-10.0757	-0.7433	0.0243	0.0066	-0.0073	19.9500	-3.3363	-5.9624	0.6692	-0.7231	-0.0919	0.1446
0.25	-0.8696	-10.0607	-0.7338	0.0307	0.0087	-0.0048	19.9877	-3.2753	-5.8254	0.6692	-0.7229	-0.0919	0.1446
0.26	-0.8888	-10.0636	-0.7178	0.0275	0.0040	-0.0055	19.8307	-3.1453	-5.7690	0.6694	-0.7229	-0.0918	0.1447
0.27	-0.8917	-10.0870	-0.7096	0.0217	0.0057	-0.0056	19.7723	-3.3631	-5.8699	0.6694	-0.7228	-0.0918	0.1447
0.28	-0.8882	-10.0533	-0.7316	0.0297	0.0128	-0.0028	20.1230	-3.3365	-5.8244	0.6695	-0.7228	-0.0917	0.1447
0.29	-0.9331	-10.0528	-0.7134	0.0482	0.0194	-0.0005	20.2731	-3.2738	-5.9415	0.6697	-0.7227	-0.0916	0.1448
0.3	-0.9697	-10.0288	-0.7027	0.0484	0.0270	-0.0044	20.1743	-3.4921	-5.9467	0.6698	-0.7225	-0.0915	0.1448
0.31	-0.9846	-10.0047	-0.6744	0.0491	0.0248	-0.0046	19.9450	-3.3701	-6.0796	0.6700	-0.7224	-0.0914	0.1448
0.32	-1.0060	-10.0022	-0.6559	0.0432	0.0212	-0.0048	19.9923	-3.3318	-5.9111	0.6701	-0.7222	-0.0912	0.1447
0.33	-1.0084	-10.0001	-0.6676	0.0255	0.0153	-0.0057	19.9297	-3.2727	-5.9640	0.6702	-0.7222	-0.0912	0.1448
0.34	-0.9927	-10.0293	-0.6666	0.0230	0.0074	-0.0109	19.8892	-3.2138	-5.7214	0.6703	-0.7221	-0.0911	0.1448
0.35	-0.9862	-10.0400	-0.6808	0.0228	0.0032	-0.0077	20.0725	-3.4313	-5.9086	0.6704	-0.7221	-0.0911	0.1448
0.36	-0.9855	-10.0265	-0.6876	0.0227	0.0026	-0.0106	19.9694	-3.4288	-6.0374	0.6704	-0.7220	-0.0911	0.1449
0.37	-0.9829	-10.0309	-0.6821	0.0231	0.0041	-0.0118	19.9353	-3.2243	-5.7912	0.6705	-0.7219	-0.0911	0.1449
0.38	-0.9698	-10.0423	-0.6738	0.0206	0.0048	-0.0079	19.8634	-3.2471	-5.8754	0.6706	-0.7219	-0.0911	0.1449
0.39	-0.9656	-10.0372	-0.6882	0.0078	-0.0005	-0.0087	19.8721	-3.0566	-5.8215	0.6705	-0.7218	-0.0911	0.1450
0.4	-0.9651	-10.0259	-0.7005	0.0166	0.0143	-0.0098	20.0079	-3.2067	-6.0843	0.6706	-0.7218	-0.0910	0.1450
0.41	-0.9611	-10.0546	-0.6779	0.0153	0.0033	-0.0175	20.0540	-3.1558	-5.8172	0.6706	-0.7217	-0.0910	0.1450
0.42	-0.9627	-10.0607	-0.6770	0.0109	-0.0001	-0.0075	19.8696	-3.1959	-5.7079	0.6707	-0.7218	-0.0911	0.1450
0.43	-0.9853	-10.0314	-0.6978	0.0195	0.0050	-0.0064	19.8812	-3.0691	-5.8948	0.6707	-0.7216	-0.0910	0.1451
0.44	-0.9872	-10.0519	-0.6783	0.0234	0.0028	-0.0182	19.8775	-3.1001	-5.7912	0.6708	-0.7216	-0.0910	0.1451
0.45	-0.9627	-10.0576	-0.6704	0.0230	0.0130	-0.0102	19.6810	-3.2437	-5.7798	0.6709	-0.7215	-0.0910	0.1451
0.46	-0.9701	-10.0366	-0.6783	0.0231	0.0078	-0.0088	19.8361	-3.2733	-5.9385	0.6709	-0.7214	-0.0910	0.1451
0.47	-0.9890	-10.0251	-0.6781	0.0230	0.0040	-0.0198	20.1245	-3.3492	-6.0559	0.6711	-0.7215	-0.0910	0.1451
0.48	-0.9803	-10.0368	-0.6523	0.0233	0.0055	-0.0146	19.9806	-3.3838	-5.8276	0.6711	-0.7213	-0.0910	0.1451
0.49	-0.9639	-10.0714	-0.6293	0.0155	0.0057	-0.0227	20.0077	-3.5058	-5.9687	0.6712	-0.7213	-0.0910	0.1451
0.5	-0.9586	-10.0394	-0.6616	0.0190	0.0029	-0.0202	20.1719	-3.5572	-6.0656	0.6711	-0.7212	-0.0910	0.1451
0.51	-0.9482	-10.0549	-0.6554	0.0222	0.0040	-0.0115	19.9987	-3.4640	-5.7461	0.6713	-0.7212	-0.0910	0.1451
0.52	-0.9308	-10.0729	-0.6207	0.0213	0.0030	-0.0113	19.9509	-3.3291	-5.7946	0.6713	-0.7211	-0.0910	0.1452
0.53	-0.9401	-10.0466	-0.6261	0.0240	0.0149	-0.0061	19.9834	-3.2879	-5.9409	0.6714	-0.7210	-0.0909	0.1452
0.54	-0.9532	-10.0525	-0.6190	0.0226	0.0130	-0.0084	19.8531	-3.2492	-5.9419	0.6715	-0.7210	-0.0909	0.1452
0.55	-0.9473	-10.0760	-0.6127	0.0239	0.0201	-0.0061	19.8904	-3.4002	-5.7863	0.6715	-0.7209	-0.0908	0.1452
0.56	-0.9623	-10.0460	-0.6308	0.0224	0.0248	-0.0047	20.0924	-3.2816	-5.7152	0.6716	-0.7209	-0.0907	0.1452
0.57	-0.9829	-10.0136	-0.6264	0.0311	0.0211	-0.0090	20.6744	-3.0566	-5.4741	0.6716	-0.7207	-0.0906	0.1451
0.58	-0.9839	-9.9981	-0.6047	0.0311	0.0249	-0.0078	20.3197	-3.2470	-5.7509	0.6718	-0.7207	-0.0905	0.1451
0.59	-0.9975	-9.9898	-0.5781	0.0237	0.0228	-0.0056	19.8782	-3.6345	-5.6785	0.6719	-0.7206	-0.0904	0.1451
0.6	-1.0402	-9.9856	-0.5879	0.0112	0.0284	-0.0055	20.0599	-3.8631	-5.8841	0.6719	-0.7207	-0.0903	0.1451
0.61	-1.0517	-9.9918	-0.6204	0.0013	0.0281	-0.0141	20.1013	-3.2247	-5.7967	0.6719	-0.7206	-0.0902	0.1450
0.62	-1.0439	-10.0186	-0.6346	-0.0017	0.0276	-0.0168	19.9128	-3.3591	-5.6145	0.6719	-0.7207	-0.0902	0.1449
0.63	-1.0450	-10.0307	-0.6412	0.0001	0.0203	-0.0188	19.5785	-3.4440	-5.9762	0.6719	-0.7207	-0.0902	0.1448
0.64	-1.0588	-10.0314	-0.6314	-0.0014	0.0116	-0.0170	19.7980	-3.2296	-5.7828	0.6719	-0.7207	-0.0902	0.1448
0.65	-1.0579	-10.0742	-0.6093	-0.0023	0.0112	-0.0180	20.1661	-3.2114	-5.9569	0.6719	-0.7208	-0.0902	0.1448
0.66	-1.0254	-10.0586	-0.6485	-0.0029	0.0052	-0.0259	20.1377	-3.3898	-5.8625	0.6719	-0.7208	-0.0902	0.1447
0.67	-1.0208	-10.0510	-0.6619	0.0050	0.0002	-0.0290	20.0666	-3.4041	-6.0165	0.6719	-0.7208	-0.0903	0.1447
0.68	-1.0010	-10.0391	-0.6531	0.0195	-0.0020	-0.0302	20.0934	-3.4123	-5.8893	0.6719	-0.7207	-0.0904	0.1447
0.69	-0.9864	-10.0457	-0.6137	0.0158	-0.0052	-0.0295	20.1959	-3.3778	-5.8027	0.6720	-0.7207	-0.0905	0.1447
0.7	-0.9970	-10.0288	-0.6229	0.0037	-0.0064	-0.0317	19.7616	-3.2716	-5.7923	0.6720	-0.7206	-0.0906	0.1447
0.71	-1.0055	-10.0137	-0.6362	0.0024	-0.0087	-0.0309	19.7767	-3.4100	-5.9133	0.6719	-0.7206	-0.0907	0.1447
0.72	-0.9830	-10.0744	-0.6208	-0.0012	-0.0075	-0.0317	20.0499	-3.4000	-5.8821	0.6720	-0.7207	-0.0908	0.1447
0.73	-0.9621	-10.0930	-0.6410	-0.0028	-0.0056	-0.0313	20.1081	-3.1280	-5.8354	0.6719	-0.7206	-0.0910	0.1447
0.74	-0.9693	-10.0434	-0.6792	0.0047	-0.0103	-0.0292	20.0202	-3.4122	-5.9410	0.6719	-0.7207	-0.0911	0.1447
0.75	-0.9821	-10.0431	-0.6470	0.0235	-0.0122	-0.0309	19.9738	-3.3030	-5.8840	0.6719	-0.7205	-0.0912	0.1447
0.76	-0.9816	-10.0835	-0.5858	0.0129	-0.0074	-0.0313	20.1420	-3.1222	-6.0465	0.6720	-0.7205	-0.0913	0.1447
0.77	-0.9814	-10.0146	-0.6367	0.0002	-0.0079	-0.0308	20.0097	-3.2617	-5.9437	0.6720	-0.7205	-0.0914	0.1447
0.78	-0.9687	-10.0330	-0.6280	0.0044	-0.0153	-0.0357	20.0019	-3.1963	-5.8259	0.6720	-0.7205	-0.0916	0.1447
0.79	-0.8847	-10.0293	-0.6285	0.0139	-0.0216	-0.0383	19.9824	-3.3335	-5.8019	0.6720	-0.7204	-0.0918	0.1448
0.8	-0.8860	-10.0602	-0.5813	0.0123	-0.0136	-0.0303	19.9171	-3.1699	-5.8409	0.6720	-0.7204	-0.0919	0.1448
0.81	-0.9277	-10.0404	-0.6116	-0.0069	-0.0057	-0.0265	20.0829	-3.3108	-5.7513	0.6720	-0.7204	-0.0920	0.1448
0.82	-0.9454	-10.0531	-0.6301	-0.0077	-0.0074	-0.0294	20.1046	-3.3059	-5.6909	0.6719	-0.7204	-0.0921	0.1448
0.83	-0.9416	-10.0612	-0.6445	-0.0051	-0.0117	-0.0279	20.0468	-3.3242	-5.9788	0.6720	-0.7205	-0.0922	0.1448
0.84	-0.9422	-10.0651	-0.6383	-0.0000	-0.0094	-0.0335	20.0316	-3.4443	-5.8218	0.6719	-0.7204	-0.0924	0.1448
0.85	-0.9114	-10.0614	-0.6390	0.0036	-0.0090	-0.0352	20.1108	-3.3025	-5.8283	0.6719	-0.7204	-0.0925	0.1448
0.86	-0.8856	-10.0552	-0.6282	0.0151	-0.0055	-0.0281	20.0804	-3.3087	-5.6864	0.6719	-0.7204	-0.0926	0.1448
0.87	-0.8879	-10.0692	-0.6152	0.0089	-0.0078	-0.0293	20.2033	-3.4350	-6.0344	0.6720	-0.7204	-0.0927	0.1448
0.88	-0.8751	-10.0503	-0.6320	0.0035	-0.0079	-0.0259	19.9751	-3.3262	-6.0591	0.6720	-0.7204	-0.0928	0.1448
0.89	-0.8669	-10.0911	-0.6150	0.0114	-0.0025	-0.0213	20.0350	-2.9896	-5.9700	0.6719	-0.7203	-0.0929	0.1448
0.9	-0.8614	-10.0723	-0.6373	0.0113	0.0040	-0.0170	19.8492	-3.2193	-6.0275	0.6720	-0.7203	-0.0929	0.1448
0.91	-0.8742	-10.0680	-0.6333	0.0145	0.0058	-0.0185	19.8724	-3.2918	-5.9665	0.6720	-0.7203	-0.0929	0.1448
0.92	-0.8680	-10.0606	-0.6294	0.0207	0.0041	-0.0171	20.1341	-3.2109	-6.0850	0.6721	-0.7203	-0.0929	0.1449
0.93	-0.8732	-10.0635	-0.6130	0.0230	0.0041	-0.0128	20.0538	-3.1383	-6.1069	0.6721	-0.7201	-0.0929	0.1449
0.94	-0.8945	-10.0618	-0.6117	0.0112	0.0161	-0.0153	20.1325	-3.1515	-5.9614	0.6722	-0.7201	-0.0929	0.1448
0.95	-0.9029	-10.0613	-0.6317	0.0076	0.0095	-0.0203	19.9959	-3.2549	-5.8496	0.6722	-0.7201	-0.0929	0.1448
0.96	-0.9107	-10.0487	-0.6424	0.0211	0.0131	-0.0130	20.0250	-3.2011	-5.7908	0.6722	-0.7200	-0.0929	0.1448
0.97	-0.9313	-10.0437	-0.6261	0.0222	0.0204	-0.0214	19.9397	-3.2405	-5.8582	0.6724	-0.7201	-0.0929	0.1448
0.98	-0.9372	-10.0437	-0.6171	0.0220	0.0191	-0.0202	20.0073	-3.2017	-5.8812	0.6724	-0.7200	-0.0928	0.1447
0.99	-0.9431	-10.0393	-0.6122	0.0128	0.0152	-0.0177	20.2786	-3.2887	-5.7729	0.6724	-0.7200	-0.0928	0.1447
1	-0.9633	-10.0472	-0.6195	0.0014	0.0139	-0.0235	19.8774	-3.3349	-5.9125	0.6723	-0.7199	-0.0928	0.1446
1.01	-0.9657	-10.0656	-0.6192	0.0098	0.0098	-0.0245	19.8873	-3.2888	-5.9195	0.6724	-0.7200	-0.0929	0.1446
1.02	-0.9556	-10.0746	-0.6229	0.0155	0.0022	-0.0275	20.1872	-3.1914	-6.0446	0.6725	-0.7199	-0.0929	0.1445
1.03	-0.9385	-10.0480	-0.6265	0.0177	0.0006	-0.0290	20.2458	-3.3128	-5.9117	0.6725	-0.7198	-0.0930	0.1445
1.04	-0.9173	-10.0403	-0.6081	0.0210	0.0043	-0.0249	20.0349	-3.3090	-5.8077	0.6726	-0.7198	-0.0930	0.1445
1.05	-0.8936	-10.0290	-0.5967	0.0153	-0.0028	-0.0302	20.1299	-3.3179	-5.8146	0.6726	-0.7197	-0.0931	0.1445
1.06	-0.8806	-10.0262	-0.5972	0.0149	-0.0009	-0.0255	20.5098	-3.0850	-5.7955	0.6727	-0.7197	-0.0932	0.1445
1.07	-0.8916	-10.0452	-0.5913	0.0026	0.0061	-0.0225	20.8831	-2.9037	-5.5330	0.6726	-0.7197	-0.0932	0.1445
1.08	-0.9019	-10.0550	-0.6088	-0.0026	0.0038	-0.0155	20.4847	-3.1754	-5.7571	0.6726	-0.7198	-0.0932	0.1445
1.09	-0.9070	-10.0461	-0.6261	0.0049	0.0043	-0.0267	20.0114	-3.6911	-6.0337	0.6726	-0.7197	-0.0933	0.1445
1.1	-0.9082	-10.0381	-0.6224	0.0122	0.0004	-0.0296	20.0746	-3.8241	-5.9798	0.6727	-0.7197	-0.0934	0.1444
1.11	-0.9060	-10.0599	-0.6001	0.0007	0.0021	-0.0275	19.9629	-3.0598	-6.0262	0.6726	-0.7197	-0.0934	0.1444
1.12	-0.9220	-10.0666	-0.6050	-0.0027	0.0064	-0.0228	19.8895	-3.2384	-5.8913	0.6726	-0.7197	-0.0935	0.1444
1.13	-0.9250	-10.0467	-0.6396	-0.0021	0.0030	-0.0287	19.8728	-3.0406	-5.7403	0.6726	-0.7198	-0.0936	0.1444
1.14	-0.8959	-10.0723	-0.6338	0.0067	0.0001	-0.0288	19.6761	-2.9511	-5.8430	0.6725	-0.7197	-0.0936	0.1443
1.15	-0.8821	-10.0718	-0.6239	0.0055	-0.0048	-0.0320	19.8701	-3.2331	-5.7181	0.6726	-0.7198	-0.0938	0.1443
1.16	-0.8952	-10.0687	-0.6138	0.0042	0.0028	-0.0202	19.8580	-3.0820	-5.7865	0.6726	-0.7197	-0.0938	0.1443
1.17	-0.8779	-10.0906	-0.6119	0.0047	-0.0022	-0.0291	19.8000	-3.1477	-5.8618	0.6727	-0.7198	-0.0939	0.1443
1.18	-0.8561	-10.1074	-0.6216	-0.0017	-0.0008	-0.0285	19.7953	-3.1739	-5.8048	0.6725	-0.7197	-0.0940	0.1443
1.19	-0.8522	-10.0881	-0.6446	0.0118	-0.0007	-0.0178	19.8396	-3.1676	-5.9987	0.6726	-0.7197	-0.0940	0.1443
1.2	-0.8580	-10.0403	-0.6260	0.0292	0.0014	-0.0124	19.9079	-3.1832	-6.1620	0.6727	-0.7196	-0.0940	0.1443
1.21	-0.8733	-10.0214	-0.5815	0.0258	0.0056	-0.0160	19.9512	-3.4611	-5.6660	0.6727	-0.7195	-0.0940	0.1443
1.22	-0.9054	-10.0185	-0.5498	0.0235	0.0090	-0.0085	20.1030	-3.3955	-5.9103	0.6729	-0.7195	-0.0940	0.1444
1.23	-0.9351	-9.9995	-0.5816	0.0086	0.0149	-0.0097	19.9065	-3.2412	-6.1242	0.6728	-0.7195	-0.0939	0.1444
1.24	-0.9380	-10.0157	-0.6138	-0.0035	0.0150	-0.0154	20.1297	-3.4417	-5.9618	0.6728	-0.7196	-0.0939	0.1444
1.25	-0.9303	-10.0289	-0.6144	-0.0033	0.0042	-0.0207	20.2741	-3.4429	-6.0262	0.6727	-0.7195	-0.0940	0.1443
1.26	-0.9393	-10.0189	-0.6124	0.0038	0.0001	-0.0233	20.0116	-3.3930	-6.0006	0.6728	-0.7196	-0.0940	0.1443
1.27	-0.9512	-10.0123	-0.6027	0.0092	0.0002	-0.0166	19.9761	-2.8545	-5.8364	0.6728	-0.7195	-0.0941	0.1443
1.28	-0.9399	-9.9990	-0.6044	0.0024	-0.0046	-0.0309	20.0033	-3.3320	-5.9555	0.6727	-0.7195	-0.0942	0.1443
1.29	-0.9223	-10.0325	-0.5980	-0.0046	-0.0049	-0.0317	19.9512	-3.5318	-6.1671	0.6727	-0.7196	-0.0943	0.1443
1.3	-0.8965	-10.0346	-0.6041	-0.0062	-0.0113	-0.0300	19.9148	-3.4061	-5.8862	0.6727	-0.7195	-0.0944	0.1443
1.31	-0.8933	-10.0474	-0.6014	-0.0015	-0.0029	-0.0301	19.7789	-3.1839	-5.8250	0.6727	-0.7196	-0.0945	0.1443
1.32	-0.8848	-10.0643	-0.6081	-0.0098	-0.0038	-0.0266	19.6008	-2.8501	-5.8274	0.6726	-0.7195	-0.0946	0.1443
