onset	duration	trial_type
0	15.18	x0
15.18	0.58	x2
15.76	0.76	x1
16.52	0.1	x2
16.62	1.04	x1
17.66	0.84	x2
18.5	0.14	x1
18.64	0.02	x2
18.66	0.06	x1
18.72	0.14	x2
18.86	0.32	x1
19.18	0.58	x2
19.76	0.04	x1
19.8	0.1	x2
19.9	0.28	x1
20.18	0.08	x2
20.26	0.22	x1
20.48	0.06	x2
20.54	0.02	x1
20.56	0.24	x2
20.8	0.74	x1
21.54	0.02	x2
21.56	0.02	x1
21.58	0.06	x2
21.64	0.04	x1
21.68	0.04	x2
21.72	0.46	x1
22.18	0.4	x2
22.58	0.04	x1
22.62	0.02	x2
22.64	0.04	x1
22.68	0.36	x2
23.04	0.72	x1
23.76	0.1	x2
23.86	0.98	x1
24.84	0.06	x2
24.9	0.08	x1
24.98	0.06	x2
25.04	0.02	x1
25.06	0.02	x2
25.08	0.12	x1
25.2	0.1	x2
25.3	0.1	x1
25.4	0.32	x2
25.72	0.5	x1
26.22	0.06	x2
26.28	0.02	x1
26.3	0.12	x2
26.42	0.02	x1
26.44	0.06	x2
26.5	0.1	x1
26.6	0.16	x2
26.76	0.86	x1
27.62	0.1	x2
27.72	0.1	x1
27.82	0.02	x2
27.84	0.32	x1
28.16	0.22	x2
28.38	0.04	x1
28.42	0.04	x2
28.46	0.26	x1
28.72	0.04	x2
28.76	0.04	x1
28.8	0.4	x2
29.2	0.06	x1
29.26	0.08	x2
29.34	0.02	x1
29.36	0.04	x2
29.4	0.42	x1
29.82	0.08	x2
29.9	0.08	x1
29.98	0.42	x2
30.4	0.02	x1
30.42	0.04	x2
30.46	0.02	x1
30.48	0.1	x2
30.58	0.18	x1
30.76	0.02	x2
30.78	0.08	x1
30.86	0.04	x2
30.9	0.22	x1
31.12	0.14	x2
31.26	0.76	x1
32.02	0.04	x2
32.06	0.1	x1
32.16	0.08	x2
32.24	0.5	x1
32.74	0.04	x2
32.78	1.08	x1
33.86	0.02	x2
33.88	0.2	x1
34.08	0.08	x2
34.16	0.1	x1
34.26	0.02	x2
34.28	0.08	x1
34.36	0.02	x2
34.38	0.08	x1
34.46	0.04	x2
34.5	0.26	x1
34.76	0.02	x2
34.78	0.12	x1
34.9	0.06	x2
34.96	0.02	x1
34.98	0.06	x2
35.04	0.72	x1
35.76	0.06	x2
35.82	0.26	x1
36.08	0.06	x2
36.14	0.08	x1
36.22	0.14	x2
36.36	0.28	x1
36.64	0.04	x2
36.68	0.02	x1
36.7	0.04	x2
36.74	0.08	x1
36.82	0.22	x2
37.04	1.64	x1
38.68	0.06	x2
38.74	0.94	x1
39.68	0.04	x2
39.72	0.02	x1
39.74	0.02	x2
39.76	0.14	x1
39.9	0.02	x2
39.92	0.06	x1
39.98	0.02	x2
40	0.02	x1
40.02	0.06	x2
40.08	0.5	x1
40.58	0.14	x2
40.72	0.08	x1
40.8	0.02	x2
40.82	0.18	x1
41	0.04	x2
41.04	0.2	x1
41.24	0.02	x2
41.26	1.16	x1
42.42	0.02	x2
42.44	0.02	x1
42.46	0.06	x2
42.52	0.02	x1
42.54	0.08	x2
42.62	0.46	x1
43.08	0.02	x2
43.1	0.3	x1
43.4	0.02	x2
43.42	0.1	x1
43.52	0.14	x2
43.66	0.06	x1
43.72	0.04	x2
43.76	0.26	x1
44.02	0.06	x2
44.08	0.2	x1
44.28	0.08	x2
44.36	0.22	x1
44.58	0.04	x2
44.62	0.26	x1
44.88	0.02	x2
44.9	0.1	x1
45	0.06	x2
45.06	0.02	x1
45.08	0.02	x2
45.1	0.02	x1
45.12	0.06	x2
45.18	0.06	x1
45.24	0.14	x2
45.38	0.04	x1
45.42	0.04	x2
45.46	0.02	x1
45.48	0.02	x2
45.5	0.44	x1
45.94	0.12	x2
46.06	0.48	x1
46.54	0.06	x2
46.6	0.06	x1
46.66	0.16	x2
46.82	0.36	x1
47.18	0.04	x2
47.22	0.82	x1
48.04	0.04	x2
48.08	0.54	x1
48.62	0.08	x2
48.7	0.02	x1
48.72	0.1	x2
48.82	0.06	x1
48.88	0.16	x2
49.04	1.44	x1
50.48	0.08	x2
50.56	0.04	x1
50.6	0.1	x2
50.7	0.14	x1
50.84	0.24	x2
51.08	0.02	x1
51.1	0.08	x2
51.18	0.06	x1
51.24	0.02	x2
51.26	0.08	x1
51.34	0.1	x2
51.44	0.12	x1
51.56	0.56	x2
52.12	0.18	x1
52.3	0.12	x2
52.42	0.38	x1
52.8	0.16	x2
52.96	0.02	x1
52.98	0.1	x2
53.08	1.08	x1
54.16	0.02	x2
54.18	0.1	x1
54.28	0.08	x2
54.36	0.16	x1
54.52	0.06	x2
54.58	0.02	x1
54.6	0.16	x2
54.76	0.02	x1
54.78	0.12	x2
54.9	0.12	x1
55.02	0.04	x2
55.06	0.88	x1
55.94	0.08	x2
56.02	0.38	x1
56.4	0.22	x2
56.62	0.14	x1
56.76	0.2	x2
56.96	0.56	x1
57.52	0.04	x2
57.56	0.02	x1
57.58	0.2	x2
57.78	0.02	x1
57.8	0.22	x2
58.02	1.24	x1
59.26	0.1	x2
59.36	0.06	x1
59.42	0.22	x2
59.64	0.12	x1
59.76	0.02	x2
59.78	0.02	x1
59.8	0.22	x2
60.02	0.02	x1
60.04	0.08	x2
60.12	0.06	x1
60.18	0.14	x2
60.32	0.06	x1
60.38	0.02	x2
60.4	0.02	x1
60.42	0.02	x2
60.44	0.02	x1
60.46	0.08	x2
60.54	0.08	x1
60.62	0.04	x2
60.66	0.06	x1
60.72	0.06	x2
60.78	0.06	x1
60.84	0.2	x2
61.04	0.58	x1
61.62	0.02	x2
61.64	0.02	x1
61.66	0.12	x2
61.78	0.12	x1
61.9	0.24	x2
62.14	0.18	x1
62.32	0.02	x2
62.34	0.08	x1
62.42	0.02	x2
62.44	0.02	x1
62.46	0.1	x2
62.56	0.02	x1
62.58	0.14	x2
62.72	0.32	x1
63.04	0.04	x2
63.08	0.12	x1
63.2	0.12	x2
63.32	0.06	x1
63.38	0.02	x2
63.4	0.34	x1
63.74	0.04	x2
63.78	0.08	x1
63.86	0.1	x2
63.96	0.14	x1
64.1	0.02	x2
64.12	0.42	x1
64.54	0.02	x2
64.56	0.2	x1
64.76	0.02	x2
64.78	0.02	x1
64.8	0.14	x2
64.94	0.02	x1
64.96	0.24	x2
65.2	0.56	x1
65.76	0.04	x2
65.8	0.26	x1
66.06	0.26	x2
66.32	0.1	x1
66.42	0.12	x2
66.54	0.52	x1
67.06	0.22	x2
67.28	0.2	x1
67.48	0.04	x2
67.52	0.06	x1
67.58	0.08	x2
67.66	0.02	x1
67.68	0.1	x2
67.78	0.08	x1
67.86	0.02	x2
67.88	0.26	x1
68.14	0.24	x2
68.38	0.04	x1
68.42	0.04	x2
68.46	0.06	x1
68.52	0.02	x2
68.54	0.56	x1
69.1	0.16	x2
69.26	0.02	x1
69.28	0.1	x2
69.38	0.36	x1
69.74	0.04	x2
69.78	0.02	x1
69.8	0.32	x2
70.12	0.22	x1
70.34	0.18	x2
70.52	0.04	x1
70.56	0.06	x2
70.62	0.1	x1
70.72	0.36	x2
71.08	0.38	x1
71.46	0.02	x2
71.48	0.3	x1
71.78	0.04	x2
71.82	0.36	x1
72.18	0.02	x2
72.2	0.22	x1
72.42	0.02	x2
72.44	0.24	x1
72.68	0.06	x2
72.74	0.04	x1
72.78	0.04	x2
72.82	2.34	x1
75.16	0.04	x2
75.2	0.66	x1
75.86	0.08	x2
75.94	0.92	x1
76.86	0.06	x2
76.92	0.34	x1
77.26	0.06	x2
77.32	0.06	x1
77.38	0.04	x2
77.42	0.2	x1
77.62	0.04	x2
77.66	0.08	x1
77.74	0.02	x2
77.76	0.16	x1
77.92	0.02	x2
77.94	0.14	x1
78.08	0.02	x2
78.1	0.04	x1
78.14	0.4	x2
78.54	0.12	x1
78.66	0.04	x2
78.7	0.26	x1
78.96	0.04	x2
79	0.14	x1
79.14	0.06	x2
79.2	1.8	x1
81	0.14	x2
81.14	0.04	x1
81.18	0.06	x2
81.24	0.04	x1
81.28	0.02	x2
81.3	0.02	x1
81.32	0.06	x2
81.38	0.02	x1
81.4	0.14	x2
81.54	0.02	x1
81.56	0.04	x2
81.6	0.02	x1
81.62	0.02	x2
81.64	0.02	x1
81.66	0.02	x2
81.68	1.2	x1
82.88	0.02	x2
82.9	0.08	x1
82.98	0.02	x2
83	0.54	x1
83.54	0.04	x2
83.58	0.02	x1
83.6	0.26	x2
83.86	0.22	x1
84.08	0.1	x2
84.18	0.06	x1
84.24	0.02	x2
84.26	0.02	x1
84.28	0.06	x2
84.34	0.02	x1
84.36	0.1	x2
84.46	0.1	x1
84.56	0.04	x2
84.6	0.02	x1
84.62	0.04	x2
84.66	0.46	x1
85.12	0.02	x2
85.14	0.16	x1
85.3	0.48	x2
85.78	0.14	x1
85.92	0.02	x2
85.94	0.3	x1
86.24	0.04	x2
86.28	0.02	x1
86.3	0.3	x2
86.6	0.96	x1
87.56	0.02	x2
87.58	0.34	x1
87.92	0.04	x2
87.96	0.12	x1
