name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	98.563	33.225	38.470	110.899	18.629	20.297	-18.629	0.387	17	10
Fp2	100.221	-31.606	38.636	111.964	-17.503	20.187	17.503	0.388	16	7
F7	55.244	79.121	43.424	105.819	55.076	24.228	-55.076	0.365	5	3
F3	71.059	55.857	88.468	126.475	38.170	44.386	-38.170	0.253	11	4
Fz	76.122	0.058	111.815	135.268	0.043	55.754	-0.043	0.190	20	5
F4	72.610	-49.997	91.320	126.930	-34.550	46.009	34.550	0.244	18	6
F8	55.804	-79.106	43.247	106.029	-54.800	24.072	54.800	0.366	16	10
FC5	37.535	82.557	76.380	118.569	65.551	40.105	-65.551	0.277	8	3
FC1	44.550	36.006	127.977	140.212	38.946	65.887	-38.946	0.134	0	0
FC2	44.133	-34.993	127.992	139.836	-38.411	66.248	38.411	0.132	11	4
FC6	36.221	-81.838	75.435	117.046	-66.126	40.127	66.126	0.277	18	11
T7	-3.201	94.673	49.995	107.110	91.937	27.824	-91.937	0.345	12	5
C3	11.162	67.255	118.294	136.533	80.577	60.044	-80.577	0.166	3	0
Cz	13.087	0.468	150.608	151.176	2.049	85.031	-2.049	0.028	9	7
C4	8.860	-68.438	116.007	134.982	-82.623	59.253	82.623	0.171	3	2
T8	-4.126	-93.502	49.911	106.070	-92.527	28.070	92.527	0.344	14	6
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	28	14
CP5	-28.862	83.004	89.737	125.600	109.173	45.600	-109.173	0.247	0	0
CP1	-22.503	37.126	146.525	152.821	121.221	73.496	-121.221	0.092	3	1
CP2	-25.809	-34.337	146.148	152.329	-126.931	73.621	126.931	0.091	5	1
CP6	-28.450	-82.805	92.135	127.102	-108.962	46.460	108.962	0.242	6	2
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38	72
P7	-62.940	75.492	63.872	117.219	129.819	33.018	-129.819	0.317	0	0
P3	-60.514	55.129	116.141	142.092	137.666	54.822	-137.666	0.195	0	0
Pz	-60.610	-0.074	135.974	148.871	-179.930	65.975	179.930	0.133	7	4
P4	-60.415	-53.340	114.658	140.148	-138.559	54.897	138.559	0.195	1	0
P8	-66.498	-75.278	64.480	119.359	-131.456	32.698	131.456	0.318	3	0
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21	10
O1	-101.258	32.359	74.744	129.950	162.278	35.112	-162.278	0.305	0	0
Oz	-106.530	-1.013	75.536	130.596	-179.455	35.338	179.455	0.304	12	6
O2	-102.237	-30.731	70.371	127.863	-163.270	33.392	163.270	0.314	9	3
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	6
AF7	80.154	62.587	38.420	108.710	37.984	20.696	-37.984	0.385	17	11
AF3	91.330	39.120	72.706	123.117	23.187	36.196	-23.187	0.299	14	3
AF4	94.446	-33.923	72.104	123.570	-19.757	35.697	19.757	0.302	6	2
AF8	82.697	-58.427	39.434	108.662	-35.242	21.278	35.242	0.382	9	5
F5	65.368	70.489	67.854	117.668	47.159	35.215	-47.159	0.304	16	7
F1	72.730	30.281	110.106	135.387	22.604	54.416	-22.604	0.198	3	1
F2	70.117	-27.717	110.584	133.842	-21.568	55.714	21.568	0.190	14	7
F6	65.733	-68.978	65.481	115.614	-46.380	34.498	46.380	0.308	10	8
AFz	96.246	2.853	82.228	126.621	1.698	40.497	-1.698	0.275	4	2
FT7	27.681	89.708	45.679	104.404	72.851	25.946	-72.851	0.356	0	1
FC3	41.531	63.902	107.083	131.434	56.980	54.560	-56.980	0.197	3	2
FC4	40.891	-63.324	105.108	129.343	-57.148	54.354	57.148	0.198	3	1
FT8	26.222	-89.542	44.785	103.494	-73.677	25.641	73.677	0.358	14	8
FCz	47.762	0.381	135.114	143.308	0.457	70.531	-0.457	0.108	8	6
C5	4.849	87.425	86.124	122.817	86.825	44.526	-86.825	0.253	2	0
C1	13.583	35.167	144.403	149.243	68.882	75.368	-68.882	0.081	0	0
C2	9.638	-34.954	144.256	148.743	-74.585	75.891	74.585	0.078	0	0
C6	2.008	-88.188	83.396	121.392	-88.695	43.393	88.695	0.259	12	7
TP7	-35.286	89.155	57.210	111.654	111.593	30.823	-111.593	0.329	13	4
CP3	-23.651	67.185	122.311	141.538	109.393	59.786	-109.393	0.168	9	3
CPz	-26.856	0.251	151.681	154.040	179.465	79.959	-179.465	0.056	19	3
CP4	-26.203	-64.763	123.185	141.617	-112.028	60.441	112.028	0.164	6	2
TP8	-36.731	-89.078	58.020	112.474	-112.409	31.055	112.409	0.327	14	3
P5	-60.283	70.246	90.998	129.804	130.635	44.510	-130.635	0.253	0	0
P1	-56.883	31.127	134.884	149.660	151.312	64.325	-151.312	0.143	1	0
P2	-59.641	-28.078	133.906	149.252	-154.789	63.790	154.789	0.146	1	0
P6	-62.510	-68.287	90.691	129.597	-132.471	44.410	132.471	0.253	1	0
PO7	-85.625	57.046	70.152	124.528	146.327	34.288	-146.327	0.310	6	1
PO3	-85.400	36.920	102.954	138.765	156.620	47.896	-156.620	0.234	6	1
POz	-86.390	0.689	110.493	140.259	179.543	51.979	-179.543	0.211	1	1
PO4	-87.669	-33.396	99.860	137.015	-159.146	46.788	159.146	0.240	3	1
PO8	-86.607	-56.377	70.161	124.907	-146.938	34.174	146.938	0.310	2	0
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	21	10
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	5
LPA	0.000	86.497	0.000	86.497	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-89.036	0.000	89.036	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	96.041	-0.000	0.000	96.041	-0.000	0.000	0.000	0.500	n/a	n/a
