onset	duration	trial_type
0	15.18	x99
15.18	20.98	x5
36.16	2.36	x8
38.52	0.66	x5
39.18	0.52	x8
39.7	2.14	x5
41.84	0.68	x8
42.52	0.7	x5
43.22	0.8	x8
44.02	0.62	x5
44.64	0.28	x8
44.92	0.96	x5
45.88	4.16	x8
50.04	0.06	x5
50.1	0.02	x8
50.12	0.18	x5
50.3	0.56	x8
50.86	2.4	x5
53.26	4.16	x8
57.42	1.84	x5
59.26	1	x8
60.26	0.18	x5
60.44	0.44	x8
60.88	0.2	x5
61.08	0.08	x8
61.16	0.02	x5
61.18	0.02	x8
61.2	0.34	x5
61.54	0.06	x8
61.6	1.4	x5
63	0.18	x8
63.18	1.72	x5
64.9	1.76	x8
66.66	2.14	x5
68.8	0.36	x8
69.16	0.06	x5
69.22	1.58	x8
70.8	4.94	x5
75.74	0.26	x8
76	0.02	x5
76.02	0.02	x8
76.04	0.02	x5
76.06	0.08	x8
76.14	0.16	x5
76.3	2.86	x8
79.16	0.9	x5
