name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
C2	5.922	-37.524	144.514	149.424	-81.032	75.272	81.032	0.082	34	8
C6	-2.285	-90.690	84.673	124.094	-91.443	43.026	91.443	0.261	49	17
TP7	-36.968	80.851	53.854	103.941	114.572	31.206	-114.572	0.327	42	16
CP3	-29.339	66.174	120.495	140.567	113.911	59.005	-113.911	0.172	11	4
CPz	-30.898	-1.163	150.334	153.480	-177.844	78.378	177.844	0.065	2	1
CP4	-31.344	-64.768	127.973	146.814	-115.824	60.653	115.824	0.163	11	4
TP8	-38.002	-87.496	59.290	112.317	-113.477	31.863	113.477	0.323	54	23
P5	-62.530	67.049	86.965	126.367	133.003	43.487	-133.003	0.258	51	25
P1	-61.801	32.895	132.242	149.631	151.975	62.103	-151.975	0.155	20	3
P2	-62.338	-29.148	134.478	151.063	-154.940	62.900	154.940	0.151	43	16
P6	-63.220	-69.712	92.775	132.151	-132.204	44.591	132.204	0.252	37	12
PO7	-84.657	53.533	67.365	120.709	147.693	33.923	-147.693	0.312	38	14
PO3	-84.822	35.068	102.815	137.824	157.538	48.244	-157.538	0.232	35	10
POz	-90.729	-2.689	110.624	143.096	-178.302	50.631	178.302	0.219	30	8
PO4	-83.997	-38.940	105.344	140.247	-155.128	48.688	155.128	0.230	17	10
PO8	-85.458	-57.978	71.460	125.583	-145.846	34.682	145.846	0.307	40	14
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	18	14
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	36	23
LPA	0.000	77.830	0.000	77.830	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-88.777	0.000	88.777	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	93.708	-0.000	0.000	93.708	-0.000	0.000	0.000	0.500	n/a	n/a
