name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	96.820	30.581	34.216	107.145	17.529	18.623	-17.529	0.397	3	1
Fp2	97.434	-37.996	35.464	110.430	-21.304	18.732	21.304	0.396	2	1
F7	49.368	70.669	32.117	91.993	55.063	20.434	-55.063	0.386	5	3
F3	63.901	50.732	81.279	115.167	38.446	44.890	-38.446	0.251	7	2
Fz	71.680	-4.982	110.033	131.415	-3.976	56.855	3.976	0.184	4	0
F4	64.837	-59.527	84.382	121.933	-42.555	43.792	42.555	0.257	5	2
F8	49.010	-80.395	27.619	98.123	-58.633	16.348	58.633	0.409	4	2
FC5	27.193	77.378	64.448	104.309	70.637	38.160	-70.637	0.288	10	1
FC1	32.049	34.001	123.801	132.325	46.693	69.323	-46.693	0.115	3	0
FC2	33.823	-42.311	122.523	133.963	-51.361	66.149	51.361	0.133	2	1
FC6	31.001	-88.129	62.662	112.491	-70.619	33.851	70.619	0.312	2	0
T7	-9.546	84.686	33.164	91.448	96.431	21.264	-96.431	0.382	0	0
C3	-4.897	69.192	105.543	126.297	94.049	56.686	-94.049	0.185	4	0
Cz	-3.754	-4.577	143.285	143.408	-129.358	87.634	129.358	0.013	6	1
C4	0.061	-78.675	104.878	131.108	-89.956	53.124	89.956	0.205	3	0
T8	-6.883	-92.542	31.664	98.051	-94.254	18.840	94.254	0.395	9	4
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	1
CP5	-42.974	80.845	66.874	113.379	117.994	36.145	-117.994	0.299	0	0
CP1	-46.943	35.436	133.077	145.495	142.952	66.156	-142.952	0.132	2	0
CP2	-44.257	-45.721	132.496	146.984	-134.067	64.347	134.067	0.143	4	2
CP6	-40.626	-89.173	66.936	118.670	-114.493	34.336	114.493	0.309	9	2
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10	3
P7	-71.948	72.612	29.392	106.362	134.737	16.042	-134.737	0.411	20	5
P3	-81.963	56.983	91.537	135.440	145.192	42.520	-145.192	0.264	4	0
Pz	-86.096	-4.909	118.673	146.697	-176.737	53.996	176.737	0.200	7	2
P4	-80.256	-62.493	93.887	138.424	-142.093	42.707	142.093	0.263	8	2
P8	-73.528	-76.510	36.409	112.187	-133.861	18.938	133.861	0.395	9	4
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	3
O1	-113.088	33.932	38.571	124.209	163.298	18.091	-163.298	0.399	15	5
Oz	-120.446	0.030	37.705	126.210	179.986	17.382	-179.986	0.403	15	6
O2	-112.990	-31.318	36.256	122.728	-164.508	17.183	164.508	0.405	20	8
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	1
AF7	72.609	59.213	30.479	98.525	39.197	18.020	-39.197	0.400	8	3
AF3	86.840	33.522	67.957	115.252	21.107	36.131	-21.107	0.299	9	3
AF4	89.146	-42.820	64.643	118.149	-25.657	33.170	25.657	0.316	2	1
AF8	75.914	-66.345	29.641	105.086	-41.152	16.383	41.152	0.409	1	1
F5	57.978	64.418	59.185	104.948	48.012	34.329	-48.012	0.309	0	0
F1	64.032	30.390	105.398	127.013	25.390	56.080	-25.390	0.188	0	0
F2	66.662	-37.277	105.826	130.509	-29.214	54.181	29.214	0.199	6	1
F6	59.670	-75.111	55.573	110.863	-51.536	30.085	51.536	0.333	3	2
AFz	97.838	-4.312	75.623	123.733	-2.524	37.675	2.524	0.291	6	5
FT7	20.492	80.619	32.801	89.416	75.738	21.520	-75.738	0.380	8	2
FC3	31.092	62.670	97.361	119.889	63.613	54.301	-63.613	0.198	2	0
FC4	33.708	-70.967	98.219	125.776	-64.593	51.344	64.593	0.215	14	4
FT8	20.577	-90.530	30.079	97.590	-77.194	17.952	77.194	0.400	4	2
FCz	36.752	-4.342	131.547	136.653	-6.737	74.287	6.737	0.087	3	0
C5	-7.627	83.101	66.927	106.973	95.244	38.730	-95.244	0.285	14	3
C1	-4.990	34.786	134.752	139.259	98.163	75.384	-98.163	0.081	7	1
C2	-3.446	-43.526	133.369	140.334	-94.527	71.873	94.527	0.101	3	4
C6	-6.477	-93.710	62.586	112.874	-93.954	33.675	93.954	0.313	4	3
TP7	-43.167	82.108	33.220	98.533	117.732	19.703	-117.732	0.391	3	2
CP3	-44.061	68.767	103.411	131.773	122.649	51.699	-122.649	0.213	1	0
CPz	-47.274	-5.861	141.500	149.303	-172.933	71.394	172.933	0.103	4	0
CP4	-39.136	-75.754	105.913	135.970	-117.322	51.164	117.322	0.216	7	1
TP8	-41.861	-87.919	34.512	103.311	-115.461	19.515	115.461	0.392	8	5
P5	-78.151	70.239	60.997	121.498	138.052	30.135	-138.052	0.333	5	1
P1	-80.484	34.051	115.223	144.615	157.068	52.822	-157.068	0.207	2	0
P2	-82.155	-38.926	113.856	145.698	-154.648	51.394	154.648	0.214	6	4
P6	-76.822	-74.768	66.463	126.132	-135.777	31.799	135.777	0.323	16	4
PO7	-97.919	54.698	33.007	116.916	150.812	16.398	-150.812	0.409	15	5
PO3	-105.663	38.306	76.281	135.834	160.073	34.165	-160.073	0.310	9	2
POz	-113.352	-0.605	81.335	139.515	-179.694	35.661	179.694	0.302	17	4
PO4	-107.230	-39.701	74.312	136.370	-159.683	33.020	159.683	0.317	10	4
PO8	-97.916	-57.510	38.553	119.922	-149.573	18.753	149.573	0.396	4	2
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	20	6
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	38	20
LPA	0.000	82.260	0.000	82.260	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-90.389	0.000	90.389	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	102.298	-0.000	0.000	102.298	-0.000	0.000	0.000	0.500	n/a	n/a
