onset	duration	trial_type
0	15.18	x99
15.18	10.1	x5
25.28	3.5	x8
28.78	4.94	x5
33.72	0.3	x8
34.02	1.16	x5
35.18	0.56	x8
35.74	2.24	x5
37.98	0.14	x8
38.12	0.04	x5
38.16	0.08	x8
38.24	1.3	x5
39.54	0.34	x8
39.88	0.2	x5
40.08	0.14	x8
40.22	0.2	x5
40.42	11.42	x8
51.84	0.84	x5
52.68	0.76	x8
53.44	0.78	x5
54.22	19.36	x8
73.58	6.08	x5
79.66	21.66	x8
101.32	9.98	x5
111.3	0.02	x8
111.32	0.04	x5
111.36	0.02	x8
111.38	0.04	x5
111.42	1.4	x8
112.82	0.34	x5
113.16	0.68	x8
113.84	4	x5
117.84	13.34	x8
131.18	0.94	x5
132.12	0.14	x8
132.26	1.92	x5
134.18	14.2	x8
148.38	12.3	x5
160.68	0.52	x8
161.2	0.22	x5
161.42	1.78	x8
163.2	0.02	x5
163.22	0.58	x8
163.8	1.08	x5
164.88	0.08	x8
164.96	0.04	x5
165	0.38	x8
165.38	0.04	x5
165.42	0.02	x8
165.44	0.02	x5
165.46	0.24	x8
165.7	0.04	x5
165.74	24.56	x8
190.3	0.6	x5
190.9	0.24	x8
191.14	0.04	x5
191.18	1.02	x8
192.2	0.18	x5
192.38	27.94	x8
220.32	0.14	x5
220.46	0.3	x8
220.76	2.3	x5
223.06	1.94	x8
225	0.9	x5
225.9	0.14	x8
226.04	0.14	x5
226.18	29.94	x8
256.12	2.94	x5
259.06	1.06	x8
260.12	2.14	x5
262.26	4.46	x8
266.72	2.8	x5
269.52	0.88	x8
270.4	0.32	x5
270.72	2.56	x8
273.28	0.8	x5
274.08	0.28	x8
274.36	2.08	x5
276.44	1.22	x8
277.66	0.18	x5
277.84	0.2	x8
278.04	0.02	x5
278.06	0.9	x8
278.96	12.62	x5
291.58	3.76	x8
295.34	0.48	x5
295.82	0.6	x8
296.42	0.94	x5
297.36	0.1	x8
297.46	0.14	x5
297.6	3.4	x8
301	0.1	x5
301.1	9.84	x8
310.94	1.98	x5
312.92	2.62	x8
315.54	3.52	x5
319.06	11	x8
330.06	0.32	x5
330.38	0.58	x8
330.96	1.68	x5
332.64	2.16	x8
334.8	0.16	x5
334.96	4.88	x8
339.84	3.44	x5
343.28	0.22	x8
343.5	1.74	x5
345.24	0.2	x8
345.44	0.46	x5
345.9	0.5	x8
346.4	1.76	x5
348.16	0.66	x8
348.82	1.96	x5
350.78	10.26	x8
361.04	0.96	x5
362	0.38	x8
362.38	7.64	x5
370.02	0.28	x8
370.3	0.08	x5
370.38	1.18	x8
371.56	0.8	x5
372.36	0.02	x8
372.38	2.8	x5
