onset	duration	trial_type
0	15.18	x99
15.18	16.58	x5
31.76	0.1	x8
31.86	0.08	x5
31.94	0.62	x8
32.56	0.66	x5
33.22	0.02	x8
33.24	0.2	x5
33.44	0.14	x8
33.58	0.72	x5
34.3	0.4	x8
34.7	9.5	x5
44.2	0.02	x8
44.22	3.98	x5
48.2	0.64	x8
48.84	8.28	x5
57.12	0.76	x8
57.88	0.46	x5
58.34	1.72	x8
60.06	3.66	x5
63.72	3.44	x8
67.16	2.2	x5
69.36	0.22	x8
69.58	2.72	x5
72.3	0.04	x8
72.34	0.04	x5
72.38	0.06	x8
72.44	3.12	x5
75.56	1.62	x8
77.18	0.04	x5
77.22	0.48	x8
77.7	13.48	x5
91.18	0.92	x8
92.1	15.52	x5
107.62	0.22	x8
107.84	0.56	x5
108.4	0.78	x8
109.18	30.03	x5
