onset	duration	trial_type
0	15.18	x99
15.18	8.04	x5
23.22	0.04	x8
23.26	0.1	x5
23.36	0.02	x8
23.38	0.02	x5
23.4	0.28	x8
23.68	1.46	x5
25.14	0.02	x8
25.16	0.66	x5
25.82	0.12	x8
25.94	7.94	x5
33.88	0.04	x8
33.92	1.76	x5
35.68	3.16	x8
38.84	0.66	x5
39.5	0.58	x8
40.08	0.54	x5
40.62	5.36	x8
45.98	2.86	x5
48.84	4.4	x8
53.24	0.56	x5
53.8	0.5	x8
54.3	0.22	x5
54.52	21.26	x8
75.78	0.24	x5
76.02	3.58	x8
79.6	1.04	x5
80.64	1.1	x8
81.74	0.02	x5
81.76	4.72	x8
86.48	0.26	x5
86.74	0.04	x8
86.78	0.02	x5
86.8	0.2	x8
87	0.14	x5
87.14	0.08	x8
87.22	0.32	x5
87.54	8.4	x8
95.94	3.22	x5
99.16	0.48	x8
99.64	0.32	x5
99.96	1.3	x8
101.26	6.84	x5
108.1	0.48	x8
108.58	0.72	x5
