onset	duration	trial_type
0	15.18	x99
15.18	8.28	x5
23.46	1.04	x8
24.5	44.2	x5
68.7	4.32	x8
73.02	4.28	x5
77.3	11.28	x8
88.58	1.46	x5
90.04	10.46	x8
100.5	10.1	x5
110.6	0.96	x8
111.56	2.66	x5
114.22	9.38	x8
123.6	2.84	x5
126.44	4.58	x8
131.02	1.42	x5
132.44	1.7	x8
134.14	0.94	x5
135.08	4.28	x8
139.36	2.28	x5
141.64	7.9	x8
149.54	5.54	x5
155.08	1.2	x8
156.28	12.68	x5
168.96	3.56	x8
172.52	5.34	x5
177.86	16.14	x8
194	4.96	x5
198.96	1.48	x8
200.44	3.92	x5
204.36	3.2	x8
207.56	1.26	x5
208.82	0.76	x8
209.58	5.88	x5
215.46	1.72	x8
217.18	3.72	x5
220.9	1.48	x8
222.38	1.72	x5
224.1	4.58	x8
228.68	3.52	x5
232.2	10.02	x8
242.22	0.98	x5
243.2	13.34	x8
256.54	5.6	x5
262.14	4.08	x8
266.22	5.04	x5
271.26	3.4	x8
274.66	3.2	x5
277.86	5.06	x8
282.92	15.34	x5
298.26	0.8	x8
299.06	1.1	x5
300.16	7.16	x8
307.32	1.22	x5
308.54	1.88	x8
310.42	1.86	x5
312.28	2.6	x8
314.88	2.98	x5
317.86	15.56	x8
333.42	26.26	x5
359.68	0.88	x8
360.56	2.74	x5
363.3	1.52	x8
364.82	10.34	x5
