onset	duration	trial_type
0	18.54	x0
18.54	4.18	x8
22.72	5.36	x81
28.08	4.24	x5
32.32	6.64	x81
38.96	1.72	x5
40.68	5.84	x0
46.52	4.2	x8
50.72	2.48	x81
53.2	1.74	x5
54.94	1.76	x0
56.7	4.18	x8
60.88	2.48	x5
63.36	2.84	x81
66.2	2.52	x5
68.72	5.34	x81
74.06	1.74	x5
75.8	6.68	x81
82.48	1.74	x5
84.22	4.22	x81
88.44	4.2	x5
92.64	3.5	x0
96.14	4.16	x8
100.3	7.84	x81
108.14	1.72	x5
109.86	8.12	x0
117.98	4.16	x8
122.14	2.48	x5
124.62	61.68	x81
186.3	4.22	x5
190.52	2.56	x0
193.08	4.18	x8
197.26	4.26	x5
201.52	6.02	x0
207.54	4.22	x8
211.76	4.24	x5
216	6.42	x0
222.42	4.16	x8
226.58	4.24	x5
230.82	3.76	x0
234.58	4.18	x8
238.76	2.48	x81
241.24	1.76	x5
243	4.22	x0
247.22	4.22	x8
251.44	4.22	x5
255.66	1.78	x0
257.44	4.2	x8
261.64	4.22	x5
265.86	4.2	x81
270.06	2.5	x5
272.56	16.04	x81
288.6	1.74	x5
290.34	4.18	x81
294.52	2.48	x5
297	2.84	x81
299.84	4.24	x5
304.08	23.64	x0
327.72	4.16	x8
331.88	16.02	x81
347.9	4.24	x5
352.14	2.72	x0
354.86	4.14	x8
359	2.5	x5
361.5	5.34	x81
366.84	1.76	x5
368.6	3.72	x0
372.32	2.84	x8
