time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-5.0449	0.2473	-0.0096	-0.0200	0.0176	0.0066	16.0008	10.3740	1.0314	0.2857	0.2747	0.2846	-0.2539
0.01	-10.0456	0.5047	0.0085	-0.0423	0.0530	0.0039	31.6885	20.5491	2.4900	0.5645	0.5428	0.5625	-0.5015
0.02	-8.9767	0.4037	-0.0179	-0.0476	0.0568	-0.0070	27.7439	17.9779	2.3115	0.4968	0.4778	0.4952	-0.4411
0.03	-9.6942	0.4107	-0.0279	-0.0456	0.0765	-0.0091	29.9278	19.3998	2.2205	0.5333	0.5130	0.5319	-0.4733
0.04	-9.3957	0.3671	-0.0656	-0.0533	0.0899	-0.0186	28.8123	18.4457	2.2437	0.5105	0.4914	0.5097	-0.4528
0.05	-9.6580	0.3379	-0.1075	-0.0427	0.0935	-0.0280	29.7196	18.9122	2.5226	0.5249	0.5054	0.5245	-0.4654
0.06	-9.4384	0.3052	-0.1315	-0.0404	0.1084	-0.0309	29.3416	18.5822	2.1837	0.5155	0.4967	0.5156	-0.4569
0.07	-9.5271	0.2755	-0.1940	-0.0314	0.1164	-0.0321	29.3879	18.9940	2.3632	0.5208	0.5023	0.5216	-0.4616
0.08	-9.4068	0.2339	-0.2321	-0.0300	0.1191	-0.0354	29.2426	18.8357	2.5238	0.5173	0.4993	0.5188	-0.4585
0.09	-9.4436	0.2084	-0.2771	-0.0242	0.1381	-0.0297	29.1784	18.7361	2.2901	0.5187	0.5012	0.5209	-0.4596
0.1	-9.4174	0.1811	-0.3399	-0.0048	0.1409	-0.0256	29.4240	18.7051	2.4047	0.5176	0.5008	0.5205	-0.4587
0.11	-9.4319	0.1776	-0.3542	0.0082	0.1522	-0.0236	29.2520	18.9396	2.6586	0.5171	0.5011	0.5209	-0.4584
0.12	-9.5606	0.1818	-0.4158	0.0323	0.1492	-0.0238	29.1989	18.8350	2.6557	0.5167	0.5016	0.5212	-0.4581
0.13	-9.5844	0.2039	-0.4034	0.0496	0.1469	-0.0199	29.2067	18.7695	2.5396	0.5161	0.5020	0.5214	-0.4579
0.14	-9.6874	0.2145	-0.4389	0.0704	0.1527	-0.0272	29.3079	18.9197	2.7376	0.5155	0.5026	0.5217	-0.4577
0.15	-9.7111	0.2338	-0.4407	0.0857	0.1361	-0.0372	29.1676	19.1143	2.7366	0.5149	0.5031	0.5218	-0.4577
0.16	-9.7348	0.2699	-0.4362	0.0927	0.1315	-0.0506	29.0841	18.9996	2.6649	0.5143	0.5035	0.5220	-0.4577
0.17	-9.7310	0.2944	-0.4541	0.1074	0.1114	-0.0499	29.2360	18.9457	2.6770	0.5136	0.5040	0.5221	-0.4578
0.18	-9.6675	0.3307	-0.4567	0.1225	0.0911	-0.0664	29.0794	19.1289	2.7016	0.5130	0.5044	0.5221	-0.4580
0.19	-9.6366	0.3607	-0.4781	0.1236	0.0893	-0.0774	29.0411	19.0991	2.6068	0.5123	0.5048	0.5222	-0.4583
0.2	-9.5588	0.4023	-0.4797	0.1248	0.0843	-0.0862	29.2282	18.8426	2.6469	0.5116	0.5052	0.5223	-0.4586
0.21	-9.5690	0.4272	-0.4669	0.1141	0.0943	-0.0973	29.1970	19.0109	2.7821	0.5108	0.5055	0.5224	-0.4589
0.22	-9.5758	0.4471	-0.4882	0.1057	0.0916	-0.1048	29.2332	18.9505	2.7949	0.5101	0.5058	0.5226	-0.4592
0.23	-9.4993	0.4641	-0.4787	0.0908	0.0914	-0.1060	29.1542	19.0385	2.6949	0.5094	0.5060	0.5228	-0.4595
0.24	-9.4674	0.4515	-0.4980	0.0785	0.1066	-0.1125	29.1026	19.0888	2.6926	0.5087	0.5062	0.5231	-0.4597
0.25	-9.4394	0.4555	-0.4949	0.0636	0.1021	-0.1065	29.1406	18.9440	2.6294	0.5081	0.5064	0.5234	-0.4598
0.26	-9.4699	0.4435	-0.5201	0.0516	0.1109	-0.1063	29.1049	19.1526	2.8070	0.5075	0.5066	0.5237	-0.4600
0.27	-9.4203	0.4168	-0.5234	0.0358	0.1077	-0.1072	29.4080	18.8832	2.7674	0.5069	0.5067	0.5241	-0.4600
0.28	-9.4589	0.3747	-0.5419	0.0210	0.1243	-0.1055	29.2861	18.9843	2.5458	0.5063	0.5069	0.5245	-0.4600
0.29	-9.5318	0.3338	-0.5692	-0.0005	0.1323	-0.1066	29.1061	19.1812	2.8257	0.5057	0.5069	0.5251	-0.4600
0.3	-9.5660	0.2948	-0.5595	-0.0096	0.1335	-0.1065	29.0723	19.3615	2.7581	0.5052	0.5070	0.5256	-0.4599
0.31	-9.6393	0.2496	-0.5981	-0.0252	0.1407	-0.1034	28.7393	19.3974	2.9955	0.5046	0.5071	0.5262	-0.4597
0.32	-9.6044	0.2105	-0.6118	-0.0312	0.1411	-0.0956	28.7760	19.0776	2.8073	0.5042	0.5071	0.5268	-0.4595
0.33	-9.6093	0.1517	-0.6485	-0.0284	0.1327	-0.0874	28.9056	19.2311	2.9222	0.5037	0.5072	0.5274	-0.4593
0.34	-9.6063	0.1314	-0.6807	-0.0414	0.1366	-0.0777	28.9753	19.4346	2.9328	0.5033	0.5073	0.5279	-0.4590
0.35	-9.6085	0.0948	-0.6970	-0.0477	0.1393	-0.0720	28.8638	19.3334	3.0490	0.5029	0.5074	0.5285	-0.4587
0.36	-9.6348	0.0799	-0.7377	-0.0542	0.1353	-0.0621	28.6162	19.3114	3.0164	0.5026	0.5074	0.5290	-0.4583
0.37	-9.5793	0.0707	-0.7489	-0.0531	0.1170	-0.0435	28.6056	19.3775	2.9222	0.5023	0.5075	0.5295	-0.4580
0.38	-9.5712	0.0926	-0.7743	-0.0544	0.1181	-0.0350	28.7950	19.7212	2.9351	0.5021	0.5076	0.5299	-0.4576
0.39	-9.5553	0.0823	-0.7929	-0.0515	0.1151	-0.0171	28.7458	19.5525	3.0398	0.5019	0.5078	0.5303	-0.4572
0.4	-9.5519	0.1111	-0.8148	-0.0541	0.1105	-0.0069	28.8157	19.5210	3.1572	0.5018	0.5079	0.5306	-0.4568
0.41	-9.5212	0.1222	-0.8417	-0.0539	0.1065	0.0072	28.8535	19.4339	3.1002	0.5016	0.5081	0.5309	-0.4564
0.42	-9.5433	0.1607	-0.8412	-0.0484	0.1120	0.0300	28.5442	19.4246	3.2108	0.5016	0.5084	0.5312	-0.4559
0.43	-9.6787	0.2193	-0.8499	-0.0495	0.1145	0.0453	28.9347	19.3861	3.4514	0.5015	0.5087	0.5314	-0.4553
0.44	-9.7322	0.2698	-0.8461	-0.0547	0.0970	0.0623	29.4324	19.5228	3.5278	0.5016	0.5090	0.5315	-0.4548
0.45	-9.6788	0.3094	-0.8644	-0.0571	0.0851	0.0708	29.5479	19.4217	3.4571	0.5017	0.5093	0.5316	-0.4542
0.46	-9.6187	0.3540	-0.8701	-0.0606	0.0721	0.0724	29.0457	19.0594	3.3415	0.5018	0.5096	0.5317	-0.4536
0.47	-9.6523	0.4075	-0.8779	-0.0706	0.0640	0.0814	29.0177	19.4388	3.1960	0.5020	0.5099	0.5317	-0.4531
0.48	-9.6818	0.4440	-0.8540	-0.0837	0.0555	0.0803	28.8363	19.1965	3.4143	0.5023	0.5101	0.5317	-0.4525
0.49	-9.7533	0.4860	-0.8396	-0.0803	0.0495	0.0863	28.8495	19.3088	3.2802	0.5026	0.5103	0.5317	-0.4519
0.5	-9.7749	0.5263	-0.8203	-0.0896	0.0339	0.0932	28.7850	19.2993	3.4310	0.5030	0.5105	0.5317	-0.4514
0.51	-9.7309	0.5707	-0.8077	-0.1013	0.0120	0.0888	28.7995	19.1807	3.1583	0.5034	0.5106	0.5317	-0.4508
0.52	-9.7025	0.5811	-0.7877	-0.1120	0.0030	0.0921	28.9904	19.2547	3.1923	0.5040	0.5106	0.5316	-0.4503
0.53	-9.7430	0.5927	-0.7725	-0.1251	-0.0041	0.0784	28.7172	19.0989	3.5586	0.5045	0.5105	0.5315	-0.4498
