time	acceleration_x	acceleration_y	acceleration_z	gyroscope_x	gyroscope_y	gyroscope_z	magnetometer_x	magnetometer_y	magnetometer_z	quaternion_w	quaternion_x	quaternion_y	quaternion_z
0	-9.5024	-0.0660	-1.6328	-0.0026	-0.0065	0.0073	28.6234	9.0885	-0.7328	0.3075	0.6687	0.3740	-0.5643
0.01	-9.5116	-0.0679	-1.6446	0.0008	-0.0047	0.0045	28.5065	9.1623	-0.8336	0.3075	0.6687	0.3740	-0.5643
0.02	-9.5039	-0.0800	-1.6420	0.0025	-0.0031	0.0062	28.5820	9.1736	-0.6293	0.3074	0.6688	0.3740	-0.5643
0.03	-9.5009	-0.0816	-1.6468	0.0019	-0.0079	0.0057	28.7118	9.0136	-0.6579	0.3074	0.6687	0.3740	-0.5642
0.04	-9.5065	-0.0908	-1.6480	0.0019	-0.0084	0.0087	28.5870	9.0399	-0.5059	0.3074	0.6688	0.3740	-0.5643
0.05	-9.5057	-0.0864	-1.6656	0.0022	-0.0100	0.0088	28.3759	9.3175	-0.6407	0.3074	0.6688	0.3740	-0.5642
0.06	-9.5170	-0.0931	-1.6735	0.0098	-0.0113	0.0077	28.6198	9.3453	-0.8470	0.3074	0.6688	0.3740	-0.5643
0.07	-9.5072	-0.0931	-1.6648	0.0051	-0.0100	0.0054	28.6186	9.1414	-0.7291	0.3074	0.6688	0.3739	-0.5642
0.08	-9.5001	-0.0869	-1.6757	0.0029	-0.0058	0.0010	28.4071	9.2648	-0.5948	0.3074	0.6688	0.3740	-0.5642
0.09	-9.5042	-0.0931	-1.6826	0.0079	-0.0104	0.0051	28.4956	9.2129	-0.5796	0.3073	0.6688	0.3739	-0.5643
0.1	-9.5121	-0.0862	-1.6877	0.0027	-0.0035	0.0011	28.6378	9.2601	-0.7537	0.3073	0.6688	0.3739	-0.5642
0.11	-9.4997	-0.0821	-1.6820	0.0035	-0.0066	0.0029	28.5020	9.3733	-0.7254	0.3073	0.6689	0.3740	-0.5643
0.12	-9.5067	-0.0934	-1.6813	0.0025	-0.0071	0.0034	28.5870	9.3843	-0.6113	0.3073	0.6689	0.3740	-0.5642
0.13	-9.5185	-0.0921	-1.6895	0.0063	-0.0110	0.0073	28.3831	9.2421	-0.7266	0.3073	0.6689	0.3740	-0.5643
0.14	-9.5055	-0.0864	-1.6780	0.0082	-0.0071	0.0044	28.4595	9.1594	-0.7320	0.3072	0.6688	0.3739	-0.5642
0.15	-9.5023	-0.0859	-1.6633	0.0040	-0.0118	0.0082	28.5321	9.2298	-0.8525	0.3072	0.6689	0.3739	-0.5642
0.16	-9.5084	-0.0797	-1.6452	0.0038	-0.0106	0.0090	28.3131	9.3032	-0.7617	0.3072	0.6689	0.3739	-0.5642
0.17	-9.5075	-0.0677	-1.6467	0.0104	-0.0096	0.0093	28.7148	9.1954	-0.4395	0.3072	0.6689	0.3739	-0.5642
0.18	-9.4975	-0.0656	-1.6463	0.0039	-0.0096	0.0053	28.7469	9.2893	-0.4917	0.3072	0.6690	0.3739	-0.5643
0.19	-9.5031	-0.0682	-1.6427	0.0042	-0.0107	0.0065	29.0671	9.2907	-0.4213	0.3072	0.6690	0.3739	-0.5642
0.2	-9.5079	-0.0692	-1.6291	0.0037	-0.0153	0.0078	29.0220	9.2897	-0.5779	0.3072	0.6690	0.3738	-0.5643
0.21	-9.5031	-0.0630	-1.6339	-0.0007	-0.0099	0.0046	28.8243	9.2663	-0.7996	0.3071	0.6689	0.3738	-0.5642
0.22	-9.5065	-0.0620	-1.6367	-0.0023	-0.0091	0.0040	28.5173	9.3081	-0.7617	0.3072	0.6690	0.3739	-0.5643
0.23	-9.5014	-0.0631	-1.6450	-0.0007	-0.0136	0.0113	28.3870	9.0315	-0.8663	0.3072	0.6689	0.3738	-0.5642
0.24	-9.5061	-0.0584	-1.6528	0.0036	-0.0123	0.0042	28.5573	8.9720	-0.8013	0.3072	0.6690	0.3738	-0.5643
0.25	-9.5193	-0.0601	-1.6436	-0.0025	-0.0117	0.0091	28.6305	9.0791	-0.8503	0.3072	0.6689	0.3738	-0.5642
0.26	-9.5008	-0.0700	-1.6508	-0.0016	-0.0091	0.0109	28.4836	9.3322	-0.6765	0.3072	0.6690	0.3738	-0.5642
0.27	-9.4947	-0.0762	-1.6567	-0.0028	-0.0039	0.0029	28.3056	9.2432	-0.6973	0.3072	0.6690	0.3738	-0.5642
0.28	-9.5096	-0.0678	-1.6667	-0.0034	-0.0038	0.0029	28.5626	9.3108	-0.8525	0.3072	0.6689	0.3738	-0.5641
0.29	-9.5067	-0.0737	-1.6733	-0.0040	-0.0087	0.0015	28.6195	9.4201	-0.8261	0.3072	0.6690	0.3739	-0.5642
0.3	-9.5011	-0.0726	-1.6825	-0.0061	-0.0068	0.0007	28.3746	9.4193	-0.8499	0.3072	0.6690	0.3739	-0.5641
0.31	-9.4990	-0.0765	-1.6805	-0.0040	-0.0165	0.0037	28.3941	9.3192	-0.8344	0.3073	0.6690	0.3740	-0.5642
0.32	-9.5008	-0.0741	-1.6738	-0.0029	-0.0078	0.0053	28.3624	9.4091	-0.7735	0.3072	0.6689	0.3739	-0.5641
0.33	-9.5020	-0.0720	-1.6693	-0.0032	-0.0087	0.0032	28.5113	9.4905	-0.7049	0.3072	0.6689	0.3740	-0.5641
0.34	-9.5092	-0.0795	-1.6654	-0.0033	-0.0151	0.0028	28.3643	9.3579	-0.6934	0.3073	0.6689	0.3740	-0.5641
0.35	-9.5070	-0.0850	-1.6608	-0.0027	-0.0136	0.0089	28.5098	9.4579	-0.8397	0.3073	0.6689	0.3740	-0.5641
0.36	-9.5052	-0.0879	-1.6689	0.0015	-0.0094	0.0030	28.7510	9.0858	-0.9361	0.3073	0.6690	0.3740	-0.5642
0.37	-9.5083	-0.0794	-1.6578	-0.0002	-0.0079	0.0041	28.6863	9.2599	-1.0135	0.3073	0.6689	0.3740	-0.5641
0.38	-9.5041	-0.0760	-1.6533	-0.0018	-0.0099	0.0045	28.7317	9.5627	-1.0346	0.3073	0.6690	0.3740	-0.5642
0.39	-9.4978	-0.0766	-1.6485	-0.0068	-0.0091	0.0036	28.6225	9.2908	-0.8299	0.3072	0.6689	0.3740	-0.5641
0.4	-9.4977	-0.0763	-1.6444	0.0016	-0.0081	0.0015	28.4032	9.1459	-0.7201	0.3073	0.6689	0.3741	-0.5641
0.41	-9.5024	-0.0755	-1.6275	-0.0001	-0.0084	0.0052	28.5553	9.2881	-0.7613	0.3073	0.6689	0.3741	-0.5641
0.42	-9.5037	-0.0652	-1.6306	-0.0047	-0.0098	0.0055	28.6804	9.1570	-0.7274	0.3073	0.6689	0.3741	-0.5641
0.43	-9.5163	-0.0747	-1.6326	0.0015	-0.0101	0.0044	28.3966	9.1507	-0.7583	0.3073	0.6689	0.3741	-0.5641
0.44	-9.5007	-0.0779	-1.6208	0.0007	-0.0131	0.0057	28.4214	9.1748	-0.7293	0.3073	0.6689	0.3741	-0.5641
0.45	-9.4987	-0.0754	-1.6251	0.0029	-0.0099	0.0023	28.4390	9.5051	-0.7812	0.3073	0.6689	0.3741	-0.5641
0.46	-9.5012	-0.0713	-1.6175	0.0020	-0.0060	0.0006	28.2632	9.3941	-0.7031	0.3072	0.6689	0.3741	-0.5640
0.47	-9.4998	-0.0675	-1.6239	0.0032	-0.0067	0.0074	28.4287	9.3153	-1.0461	0.3072	0.6690	0.3741	-0.5641
0.48	-9.5009	-0.0770	-1.6300	-0.0030	-0.0020	0.0043	28.3450	9.3025	-0.8625	0.3072	0.6690	0.3741	-0.5640
0.49	-9.5039	-0.0715	-1.6285	-0.0050	-0.0033	0.0000	28.4672	9.3982	-0.7053	0.3072	0.6690	0.3742	-0.5640
0.5	-9.5045	-0.0612	-1.6398	0.0011	-0.0023	0.0021	28.4478	9.4054	-0.8481	0.3072	0.6690	0.3742	-0.5640
0.51	-9.4966	-0.0648	-1.6374	0.0030	-0.0039	0.0041	28.3855	9.1811	-0.7520	0.3071	0.6690	0.3742	-0.5640
0.52	-9.5025	-0.0633	-1.6456	0.0007	-0.0051	0.0072	28.4909	9.3056	-0.8587	0.3071	0.6690	0.3742	-0.5640
0.53	-9.5033	-0.0725	-1.6440	-0.0057	-0.0029	0.0094	28.1420	9.3424	-0.8453	0.3071	0.6690	0.3742	-0.5639
0.54	-9.5011	-0.0709	-1.6421	0.0013	-0.0129	0.0076	28.5884	9.1882	-0.8980	0.3072	0.6691	0.3742	-0.5639
0.55	-9.5011	-0.0761	-1.6530	0.0018	-0.0085	0.0025	28.6919	9.1981	-0.7121	0.3071	0.6690	0.3742	-0.5639
0.56	-9.5012	-0.0841	-1.6692	0.0020	-0.0097	0.0038	28.6015	9.2544	-0.9524	0.3072	0.6691	0.3743	-0.5640
0.57	-9.5005	-0.0871	-1.6626	-0.0034	-0.0104	0.0059	28.6339	9.2567	-0.8314	0.3071	0.6690	0.3742	-0.5639
