name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	112.456	35.254	44.425	125.948	17.406	20.654	-17.406	0.385	7	3
Fp2	109.376	-38.051	44.224	123.963	-19.182	20.901	19.182	0.384	6	3
F7	61.283	76.546	58.565	114.213	51.319	30.848	-51.319	0.329	3	5
F3	87.681	55.523	103.308	146.436	32.344	44.869	-32.344	0.251	0	5
Fz	98.538	0.938	125.079	159.234	0.545	51.767	-0.545	0.212	2	7
F4	86.891	-55.221	101.710	144.721	-32.437	44.652	32.437	0.252	2	5
F8	58.969	-75.022	53.403	109.350	-51.832	29.233	51.832	0.338	3	11
FC5	47.244	82.580	96.925	135.816	60.226	45.533	-60.226	0.247	1	2
FC1	66.272	36.271	145.151	163.636	28.692	62.504	-28.692	0.153	0	1
FC2	66.097	-34.952	143.973	162.230	-27.870	62.556	27.870	0.152	2	11
FC6	45.055	-81.278	91.932	130.719	-60.999	44.691	60.999	0.252	4	9
T7	1.508	91.191	73.858	117.359	89.052	39.001	-89.052	0.283	7	11
C3	25.259	68.709	144.886	162.330	69.816	63.194	-69.816	0.149	0	2
Cz	37.720	1.837	170.673	174.802	2.788	77.523	-2.788	0.069	2	5
C4	25.402	-70.318	141.209	159.781	-70.138	62.100	70.138	0.155	2	10
T8	5.312	-89.527	68.579	112.900	-86.604	37.404	86.604	0.292	14	8
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	6
CP5	-16.417	85.488	120.203	148.413	100.871	54.088	-100.871	0.200	6	12
CP1	-3.620	38.299	174.331	178.525	95.400	77.556	-95.400	0.069	7	1
CP2	-0.788	-36.100	174.527	178.224	-91.251	78.311	91.251	0.065	1	7
CP6	-17.095	-82.882	119.620	146.528	-101.654	54.722	101.654	0.196	1	3
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	7
P7	-58.648	77.582	98.896	138.704	127.088	45.479	-127.088	0.247	2	3
P3	-50.084	55.123	151.330	168.665	132.258	63.796	-132.258	0.146	1	2
Pz	-44.801	-0.395	172.826	178.539	-179.495	75.467	179.495	0.081	0	3
P4	-42.664	-57.076	152.181	168.039	-126.778	64.909	126.778	0.139	2	3
P8	-55.756	-76.683	97.931	136.307	-126.021	45.928	126.021	0.245	9	17
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	6
O1	-97.741	32.410	116.720	155.651	161.655	48.580	-161.655	0.230	2	11
Oz	-100.182	0.886	122.042	157.897	179.493	50.617	-179.493	0.219	0	0
O2	-96.570	-32.041	117.192	155.197	-161.645	49.035	161.645	0.228	5	10
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	4	4
AF7	89.141	60.206	50.114	118.669	34.035	24.980	-34.035	0.361	4	4
AF3	109.421	38.915	81.217	141.716	19.577	34.966	-19.577	0.306	2	8
AF4	108.594	-41.335	79.455	140.764	-20.839	34.365	20.839	0.309	3	4
AF8	86.587	-61.211	47.774	116.304	-35.258	24.253	35.258	0.365	5	1
F5	77.525	70.499	79.393	131.467	42.283	37.150	-42.283	0.294	5	9
F1	94.996	31.572	120.760	156.856	18.384	50.343	-18.384	0.220	0	4
F2	94.582	-31.014	118.846	155.022	-18.154	50.053	18.154	0.222	1	4
F6	73.721	-70.831	77.676	128.396	-43.855	37.227	43.855	0.293	8	12
AFz	119.685	1.976	87.272	148.138	0.946	36.095	-0.946	0.299	2	7
FT7	33.620	86.070	67.010	114.143	68.664	35.949	-68.664	0.300	15	18
FC3	57.855	65.611	125.711	153.151	48.594	55.168	-48.594	0.194	4	12
FC4	56.040	-66.212	123.276	150.737	-49.756	54.867	49.756	0.195	1	7
FT8	31.397	-84.287	59.890	108.059	-69.569	33.658	69.569	0.313	5	6
FCz	69.189	0.946	152.023	167.030	0.783	65.527	-0.783	0.136	1	2
C5	15.170	88.224	109.675	141.570	80.244	50.778	-80.244	0.218	1	2
C1	32.894	40.767	163.183	171.385	51.101	72.203	-51.101	0.099	0	3
C2	36.896	-37.230	163.794	171.977	-45.258	72.255	45.258	0.099	15	18
C6	11.913	-86.477	102.261	134.453	-82.157	49.515	82.157	0.225	1	5
TP7	-28.217	89.159	89.804	129.655	107.562	43.840	-107.562	0.256	2	7
CP3	-10.674	67.501	152.581	167.186	98.986	65.873	-98.986	0.134	1	4
CPz	-2.740	1.347	180.808	180.833	153.822	89.032	-153.822	0.005	0	5
CP4	-7.606	-67.516	151.903	166.406	-96.428	65.902	96.428	0.134	12	2
TP8	-26.095	-87.668	85.774	125.395	-106.576	43.160	106.576	0.260	3	6
P5	-53.215	71.424	127.087	155.191	126.688	54.975	-126.688	0.195	2	3
P1	-42.357	33.855	168.931	177.420	141.365	72.204	-141.365	0.099	1	3
P2	-40.813	-30.507	171.219	178.640	-143.222	73.427	143.222	0.092	0	1
P6	-47.804	-70.809	129.239	154.926	-124.024	56.533	124.024	0.186	2	2
PO7	-77.933	60.319	107.581	145.896	142.260	47.509	-142.260	0.236	0	1
PO3	-77.505	38.556	141.811	166.144	153.551	58.599	-153.551	0.174	1	6
POz	-75.924	-0.154	153.085	170.879	-179.884	63.620	179.884	0.147	16	25
PO4	-76.568	-38.746	143.075	166.837	-153.159	59.046	153.159	0.172	4	9
PO8	-78.362	-60.543	110.309	148.237	-142.310	48.085	142.310	0.233	8	17
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	17	12
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	11	18
LPA	0.000	76.402	0.000	76.402	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-78.518	0.000	78.518	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	97.765	-0.000	0.000	97.765	-0.000	0.000	0.000	0.500	n/a	n/a
