name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
EOG_VA	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	1
O1	-102.359	30.001	102.277	147.777	163.664	43.797	-163.664	0.257	2	2
Oz	-105.609	-1.003	106.692	150.125	-179.456	45.291	179.456	0.248	8	5
O2	-101.112	-32.350	103.563	148.308	-162.258	44.290	162.258	0.254	0	0
EOG_VB	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	8
AF7	81.781	60.562	44.296	110.987	36.521	23.523	-36.521	0.369	3	3
AF3	100.754	39.724	77.316	133.068	21.518	35.523	-21.518	0.303	13	9
AF4	101.968	-41.957	74.467	133.053	-22.366	34.034	22.366	0.311	9	4
AF8	82.062	-61.274	43.813	111.393	-36.748	23.161	36.748	0.371	0	0
F5	67.968	71.012	71.388	121.484	46.255	35.989	-46.255	0.300	5	62
F1	83.671	33.505	114.536	145.746	21.823	51.800	-21.823	0.212	0	0
F2	85.287	-32.568	113.090	145.341	-20.900	51.087	20.900	0.216	0	0
F6	68.513	-69.563	70.367	120.351	-45.436	35.780	45.436	0.301	0	0
AFz	110.246	-2.553	85.351	139.447	-1.326	37.739	1.326	0.290	10	3
FT7	27.291	84.480	49.271	101.535	72.097	29.030	-72.097	0.339	8	6
FC3	47.389	64.824	116.973	141.882	53.831	55.531	-53.831	0.191	2	1
FC4	49.111	-67.484	113.005	140.485	-53.955	53.551	53.955	0.202	1	0
FT8	26.744	-84.615	51.661	102.684	-72.460	30.206	72.460	0.332	2	1
FCz	58.873	0.050	143.772	155.359	0.049	67.731	-0.049	0.124	4	2
C5	6.479	88.016	92.525	127.866	85.790	46.353	-85.790	0.242	2	2
C1	22.686	37.630	152.598	158.798	58.916	73.937	-58.916	0.089	0	0
C2	24.852	-36.495	153.698	159.914	-55.746	73.972	55.746	0.089	10	3
C6	7.084	-86.788	91.717	126.469	-85.334	46.487	85.334	0.242	3	2
TP7	-34.128	87.864	69.973	117.392	111.227	36.588	-111.227	0.297	5	6
CP3	-19.032	65.774	137.190	153.328	106.138	63.476	-106.138	0.147	0	0
CPz	-13.905	-0.279	167.112	167.690	-178.852	85.242	178.852	0.026	2	1
CP4	-16.806	-66.737	139.873	155.887	-104.135	63.802	104.135	0.146	40	4
TP8	-32.064	-88.625	72.366	118.825	-109.890	37.518	109.890	0.292	0	0
P5	-56.668	72.297	108.009	141.789	128.090	49.619	-128.090	0.224	0	0
P1	-49.802	29.575	153.812	164.357	149.296	69.365	-149.296	0.115	4	1
P2	-49.194	-32.061	155.978	166.664	-146.907	69.371	146.907	0.115	1	1
P6	-53.778	-73.082	112.487	144.521	-126.348	51.109	126.348	0.216	6	4
PO7	-87.189	57.767	92.398	139.557	146.473	41.458	-146.473	0.270	0	0
PO3	-83.670	36.058	126.106	155.575	156.686	54.153	-156.686	0.199	2	2
POz	-82.429	-2.116	136.776	159.708	-178.529	58.916	178.529	0.173	0	0
PO4	-82.775	-39.176	127.700	157.143	-154.672	54.355	154.672	0.198	0	0
PO8	-83.271	-61.297	94.952	140.383	-143.643	42.561	143.643	0.264	0	0
Ref	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30	24
Gnd	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	5
LPA	0.000	77.144	0.000	77.144	90.000	0.000	-90.000	0.500	n/a	n/a
RPA	0.000	-81.275	0.000	81.275	-90.000	0.000	90.000	0.500	n/a	n/a
Nz	98.228	-0.000	0.000	98.228	-0.000	0.000	0.000	0.500	n/a	n/a
