name	x	y	z	sph_radius	sph_theta	sph_phi	theta	radius	preimpedance	postimpedance
Fp1	106.306	36.794	40.735	119.642	19.092	19.906	-19.092	0.389	7	5
Fp2	106.143	-36.633	39.978	119.191	-19.041	19.597	19.041	0.391	1	2
F7	54.762	74.687	47.929	104.280	53.750	27.363	-53.750	0.348	4	2
F3	76.296	55.396	98.592	136.419	35.982	46.279	-35.982	0.243	0	0
Fz	88.155	-1.403	120.353	149.192	-0.912	53.775	0.912	0.201	0	0
F4	77.746	-57.165	95.216	135.567	-36.327	44.616	36.327	0.252	0	0
F8	54.743	-74.675	46.588	103.652	-53.755	26.710	53.755	0.352	0	0
FC5	36.987	82.175	83.370	122.765	65.768	42.773	-65.768	0.262	2	2
FC1	53.761	36.973	136.621	151.401	34.517	64.472	-34.517	0.142	0	0
FC2	55.443	-35.271	135.180	150.305	-32.463	64.076	32.463	0.144	9	3
FC6	37.606	-81.407	81.266	121.018	-65.205	42.184	65.205	0.266	3	1
T7	-3.322	89.201	56.932	105.873	92.133	32.530	-92.133	0.319	1	0
C3	16.772	67.094	131.635	148.697	75.965	62.284	-75.965	0.154	0	1
Cz	25.469	0.418	159.218	161.243	0.940	80.911	-0.940	0.050	6	2
C4	17.894	-69.915	128.354	147.251	-75.644	60.653	75.644	0.163	2	1
T8	-1.086	-90.003	58.942	107.591	-90.691	33.218	90.691	0.315	1	1
EOG_HL	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	28	15
CP5	-23.105	84.346	104.116	135.971	105.319	49.971	-105.319	0.222	1	1
CP1	-13.398	36.508	158.587	163.285	110.153	76.222	-110.153	0.077	0	0
CP2	-11.518	-36.698	160.701	165.240	-107.425	76.540	107.425	0.075	0	0
CP6	-23.870	-83.887	105.216	136.665	-105.884	50.343	105.884	0.220	1	0
EOG_HR	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	12	8
P7	-63.265	76.209	80.082	127.371	129.698	38.956	-129.698	0.284	0	0
P3	-54.802	54.965	136.804	157.289	134.915	60.431	-134.915	0.164	0	0
Pz	-52.231	-1.787	159.357	167.707	-178.041	71.843	178.041	0.101	5	2
P4	-52.607	-54.308	139.778	158.917	-134.089	61.590	134.089	0.158	4	1
P8	-60.250	-78.975	83.174	129.557	-127.340	39.940	127.340	0.278	6	2
